node,z,head,psi,theta,K,C,flux,sink,kappa,v/KsTop,temp,time
76,-75,-259.772,5.559804323,0.2572,0.005767,0.0002765,0.008761,0,-1,0.000811,20,16.2
76,-75,-259.953,5.560500845,0.2571,0.005758,0.0002763,0.008713,0,-1,0.000807,20,16.3
76,-75,-260.134,5.561196883,0.2571,0.005749,0.0002761,0.008666,0,-1,0.000802,20,16.4
76,-75,-260.314,5.561888595,0.257,0.005739,0.0002759,0.00862,0,-1,0.000798,20,16.5
76,-75,-260.494,5.562579828,0.257,0.00573,0.0002757,0.008574,0,-1,0.000794,20,16.6
76,-75,-260.673,5.563266748,0.2569,0.005721,0.0002755,0.008528,0,-1,0.00079,20,16.7
76,-75,-260.852,5.563953197,0.2569,0.005712,0.0002753,0.008483,0,-1,0.000785,20,16.8
76,-75,-261.031,5.564639174,0.2568,0.005703,0.000275,0.008438,0,-1,0.000781,20,16.9
76,-75,-261.209,5.565320853,0.2568,0.005694,0.0002748,0.008394,0,-1,0.000777,20,17
76,-75,-261.387,5.566002068,0.2567,0.005685,0.0002746,0.00835,0,-1,0.000773,20,17.1
76,-75,-261.564,5.566678995,0.2567,0.005675,0.0002744,0.008307,0,-1,0.000769,20,17.2
76,-75,-261.741,5.567355465,0.2567,0.005666,0.0002742,0.008264,0,-1,0.000765,20,17.3
76,-75,-261.918,5.568031478,0.2566,0.005657,0.000274,0.008221,0,-1,0.000761,20,17.4
76,-75,-262.094,5.568703218,0.2566,0.005648,0.0002738,0.008179,0,-1,0.000757,20,17.5
76,-75,-262.27,5.569374507,0.2565,0.005639,0.0002736,0.008137,0,-1,0.000753,20,17.6
76,-75,-262.446,5.570045347,0.2565,0.00563,0.0002734,0.008096,0,-1,0.00075,20,17.7
76,-75,-262.621,5.570711928,0.2564,0.005622,0.0002731,0.008055,0,-1,0.000746,20,17.8
76,-75,-262.796,5.571378066,0.2564,0.005613,0.0002729,0.008015,0,-1,0.000742,20,17.9
76,-75,-262.97,5.572039957,0.2563,0.005604,0.0002727,0.007975,0,-1,0.000738,20,18
76,-75,-263.144,5.572701411,0.2563,0.005595,0.0002725,0.007935,0,-1,0.000735,20,18.1
76,-75,-263.318,5.573362427,0.2563,0.005586,0.0002723,0.007895,0,-1,0.000731,20,18.2
76,-75,-263.491,5.574019212,0.2562,0.005577,0.0002721,0.007856,0,-1,0.000727,20,18.3
76,-75,-263.664,5.574675565,0.2562,0.005568,0.0002719,0.007817,0,-1,0.000724,20,18.4
76,-75,-263.837,5.575331488,0.2561,0.005559,0.0002717,0.007779,0,-1,0.00072,20,18.5
76,-75,-264.009,5.575983193,0.2561,0.005551,0.0002715,0.007741,0,-1,0.000717,20,18.6
76,-75,-264.181,5.576634474,0.256,0.005542,0.0002713,0.007703,0,-1,0.000713,20,18.7
76,-75,-264.353,5.577285331,0.256,0.005533,0.0002711,0.007666,0,-1,0.00071,20,18.8
76,-75,-264.524,5.577931984,0.2559,0.005524,0.0002709,0.007628,0,-1,0.000706,20,18.9
76,-75,-264.695,5.57857822,0.2559,0.005516,0.0002707,0.007592,0,-1,0.000703,20,19
76,-75,-264.865,5.579220262,0.2559,0.005507,0.0002705,0.007555,0,-1,0.0007,20,19.1
76,-75,-265.036,5.579865666,0.2558,0.005498,0.0002703,0.007519,0,-1,0.000696,20,19.2
76,-75,-265.205,5.580503112,0.2558,0.00549,0.0002701,0.007483,0,-1,0.000693,20,19.3
76,-75,-265.375,5.58114392,0.2557,0.005481,0.0002699,0.007447,0,-1,0.00069,20,19.4
76,-75,-265.544,5.581780552,0.2557,0.005472,0.0002697,0.007412,0,-1,0.000686,20,19.5
76,-75,-265.713,5.582416779,0.2556,0.005464,0.0002695,0.007377,0,-1,0.000683,20,19.6
76,-75,-265.881,5.58304884,0.2556,0.005455,0.0002693,0.007342,0,-1,0.00068,20,19.7
76,-75,-266.049,5.583680502,0.2556,0.005446,0.0002691,0.007307,0,-1,0.000677,20,19.8
76,-75,-266.217,5.584311766,0.2555,0.005438,0.0002689,0.007273,0,-1,0.000673,20,19.9
76,-75,-266.384,5.584938877,0.2555,0.005429,0.0002687,0.007239,0,-1,0.00067,20,20
76,-75,-266.551,5.585565595,0.2554,0.005421,0.0002685,0.007205,0,-1,0.000667,20,20.1
76,-75,-266.718,5.58619192,0.2554,0.005412,0.0002683,0.007172,0,-1,0.000664,20,20.2
76,-75,-266.884,5.586814107,0.2553,0.005404,0.0002681,0.007139,0,-1,0.000661,20,20.3
76,-75,-267.05,5.587435907,0.2553,0.005395,0.0002679,0.007106,0,-1,0.000658,20,20.4
76,-75,-267.216,5.58805732,0.2553,0.005387,0.0002677,0.007073,0,-1,0.000655,20,20.5
76,-75,-267.381,5.588674608,0.2552,0.005378,0.0002675,0.00704,0,-1,0.000652,20,20.6
76,-75,-267.547,5.589295252,0.2552,0.00537,0.0002673,0.007008,0,-1,0.000649,20,20.7
76,-75,-267.711,5.58990804,0.2551,0.005362,0.0002671,0.006976,0,-1,0.000646,20,20.8
76,-75,-267.876,5.590524187,0.2551,0.005353,0.0002669,0.006944,0,-1,0.000643,20,20.9
76,-75,-268.04,5.591136223,0.255,0.005345,0.0002667,0.006912,0,-1,0.00064,20,21
76,-75,-268.204,5.591747885,0.255,0.005336,0.0002665,0.006881,0,-1,0.000637,20,21.1
76,-75,-268.367,5.592355447,0.255,0.005328,0.0002663,0.00685,0,-1,0.000634,20,21.2
76,-75,-268.53,5.59296264,0.2549,0.00532,0.0002661,0.006819,0,-1,0.000631,20,21.3
76,-75,-268.693,5.593569464,0.2549,0.005311,0.0002659,0.006788,0,-1,0.000629,20,21.4
76,-75,-268.856,5.59417592,0.2548,0.005303,0.0002657,0.006758,0,-1,0.000626,20,21.5
76,-75,-269.018,5.594778292,0.2548,0.005295,0.0002655,0.006728,0,-1,0.000623,20,21.6
76,-75,-269.18,5.595380301,0.2547,0.005287,0.0002653,0.006698,0,-1,0.00062,20,21.7
76,-75,-269.342,5.595981948,0.2547,0.005278,0.0002651,0.006668,0,-1,0.000617,20,21.8
76,-75,-269.503,5.596579522,0.2547,0.00527,0.000265,0.006638,0,-1,0.000615,20,21.9
76,-75,-269.665,5.597180448,0.2546,0.005262,0.0002648,0.006609,0,-1,0.000612,20,22
76,-75,-269.826,5.597777307,0.2546,0.005254,0.0002646,0.00658,0,-1,0.000609,20,22.1
76,-75,-269.986,5.598370106,0.2545,0.005245,0.0002644,0.006551,0,-1,0.000607,20,22.2
76,-75,-270.147,5.598966255,0.2545,0.005237,0.0002642,0.006523,0,-1,0.000604,20,22.3
76,-75,-270.307,5.59955835,0.2545,0.005229,0.000264,0.006494,0,-1,0.000601,20,22.4
76,-75,-270.467,5.600150095,0.2544,0.005221,0.0002638,0.006466,0,-1,0.000599,20,22.5
76,-75,-270.627,5.600741489,0.2544,0.005213,0.0002636,0.006438,0,-1,0.000596,20,22.6
76,-75,-270.787,5.601332534,0.2543,0.005204,0.0002634,0.00641,0,-1,0.000594,20,22.7
76,-75,-270.946,5.601919539,0.2543,0.005196,0.0002632,0.006382,0,-1,0.000591,20,22.8
76,-75,-271.106,5.602509888,0.2543,0.005188,0.000263,0.006354,0,-1,0.000588,20,22.9
76,-75,-271.265,5.603096203,0.2542,0.00518,0.0002629,0.006327,0,-1,0.000586,20,23
76,-75,-271.423,5.60367849,0.2542,0.005172,0.0002627,0.006299,0,-1,0.000583,20,23.1
76,-75,-271.582,5.60426412,0.2541,0.005164,0.0002625,0.006272,0,-1,0.000581,20,23.2
76,-75,-271.74,5.604845727,0.2541,0.005156,0.0002623,0.006245,0,-1,0.000578,20,23.3
76,-75,-271.898,5.605426996,0.254,0.005148,0.0002621,0.006217,0,-1,0.000576,20,23.4
76,-75,-272.056,5.606007927,0.254,0.00514,0.0002619,0.00619,0,-1,0.000573,20,23.5
76,-75,-272.214,5.606588522,0.254,0.005132,0.0002617,0.006163,0,-1,0.000571,20,23.6
76,-75,-272.372,5.607168779,0.2539,0.005124,0.0002615,0.006136,0,-1,0.000568,20,23.7
76,-75,-272.529,5.60774503,0.2539,0.005116,0.0002614,0.006109,0,-1,0.000566,20,23.8
76,-75,-272.686,5.60832095,0.2538,0.005108,0.0002612,0.006082,0,-1,0.000563,20,23.9
76,-75,-272.843,5.608896538,0.2538,0.005099,0.000261,0.006056,0,-1,0.000561,20,24
76,-75,-273,5.609471795,0.2538,0.005091,0.0002608,0.006029,0,-1,0.000558,20,24.1
76,-75,-273.157,5.610046721,0.2537,0.005083,0.0002606,0.006002,0,-1,0.000556,20,24.2
76,-75,-273.314,5.610621317,0.2537,0.005075,0.0002604,0.005976,0,-1,0.000553,20,24.3
76,-75,-273.47,5.611191927,0.2536,0.005067,0.0002602,0.00595,0,-1,0.000551,20,24.4
76,-75,-273.626,5.61176221,0.2536,0.00506,0.00026,0.005924,0,-1,0.000548,20,24.5
76,-75,-273.782,5.612332169,0.2536,0.005052,0.0002599,0.005898,0,-1,0.000546,20,24.6
76,-75,-273.938,5.612901803,0.2535,0.005044,0.0002597,0.005871,0,-1,0.000544,20,24.7
76,-75,-274.094,5.613471113,0.2535,0.005036,0.0002595,0.005846,0,-1,0.000541,20,24.8
76,-75,-274.25,5.614040099,0.2534,0.005028,0.0002593,0.00582,0,-1,0.000539,20,24.9
76,-75,-274.405,5.614605117,0.2534,0.00502,0.0002591,0.005795,0,-1,0.000537,20,25
