,node,z,head,psi,theta,K,C,flux,sink,kappa,v/KsTop,temp,time
11940,76,-75,-45.717,3.82247022,0.1759,0.1198,0.001987,-0.09737,0,-1,-0.000918,20,11.3
12045,76,-75,-45.829,3.824917079,0.1756,0.1183,0.001978,-0.09618,0,-1,-0.000907,20,11.4
12150,76,-75,-45.94,3.827336197,0.1754,0.1167,0.001969,-0.09502,0,-1,-0.000896,20,11.5
12255,76,-75,-46.049,3.829706047,0.1751,0.1152,0.001959,-0.09388,0,-1,-0.000885,20,11.6
12360,76,-75,-46.157,3.832048629,0.1749,0.1136,0.00195,-0.09276,0,-1,-0.000874,20,11.7
12465,76,-75,-46.264,3.834364121,0.1747,0.1121,0.001941,-0.09166,0,-1,-0.000864,20,11.8
12570,76,-75,-46.369,3.836631133,0.1744,0.1106,0.001932,-0.09059,0,-1,-0.000854,20,11.9
12675,76,-75,-46.472,3.838849981,0.1742,0.1092,0.001924,-0.08953,0,-1,-0.000844,20,12
12780,76,-75,-46.574,3.841042446,0.174,0.1077,0.001915,-0.0885,0,-1,-0.000834,20,12.1
12885,76,-75,-46.675,3.843208689,0.1737,0.1063,0.001906,-0.08749,0,-1,-0.000825,20,12.2
12990,76,-75,-46.774,3.845327493,0.1735,0.1049,0.001898,-0.08651,0,-1,-0.000815,20,12.3
13095,76,-75,-46.872,3.847420482,0.1733,0.1035,0.00189,-0.08554,0,-1,-0.000806,20,12.4
13200,76,-75,-46.967,3.849445227,0.1731,0.1022,0.001882,-0.08461,0,-1,-0.000797,20,12.5
13305,76,-75,-47.061,3.851444633,0.1729,0.1009,0.001874,-0.08368,0,-1,-0.000789,20,12.6
13410,76,-75,-47.153,3.853397634,0.1727,0.09955,0.001866,-0.08281,0,-1,-0.00078,20,12.7
13515,76,-75,-47.244,3.855325662,0.1725,0.09827,0.001858,-0.08191,0,-1,-0.000772,20,12.8
13620,76,-75,-47.332,3.8571866,0.1723,0.09702,0.001851,-0.08111,0,-1,-0.000764,20,12.9
13725,76,-75,-47.42,3.859044081,0.1721,0.09579,0.001844,-0.08024,0,-1,-0.000756,20,13
13830,76,-75,-47.504,3.860813918,0.1719,0.09459,0.001837,-0.07952,0,-1,-0.000749,20,13.1
13935,76,-75,-47.592,3.86266468,0.1718,0.09416,0.001832,-0.07892,0,-1,-0.000744,20,13.2
14040,76,-75,-47.675,3.864407151,0.1716,0.09377,0.001828,-0.07833,0,-1,-0.000738,20,13.3
14145,76,-75,-47.761,3.866209407,0.1715,0.09338,0.001824,-0.07796,0,-1,-0.000735,20,13.4
14250,76,-75,-47.845,3.867966619,0.1714,0.09299,0.00182,-0.07745,0,-1,-0.00073,20,13.5
14355,76,-75,-47.931,3.869762477,0.1713,0.0926,0.001816,-0.07704,0,-1,-0.000726,20,13.6
14460,76,-75,-48.015,3.871513462,0.1711,0.09221,0.001812,-0.07657,0,-1,-0.000722,20,13.7
14565,76,-75,-48.1,3.873282177,0.171,0.09182,0.001808,-0.07614,0,-1,-0.000718,20,13.8
14670,76,-75,-48.185,3.875047769,0.1709,0.09142,0.001804,-0.0757,0,-1,-0.000713,20,13.9
14775,76,-75,-48.27,3.87681025,0.1707,0.09103,0.001799,-0.07526,0,-1,-0.000709,20,14
14880,76,-75,-48.355,3.878569629,0.1706,0.09064,0.001795,-0.07482,0,-1,-0.000705,20,14.1
14985,76,-75,-48.44,3.880325919,0.1705,0.09025,0.001791,-0.07438,0,-1,-0.000701,20,14.2
15090,76,-75,-48.525,3.882079129,0.1704,0.08986,0.001787,-0.07396,0,-1,-0.000697,20,14.3
15195,76,-75,-48.61,3.883829271,0.1702,0.08947,0.001783,-0.07353,0,-1,-0.000693,20,14.4
15300,76,-75,-48.695,3.885576355,0.1701,0.08908,0.001779,-0.0731,0,-1,-0.000689,20,14.5
15405,76,-75,-48.78,3.887320393,0.17,0.08869,0.001775,-0.07268,0,-1,-0.000685,20,14.6
15510,76,-75,-48.864,3.889040929,0.1699,0.0883,0.001771,-0.07226,0,-1,-0.000681,20,14.7
15615,76,-75,-48.949,3.89077894,0.1697,0.08791,0.001767,-0.07184,0,-1,-0.000677,20,14.8
15720,76,-75,-49.034,3.892513935,0.1696,0.08752,0.001763,-0.07142,0,-1,-0.000673,20,14.9
15825,76,-75,-49.119,3.894245925,0.1695,0.08713,0.001759,-0.07101,0,-1,-0.000669,20,15
15930,76,-75,-49.203,3.895954597,0.1693,0.08674,0.001754,-0.0706,0,-1,-0.000665,20,15.1
16035,76,-75,-49.288,3.897680644,0.1692,0.08635,0.00175,-0.07019,0,-1,-0.000661,20,15.2
16140,76,-75,-49.373,3.899403716,0.1691,0.08596,0.001746,-0.06978,0,-1,-0.000658,20,15.3
16245,76,-75,-49.457,3.901103605,0.169,0.08557,0.001742,-0.06937,0,-1,-0.000654,20,15.4
16350,76,-75,-49.542,3.902820795,0.1688,0.08518,0.001738,-0.06897,0,-1,-0.00065,20,15.5
16455,76,-75,-49.626,3.90451489,0.1687,0.08479,0.001734,-0.06857,0,-1,-0.000646,20,15.6
16560,76,-75,-49.711,3.906226237,0.1686,0.0844,0.00173,-0.06817,0,-1,-0.000643,20,15.7
16665,76,-75,-49.795,3.907914577,0.1684,0.08401,0.001726,-0.06777,0,-1,-0.000639,20,15.8
16770,76,-75,-49.88,3.909620121,0.1683,0.08362,0.001722,-0.06738,0,-1,-0.000635,20,15.9
16875,76,-75,-49.964,3.911302746,0.1682,0.08323,0.001718,-0.06699,0,-1,-0.000631,20,16
16980,76,-75,-50.048,3.912982545,0.1681,0.08284,0.001714,-0.0666,0,-1,-0.000628,20,16.1
17085,76,-75,-50.133,3.914679474,0.1679,0.08246,0.00171,-0.06621,0,-1,-0.000624,20,16.2
17190,76,-75,-50.217,3.916353615,0.1678,0.08207,0.001706,-0.06583,0,-1,-0.00062,20,16.3
17295,76,-75,-50.301,3.918024958,0.1677,0.08168,0.001702,-0.06544,0,-1,-0.000617,20,16.4
17400,76,-75,-50.385,3.919693512,0.1676,0.08129,0.001698,-0.06506,0,-1,-0.000613,20,16.5
17505,76,-75,-50.469,3.921359286,0.1674,0.08091,0.001693,-0.06468,0,-1,-0.00061,20,16.6
17610,76,-75,-50.553,3.923022291,0.1673,0.08052,0.001689,-0.06431,0,-1,-0.000606,20,16.7
17715,76,-75,-50.637,3.924682534,0.1672,0.08013,0.001685,-0.06393,0,-1,-0.000603,20,16.8
17820,76,-75,-50.721,3.926340026,0.1671,0.07975,0.001681,-0.06356,0,-1,-0.000599,20,16.9
17925,76,-75,-50.805,3.927994775,0.1669,0.07936,0.001677,-0.0632,0,-1,-0.000596,20,17
18030,76,-75,-50.889,3.92964679,0.1668,0.07897,0.001673,-0.06283,0,-1,-0.000592,20,17.1
18135,76,-75,-50.973,3.931296081,0.1667,0.07859,0.001669,-0.06247,0,-1,-0.000589,20,17.2
18240,76,-75,-51.057,3.932942656,0.1665,0.0782,0.001665,-0.0621,0,-1,-0.000585,20,17.3
18345,76,-75,-51.14,3.93456697,0.1664,0.07782,0.001661,-0.06175,0,-1,-0.000582,20,17.4
18450,76,-75,-51.224,3.936208172,0.1663,0.07743,0.001657,-0.06139,0,-1,-0.000579,20,17.5
18555,76,-75,-51.308,3.937846685,0.1662,0.07704,0.001653,-0.06103,0,-1,-0.000575,20,17.6
18660,76,-75,-51.392,3.939482518,0.166,0.07666,0.001649,-0.06068,0,-1,-0.000572,20,17.7
18765,76,-75,-51.475,3.941096253,0.1659,0.07627,0.001645,-0.06033,0,-1,-0.000569,20,17.8
18870,76,-75,-51.559,3.942726783,0.1658,0.07589,0.001641,-0.05998,0,-1,-0.000565,20,17.9
18975,76,-75,-51.642,3.944335295,0.1657,0.0755,0.001637,-0.05963,0,-1,-0.000562,20,18
19080,76,-75,-51.726,3.945960556,0.1655,0.07512,0.001633,-0.05929,0,-1,-0.000559,20,18.1
19185,76,-75,-51.809,3.947563879,0.1654,0.07474,0.001629,-0.05894,0,-1,-0.000556,20,18.2
19290,76,-75,-51.893,3.949183906,0.1653,0.07435,0.001625,-0.0586,0,-1,-0.000552,20,18.3
19395,76,-75,-51.976,3.950782074,0.1652,0.07397,0.001621,-0.05826,0,-1,-0.000549,20,18.4
19500,76,-75,-52.059,3.952377691,0.165,0.07359,0.001617,-0.05792,0,-1,-0.000546,20,18.5
19605,76,-75,-52.142,3.953970766,0.1649,0.0732,0.001613,-0.05758,0,-1,-0.000543,20,18.6
19710,76,-75,-52.225,3.955561307,0.1648,0.07282,0.001609,-0.05725,0,-1,-0.00054,20,18.7
19815,76,-75,-52.308,3.957149323,0.1647,0.07244,0.001605,-0.05691,0,-1,-0.000536,20,18.8
19920,76,-75,-52.391,3.958734821,0.1645,0.07206,0.001601,-0.05658,0,-1,-0.000533,20,18.9
20025,76,-75,-52.473,3.960298752,0.1644,0.07168,0.001597,-0.05625,0,-1,-0.00053,20,19
20130,76,-75,-52.556,3.961879268,0.1643,0.0713,0.001593,-0.05592,0,-1,-0.000527,20,19.1
20235,76,-75,-52.639,3.96345729,0.1642,0.07092,0.001589,-0.05559,0,-1,-0.000524,20,19.2
20340,76,-75,-52.721,3.965013858,0.164,0.07054,0.001585,-0.05526,0,-1,-0.000521,20,19.3
20445,76,-75,-52.803,3.966568007,0.1639,0.07016,0.001581,-0.05493,0,-1,-0.000518,20,19.4
20550,76,-75,-52.885,3.968119745,0.1638,0.06978,0.001577,-0.05461,0,-1,-0.000515,20,19.5
20655,76,-75,-52.967,3.969669078,0.1637,0.0694,0.001573,-0.05429,0,-1,-0.000512,20,19.6
20760,76,-75,-53.049,3.971216015,0.1635,0.06903,0.001569,-0.05397,0,-1,-0.000509,20,19.7
20865,76,-75,-53.131,3.972760562,0.1634,0.06865,0.001565,-0.05365,0,-1,-0.000506,20,19.8
20970,76,-75,-53.212,3.974283935,0.1633,0.06828,0.001561,-0.05333,0,-1,-0.000503,20,19.9
21075,76,-75,-53.294,3.975823754,0.1632,0.0679,0.001557,-0.05301,0,-1,-0.0005,20,20
21180,76,-75,-53.375,3.977342472,0.1631,0.06753,0.001553,-0.05269,0,-1,-0.000497,20,20.1
21285,76,-75,-53.456,3.978858886,0.1629,0.06715,0.001549,-0.05238,0,-1,-0.000494,20,20.2
21390,76,-75,-53.537,3.980373004,0.1628,0.06678,0.001546,-0.05207,0,-1,-0.000491,20,20.3
21495,76,-75,-53.618,3.981884833,0.1627,0.06641,0.001542,-0.05176,0,-1,-0.000488,20,20.4
21600,76,-75,-53.699,3.983394379,0.1626,0.06604,0.001538,-0.05145,0,-1,-0.000485,20,20.5
21705,76,-75,-53.779,3.984883056,0.1624,0.06566,0.001534,-0.05114,0,-1,-0.000482,20,20.6
21810,76,-75,-53.86,3.986388087,0.1623,0.06529,0.00153,-0.05083,0,-1,-0.000479,20,20.7
21915,76,-75,-53.94,3.987872318,0.1622,0.06493,0.001526,-0.05053,0,-1,-0.000476,20,20.8
22020,76,-75,-54.02,3.989354348,0.1621,0.06456,0.001522,-0.05022,0,-1,-0.000473,20,20.9
22125,76,-75,-54.1,3.990834186,0.162,0.06419,0.001518,-0.04992,0,-1,-0.00047,20,21
22230,76,-75,-54.179,3.992293379,0.1618,0.06382,0.001515,-0.04962,0,-1,-0.000468,20,21.1
22335,76,-75,-54.259,3.993768877,0.1617,0.06346,0.001511,-0.04932,0,-1,-0.000465,20,21.2
22440,76,-75,-54.338,3.995223798,0.1616,0.06309,0.001507,-0.04902,0,-1,-0.000462,20,21.3
22545,76,-75,-54.417,3.996676605,0.1615,0.06273,0.001503,-0.04872,0,-1,-0.000459,20,21.4
22650,76,-75,-54.496,3.998127304,0.1614,0.06236,0.001499,-0.04843,0,-1,-0.000456,20,21.5
22755,76,-75,-54.575,3.999575902,0.1612,0.062,0.001496,-0.04813,0,-1,-0.000454,20,21.6
22860,76,-75,-54.653,4.001004108,0.1611,0.06164,0.001492,-0.04784,0,-1,-0.000451,20,21.7
22965,76,-75,-54.732,4.002448548,0.161,0.06128,0.001488,-0.04755,0,-1,-0.000448,20,21.8
23070,76,-75,-54.81,4.003872659,0.1609,0.06092,0.001484,-0.04726,0,-1,-0.000445,20,21.9
23175,76,-75,-54.888,4.005294745,0.1608,0.06056,0.00148,-0.04697,0,-1,-0.000443,20,22
23280,76,-75,-54.966,4.006714812,0.1607,0.0602,0.001477,-0.04669,0,-1,-0.00044,20,22.1
23385,76,-75,-55.043,4.008114698,0.1605,0.05984,0.001473,-0.0464,0,-1,-0.000437,20,22.2
23490,76,-75,-55.121,4.009530769,0.1604,0.05949,0.001469,-0.04612,0,-1,-0.000435,20,22.3
23595,76,-75,-55.198,4.010926721,0.1603,0.05913,0.001465,-0.04583,0,-1,-0.000432,20,22.4
23700,76,-75,-55.275,4.012320727,0.1602,0.05878,0.001462,-0.04555,0,-1,-0.000429,20,22.5
23805,76,-75,-55.351,4.013694726,0.1601,0.05843,0.001458,-0.04527,0,-1,-0.000427,20,22.6
23910,76,-75,-55.428,4.015084881,0.16,0.05807,0.001454,-0.04499,0,-1,-0.000424,20,22.7
24015,76,-75,-55.504,4.01645509,0.1598,0.05772,0.001451,-0.04472,0,-1,-0.000421,20,22.8
24120,76,-75,-55.58,4.017823424,0.1597,0.05737,0.001447,-0.04444,0,-1,-0.000419,20,22.9
24225,76,-75,-55.656,4.019189889,0.1596,0.05702,0.001443,-0.04417,0,-1,-0.000416,20,23
24330,76,-75,-55.731,4.020536545,0.1595,0.05667,0.00144,-0.0439,0,-1,-0.000414,20,23.1
24435,76,-75,-55.807,4.02189931,0.1594,0.05633,0.001436,-0.04363,0,-1,-0.000411,20,23.2
24540,76,-75,-55.882,4.023242325,0.1593,0.05598,0.001432,-0.04336,0,-1,-0.000409,20,23.3
24645,76,-75,-55.957,4.024583539,0.1592,0.05564,0.001429,-0.04309,0,-1,-0.000406,20,23.4
24750,76,-75,-56.031,4.025905109,0.159,0.05529,0.001425,-0.04282,0,-1,-0.000404,20,23.5
24855,76,-75,-56.106,4.027242759,0.1589,0.05495,0.001422,-0.04256,0,-1,-0.000401,20,23.6
24960,76,-75,-56.18,4.028560822,0.1588,0.05461,0.001418,-0.04229,0,-1,-0.000399,20,23.7
25065,76,-75,-56.254,4.02987715,0.1587,0.05427,0.001415,-0.04203,0,-1,-0.000396,20,23.8
25170,76,-75,-56.327,4.031173994,0.1586,0.05393,0.001411,-0.04177,0,-1,-0.000394,20,23.9
25275,76,-75,-56.401,4.032486889,0.1585,0.05359,0.001407,-0.04151,0,-1,-0.000391,20,24
25380,76,-75,-56.474,4.033780355,0.1584,0.05326,0.001404,-0.04126,0,-1,-0.000389,20,24.1
25485,76,-75,-56.547,4.035072151,0.1583,0.05292,0.0014,-0.041,0,-1,-0.000386,20,24.2
25590,76,-75,-56.619,4.036344618,0.1582,0.05259,0.001397,-0.04075,0,-1,-0.000384,20,24.3
25695,76,-75,-56.692,4.037633107,0.1581,0.05225,0.001393,-0.04049,0,-1,-0.000382,20,24.4
25800,76,-75,-56.764,4.038902322,0.1579,0.05192,0.00139,-0.04024,0,-1,-0.000379,20,24.5
25905,76,-75,-56.835,4.040152333,0.1578,0.05159,0.001387,-0.03999,0,-1,-0.000377,20,24.6
26010,76,-75,-56.907,4.041418356,0.1577,0.05126,0.001383,-0.03974,0,-1,-0.000375,20,24.7
26115,76,-75,-56.978,4.042665228,0.1576,0.05093,0.00138,-0.0395,0,-1,-0.000372,20,24.8
26220,76,-75,-57.049,4.043910548,0.1575,0.05061,0.001376,-0.03925,0,-1,-0.00037,20,24.9
26325,76,-75,-57.119,4.045136811,0.1574,0.05028,0.001373,-0.03901,0,-1,-0.000368,20,25
