,node,z,head,psi,theta,K,C,flux,sink,kappa,v/KsTop,temp,time
24165,16,-15.00 ,-264.19,5.576668541,0.1772,0.001576,0.0002076,0.01295,0,-1,0.000519,20,23
24270,16,-15.00 ,-264.186,5.576653401,0.1772,0.001576,0.0002077,0.01295,0,-1,0.000519,20,23.1
24375,16,-15.00 ,-264.183,5.576642045,0.1772,0.001576,0.0002077,0.01294,0,-1,0.000518,20,23.2
24480,16,-15.00 ,-264.18,5.576630689,0.1772,0.001576,0.0002077,0.01293,0,-1,0.000518,20,23.3
24585,16,-15.00 ,-264.178,5.576623118,0.1772,0.001576,0.0002077,0.01293,0,-1,0.000518,20,23.4
24690,16,-15.00 ,-264.177,5.576619333,0.1772,0.001576,0.0002077,0.01292,0,-1,0.000518,20,23.5
24795,16,-15.00 ,-264.176,5.576615548,0.1772,0.001576,0.0002077,0.01291,0,-1,0.000517,20,23.6
24900,16,-15.00 ,-264.176,5.576615548,0.1772,0.001576,0.0002077,0.01291,0,-1,0.000517,20,23.7
25005,16,-15.00 ,-264.176,5.576615548,0.1772,0.001576,0.0002077,0.0129,0,-1,0.000517,20,23.8
25110,16,-15.00 ,-264.178,5.576623118,0.1772,0.001576,0.0002077,0.01289,0,-1,0.000516,20,23.9
25215,16,-15.00 ,-264.179,5.576626904,0.1772,0.001576,0.0002077,0.01288,0,-1,0.000516,20,24
25320,16,-15.00 ,-264.182,5.57663826,0.1772,0.001576,0.0002077,0.01288,0,-1,0.000516,20,24.1
25425,16,-15.00 ,-264.185,5.576649615,0.1772,0.001576,0.0002077,0.01287,0,-1,0.000516,20,24.2
25530,16,-15.00 ,-264.188,5.576660971,0.1772,0.001576,0.0002077,0.01286,0,-1,0.000515,20,24.3
25635,16,-15.00 ,-264.192,5.576676112,0.1772,0.001576,0.0002076,0.01286,0,-1,0.000515,20,24.4
25740,16,-15.00 ,-264.197,5.576695037,0.1772,0.001576,0.0002076,0.01285,0,-1,0.000515,20,24.5
25845,16,-15.00 ,-264.202,5.576713962,0.1772,0.001576,0.0002076,0.01284,0,-1,0.000514,20,24.6
25950,16,-15.00 ,-264.208,5.576736672,0.1772,0.001576,0.0002076,0.01283,0,-1,0.000514,20,24.7
26055,16,-15.00 ,-264.215,5.576763166,0.1772,0.001576,0.0002076,0.01283,0,-1,0.000514,20,24.8
26160,16,-15.00 ,-264.222,5.576789659,0.1772,0.001576,0.0002076,0.01282,0,-1,0.000514,20,24.9
26265,16,-15.00 ,-264.229,5.576816151,0.1772,0.001575,0.0002076,0.01281,0,-1,0.000513,20,25
35,36,-35.00 ,-171.352,5.14371992,0.2031,0.006637,0.0003931,0.01924,0,-1,0.000771,20,0
140,36,-35.00 ,-171.221,5.14295512,0.2032,0.006653,0.0003936,0.01909,0,-1,0.000765,20,0.1
245,36,-35.00 ,-171.087,5.142172199,0.2032,0.006669,0.000394,0.019,0,-1,0.000761,20,0.2
350,36,-35.00 ,-170.95,5.141371116,0.2033,0.006685,0.0003944,0.01896,0,-1,0.000759,20,0.3
455,36,-35.00 ,-170.812,5.140563536,0.2034,0.006702,0.0003949,0.01894,0,-1,0.000759,20,0.4
560,36,-35.00 ,-170.671,5.139737727,0.2034,0.006719,0.0003954,0.01893,0,-1,0.000759,20,0.5
665,36,-35.00 ,-170.531,5.138917098,0.2035,0.006735,0.0003958,0.01894,0,-1,0.000759,20,0.6
770,36,-35.00 ,-170.391,5.138095796,0.2035,0.006752,0.0003963,0.01896,0,-1,0.000759,20,0.7
875,36,-35.00 ,-170.252,5.137279692,0.2036,0.006769,0.0003967,0.01897,0,-1,0.00076,20,0.8
980,36,-35.00 ,-170.114,5.136468801,0.2036,0.006785,0.0003972,0.01899,0,-1,0.000761,20,0.9
1085,36,-35.00 ,-169.976,5.135657251,0.2037,0.006802,0.0003976,0.01901,0,-1,0.000762,20,1
1190,36,-35.00 ,-169.839,5.134850929,0.2037,0.006818,0.0003981,0.01903,0,-1,0.000762,20,1.1
1295,36,-35.00 ,-169.703,5.13404985,0.2038,0.006835,0.0003985,0.01905,0,-1,0.000763,20,1.2
1400,36,-35.00 ,-169.568,5.133254026,0.2038,0.006851,0.000399,0.01906,0,-1,0.000764,20,1.3
1505,36,-35.00 ,-169.434,5.13246347,0.2039,0.006867,0.0003994,0.01908,0,-1,0.000764,20,1.4
1610,36,-35.00 ,-169.301,5.131678196,0.2039,0.006883,0.0003998,0.01909,0,-1,0.000765,20,1.5
1715,36,-35.00 ,-169.168,5.130892304,0.204,0.006899,0.0004003,0.0191,0,-1,0.000765,20,1.6
1820,36,-35.00 ,-169.036,5.13011171,0.204,0.006914,0.0004007,0.01912,0,-1,0.000766,20,1.7
1925,36,-35.00 ,-168.905,5.129336427,0.2041,0.00693,0.0004011,0.01913,0,-1,0.000766,20,1.8
2030,36,-35.00 ,-168.775,5.128566467,0.2041,0.006946,0.0004016,0.01914,0,-1,0.000767,20,1.9
2135,36,-35.00 ,-168.645,5.127795914,0.2042,0.006961,0.000402,0.01915,0,-1,0.000767,20,2
2240,36,-35.00 ,-168.516,5.127030701,0.2042,0.006977,0.0004024,0.01916,0,-1,0.000768,20,2.1
2345,36,-35.00 ,-168.387,5.126264902,0.2043,0.006992,0.0004028,0.01917,0,-1,0.000768,20,2.2
2450,36,-35.00 ,-168.26,5.125510402,0.2043,0.007007,0.0004032,0.01918,0,-1,0.000768,20,2.3
2555,36,-35.00 ,-168.133,5.124755333,0.2044,0.007023,0.0004037,0.01918,0,-1,0.000769,20,2.4
2660,36,-35.00 ,-168.007,5.124005645,0.2044,0.007038,0.0004041,0.01919,0,-1,0.000769,20,2.5
2765,36,-35.00 ,-167.882,5.123261352,0.2045,0.007053,0.0004045,0.01919,0,-1,0.000769,20,2.6
2870,36,-35.00 ,-167.758,5.122522465,0.2045,0.007067,0.0004049,0.01919,0,-1,0.000769,20,2.7
2975,36,-35.00 ,-167.635,5.121788997,0.2046,0.007082,0.0004053,0.01919,0,-1,0.000769,20,2.8
3080,36,-35.00 ,-167.513,5.12106096,0.2046,0.007097,0.0004057,0.01919,0,-1,0.000769,20,2.9
3185,36,-35.00 ,-167.392,5.120338367,0.2047,0.007111,0.0004061,0.01919,0,-1,0.000769,20,3
3290,36,-35.00 ,-167.272,5.11962123,0.2047,0.007126,0.0004065,0.01919,0,-1,0.000769,20,3.1
3395,36,-35.00 ,-167.154,5.118915543,0.2048,0.00714,0.0004068,0.01918,0,-1,0.000768,20,3.2
3500,36,-35.00 ,-167.037,5.118215345,0.2048,0.007154,0.0004072,0.01917,0,-1,0.000768,20,3.3
3605,36,-35.00 ,-166.921,5.117520647,0.2049,0.007168,0.0004076,0.01917,0,-1,0.000768,20,3.4
3710,36,-35.00 ,-166.807,5.116837455,0.2049,0.007181,0.000408,0.01916,0,-1,0.000768,20,3.5
3815,36,-35.00 ,-166.695,5.116165795,0.2049,0.007195,0.0004084,0.01915,0,-1,0.000767,20,3.6
3920,36,-35.00 ,-166.584,5.115499687,0.205,0.007208,0.0004087,0.01914,0,-1,0.000767,20,3.7
4025,36,-35.00 ,-166.475,5.114845148,0.205,0.007221,0.0004091,0.01913,0,-1,0.000766,20,3.8
4130,36,-35.00 ,-166.368,5.114202202,0.2051,0.007234,0.0004094,0.01912,0,-1,0.000766,20,3.9
4235,36,-35.00 ,-166.263,5.113570872,0.2051,0.007246,0.0004098,0.0191,0,-1,0.000765,20,4
4340,36,-35.00 ,-166.16,5.11295118,0.2051,0.007259,0.0004101,0.01909,0,-1,0.000765,20,4.1
4445,36,-35.00 ,-166.058,5.112337125,0.2052,0.007271,0.0004104,0.01907,0,-1,0.000764,20,4.2
4550,36,-35.00 ,-165.958,5.111734744,0.2052,0.007283,0.0004108,0.01905,0,-1,0.000763,20,4.3
4655,36,-35.00 ,-165.86,5.111144059,0.2053,0.007295,0.0004111,0.01903,0,-1,0.000762,20,4.4
4760,36,-35.00 ,-165.764,5.11056509,0.2053,0.007306,0.0004114,0.019,0,-1,0.000761,20,4.5
4865,36,-35.00 ,-165.669,5.109991822,0.2053,0.007317,0.0004117,0.01898,0,-1,0.00076,20,4.6
4970,36,-35.00 ,-165.577,5.109436343,0.2054,0.007329,0.000412,0.01895,0,-1,0.000759,20,4.7
5075,36,-35.00 ,-165.487,5.108892642,0.2054,0.007339,0.0004123,0.01892,0,-1,0.000758,20,4.8
5180,36,-35.00 ,-165.399,5.108360737,0.2054,0.00735,0.0004126,0.01889,0,-1,0.000757,20,4.9
5285,36,-35.00 ,-165.312,5.107834597,0.2055,0.00736,0.0004129,0.01886,0,-1,0.000755,20,5
5390,36,-35.00 ,-165.227,5.107320286,0.2055,0.00737,0.0004131,0.01882,0,-1,0.000754,20,5.1
5495,36,-35.00 ,-165.144,5.106817821,0.2055,0.00738,0.0004134,0.01879,0,-1,0.000753,20,5.2
5600,36,-35.00 ,-165.063,5.106327219,0.2056,0.00739,0.0004137,0.01875,0,-1,0.000751,20,5.3
5705,36,-35.00 ,-164.984,5.1058485,0.2056,0.0074,0.0004139,0.01872,0,-1,0.00075,20,5.4
5810,36,-35.00 ,-164.906,5.105375615,0.2056,0.007409,0.0004142,0.01868,0,-1,0.000748,20,5.5
5915,36,-35.00 ,-164.83,5.10491464,0.2057,0.007418,0.0004144,0.01864,0,-1,0.000747,20,5.6
6020,36,-35.00 ,-164.756,5.104465592,0.2057,0.007427,0.0004147,0.0186,0,-1,0.000745,20,5.7
6125,36,-35.00 ,-164.684,5.104028486,0.2057,0.007435,0.0004149,0.01856,0,-1,0.000744,20,5.8
6230,36,-35.00 ,-164.613,5.103597264,0.2057,0.007444,0.0004152,0.01852,0,-1,0.000742,20,5.9
6335,36,-35.00 ,-164.544,5.103178012,0.2058,0.007452,0.0004154,0.01847,0,-1,0.00074,20,6
6440,36,-35.00 ,-164.477,5.102770743,0.2058,0.00746,0.0004156,0.01843,0,-1,0.000738,20,6.1
6545,36,-35.00 ,-164.412,5.102375473,0.2058,0.007468,0.0004158,0.01838,0,-1,0.000736,20,6.2
6650,36,-35.00 ,-164.348,5.101986131,0.2058,0.007476,0.000416,0.01834,0,-1,0.000735,20,6.3
6755,36,-35.00 ,-164.287,5.101614898,0.2059,0.007483,0.0004162,0.01829,0,-1,0.000733,20,6.4
6860,36,-35.00 ,-164.227,5.101249617,0.2059,0.00749,0.0004164,0.01824,0,-1,0.000731,20,6.5
6965,36,-35.00 ,-164.168,5.100890294,0.2059,0.007497,0.0004166,0.01819,0,-1,0.000729,20,6.6
7070,36,-35.00 ,-164.112,5.100549122,0.2059,0.007504,0.0004168,0.01814,0,-1,0.000727,20,6.7
7175,36,-35.00 ,-164.058,5.100220024,0.206,0.00751,0.000417,0.01809,0,-1,0.000725,20,6.8
7280,36,-35.00 ,-164.005,5.099896915,0.206,0.007517,0.0004171,0.01804,0,-1,0.000723,20,6.9
7385,36,-35.00 ,-163.954,5.099585901,0.206,0.007523,0.0004173,0.01799,0,-1,0.000721,20,7
7490,36,-35.00 ,-163.905,5.099286992,0.206,0.007529,0.0004175,0.01794,0,-1,0.000719,20,7.1
7595,36,-35.00 ,-163.859,5.099006302,0.206,0.007534,0.0004176,0.01789,0,-1,0.000717,20,7.2
7700,36,-35.00 ,-163.813,5.098725533,0.206,0.00754,0.0004178,0.01784,0,-1,0.000715,20,7.3
7805,36,-35.00 ,-163.77,5.098463004,0.2061,0.007545,0.0004179,0.01779,0,-1,0.000713,20,7.4
7910,36,-35.00 ,-163.729,5.098212622,0.2061,0.00755,0.000418,0.01773,0,-1,0.000711,20,7.5
8015,36,-35.00 ,-163.689,5.097968286,0.2061,0.007555,0.0004182,0.01768,0,-1,0.000708,20,7.6
8120,36,-35.00 ,-163.651,5.097736112,0.2061,0.007559,0.0004183,0.01763,0,-1,0.000706,20,7.7
8225,36,-35.00 ,-163.614,5.097509995,0.2061,0.007563,0.0004184,0.01757,0,-1,0.000704,20,7.8
8330,36,-35.00 ,-163.58,5.097302167,0.2061,0.007568,0.0004185,0.01752,0,-1,0.000702,20,7.9
8435,36,-35.00 ,-163.546,5.097094296,0.2062,0.007572,0.0004186,0.01747,0,-1,0.0007,20,8
8540,36,-35.00 ,-163.515,5.096904729,0.2062,0.007575,0.0004187,0.01741,0,-1,0.000698,20,8.1
8645,36,-35.00 ,-163.485,5.096721243,0.2062,0.007579,0.0004188,0.01735,0,-1,0.000695,20,8.2
8750,36,-35.00 ,-163.456,5.096543841,0.2062,0.007582,0.0004189,0.0173,0,-1,0.000693,20,8.3
8855,36,-35.00 ,-163.429,5.096378645,0.2062,0.007586,0.000419,0.01724,0,-1,0.000691,20,8.4
8960,36,-35.00 ,-163.404,5.096225662,0.2062,0.007589,0.0004191,0.01719,0,-1,0.000689,20,8.5
9065,36,-35.00 ,-163.38,5.096078776,0.2062,0.007592,0.0004192,0.01713,0,-1,0.000686,20,8.6
9170,36,-35.00 ,-163.357,5.09593799,0.2062,0.007594,0.0004193,0.01707,0,-1,0.000684,20,8.7
9275,36,-35.00 ,-163.336,5.095809429,0.2062,0.007597,0.0004193,0.01702,0,-1,0.000682,20,8.8
9380,36,-35.00 ,-163.316,5.095686974,0.2062,0.007599,0.0004194,0.01696,0,-1,0.000679,20,8.9
9485,36,-35.00 ,-163.298,5.095576753,0.2062,0.007601,0.0004194,0.0169,0,-1,0.000677,20,9
9590,36,-35.00 ,-163.281,5.095472643,0.2063,0.007603,0.0004195,0.01684,0,-1,0.000675,20,9.1
9695,36,-35.00 ,-163.266,5.095380773,0.2063,0.007605,0.0004196,0.01679,0,-1,0.000673,20,9.2
9800,36,-35.00 ,-163.252,5.095295019,0.2063,0.007607,0.0004196,0.01673,0,-1,0.00067,20,9.3
9905,36,-35.00 ,-163.239,5.095215385,0.2063,0.007608,0.0004196,0.01667,0,-1,0.000668,20,9.4
10010,36,-35.00 ,-163.227,5.09514187,0.2063,0.00761,0.0004197,0.01661,0,-1,0.000666,20,9.5
10115,36,-35.00 ,-163.217,5.095080604,0.2063,0.007611,0.0004197,0.01656,0,-1,0.000663,20,9.6
10220,36,-35.00 ,-163.208,5.095025461,0.2063,0.007612,0.0004197,0.0165,0,-1,0.000661,20,9.7
10325,36,-35.00 ,-163.2,5.094976443,0.2063,0.007613,0.0004198,0.01644,0,-1,0.000659,20,9.8
10430,36,-35.00 ,-163.194,5.094939677,0.2063,0.007614,0.0004198,0.01638,0,-1,0.000656,20,9.9
10535,36,-35.00 ,-163.189,5.094909038,0.2063,0.007614,0.0004198,0.01633,0,-1,0.000654,20,10
10640,36,-35.00 ,-163.184,5.094878399,0.2063,0.007615,0.0004198,0.01627,0,-1,0.000652,20,10.1
10745,36,-35.00 ,-163.182,5.094866142,0.2063,0.007615,0.0004198,0.01621,0,-1,0.000649,20,10.2
10850,36,-35.00 ,-163.18,5.094853886,0.2063,0.007615,0.0004198,0.01615,0,-1,0.000647,20,10.3
10955,36,-35.00 ,-163.179,5.094847758,0.2063,0.007616,0.0004198,0.0161,0,-1,0.000645,20,10.4
11060,36,-35.00 ,-163.18,5.094853886,0.2063,0.007616,0.0004198,0.01604,0,-1,0.000643,20,10.5
11165,36,-35.00 ,-163.181,5.094860014,0.2063,0.007615,0.0004198,0.01598,0,-1,0.00064,20,10.6
11270,36,-35.00 ,-163.184,5.094878399,0.2063,0.007615,0.0004198,0.01592,0,-1,0.000638,20,10.7
11375,36,-35.00 ,-163.188,5.09490291,0.2063,0.007615,0.0004198,0.01587,0,-1,0.000636,20,10.8
11480,36,-35.00 ,-163.193,5.094933549,0.2063,0.007614,0.0004198,0.01581,0,-1,0.000633,20,10.9
11585,36,-35.00 ,-163.199,5.094970315,0.2063,0.007613,0.0004198,0.01576,0,-1,0.000631,20,11
11690,36,-35.00 ,-163.205,5.095007079,0.2063,0.007612,0.0004197,0.0157,0,-1,0.000629,20,11.1
11795,36,-35.00 ,-163.213,5.095056096,0.2063,0.007611,0.0004197,0.01564,0,-1,0.000627,20,11.2
11900,36,-35.00 ,-163.222,5.095111237,0.2063,0.00761,0.0004197,0.01559,0,-1,0.000624,20,11.3
12005,36,-35.00 ,-163.232,5.095172502,0.2063,0.007609,0.0004197,0.01553,0,-1,0.000622,20,11.4
12110,36,-35.00 ,-163.243,5.095239888,0.2063,0.007608,0.0004196,0.01548,0,-1,0.00062,20,11.5
12215,36,-35.00 ,-163.255,5.095313396,0.2063,0.007606,0.0004196,0.01542,0,-1,0.000618,20,11.6
12320,36,-35.00 ,-163.268,5.095393022,0.2063,0.007605,0.0004195,0.01536,0,-1,0.000616,20,11.7
12425,36,-35.00 ,-163.281,5.095472643,0.2063,0.007603,0.0004195,0.01531,0,-1,0.000613,20,11.8
12530,36,-35.00 ,-163.296,5.095564505,0.2062,0.007602,0.0004195,0.01525,0,-1,0.000611,20,11.9
12635,36,-35.00 ,-163.312,5.095662482,0.2062,0.0076,0.0004194,0.0152,0,-1,0.000609,20,12
12740,36,-35.00 ,-163.329,5.095766571,0.2062,0.007598,0.0004193,0.01514,0,-1,0.000607,20,12.1
12845,36,-35.00 ,-163.346,5.09587065,0.2062,0.007596,0.0004193,0.01509,0,-1,0.000604,20,12.2
12950,36,-35.00 ,-163.365,5.095986961,0.2062,0.007593,0.0004192,0.01503,0,-1,0.000602,20,12.3
13055,36,-35.00 ,-163.385,5.096109379,0.2062,0.007591,0.0004192,0.01498,0,-1,0.0006,20,12.4
13160,36,-35.00 ,-163.405,5.096231782,0.2062,0.007589,0.0004191,0.01492,0,-1,0.000598,20,12.5
13265,36,-35.00 ,-163.426,5.096360288,0.2062,0.007586,0.000419,0.01487,0,-1,0.000596,20,12.6
13370,36,-35.00 ,-163.448,5.096494897,0.2062,0.007583,0.000419,0.01482,0,-1,0.000594,20,12.7
13475,36,-35.00 ,-163.47,5.096629487,0.2062,0.007581,0.0004189,0.01476,0,-1,0.000592,20,12.8
13580,36,-35.00 ,-163.494,5.096776292,0.2062,0.007578,0.0004188,0.01471,0,-1,0.000589,20,12.9
13685,36,-35.00 ,-163.518,5.096923076,0.2062,0.007575,0.0004187,0.01466,0,-1,0.000587,20,13
13790,36,-35.00 ,-163.542,5.097069838,0.2062,0.007572,0.0004186,0.01461,0,-1,0.000585,20,13.1
13895,36,-35.00 ,-163.568,5.097228806,0.2061,0.007569,0.0004186,0.01456,0,-1,0.000583,20,13.2
14000,36,-35.00 ,-163.594,5.097387749,0.2061,0.007566,0.0004185,0.01451,0,-1,0.000581,20,13.3
14105,36,-35.00 ,-163.621,5.097552778,0.2061,0.007563,0.0004184,0.01446,0,-1,0.000579,20,13.4
14210,36,-35.00 ,-163.649,5.09772389,0.2061,0.007559,0.0004183,0.01441,0,-1,0.000577,20,13.5
14315,36,-35.00 ,-163.677,5.097894974,0.2061,0.007556,0.0004182,0.01436,0,-1,0.000575,20,13.6
14420,36,-35.00 ,-163.706,5.098072136,0.2061,0.007553,0.0004181,0.01431,0,-1,0.000573,20,13.7
14525,36,-35.00 ,-163.735,5.098249267,0.2061,0.007549,0.000418,0.01426,0,-1,0.000571,20,13.8
14630,36,-35.00 ,-163.766,5.09843858,0.2061,0.007545,0.0004179,0.01421,0,-1,0.000569,20,13.9
14735,36,-35.00 ,-163.797,5.098627856,0.2061,0.007542,0.0004178,0.01416,0,-1,0.000567,20,14
14840,36,-35.00 ,-163.828,5.098817097,0.206,0.007538,0.0004177,0.01411,0,-1,0.000565,20,14.1
14945,36,-35.00 ,-163.861,5.099018507,0.206,0.007534,0.0004176,0.01406,0,-1,0.000563,20,14.2
15050,36,-35.00 ,-163.893,5.099213776,0.206,0.00753,0.0004175,0.01401,0,-1,0.000561,20,14.3
15155,36,-35.00 ,-163.927,5.099421207,0.206,0.007526,0.0004174,0.01397,0,-1,0.00056,20,14.4
15260,36,-35.00 ,-163.961,5.099628595,0.206,0.007522,0.0004173,0.01392,0,-1,0.000558,20,14.5
15365,36,-35.00 ,-163.995,5.09983594,0.206,0.007518,0.0004172,0.01387,0,-1,0.000556,20,14.6
15470,36,-35.00 ,-164.03,5.100049338,0.206,0.007514,0.0004171,0.01382,0,-1,0.000554,20,14.7
15575,36,-35.00 ,-164.066,5.100268786,0.206,0.007509,0.0004169,0.01378,0,-1,0.000552,20,14.8
15680,36,-35.00 ,-164.102,5.100488186,0.2059,0.007505,0.0004168,0.01373,0,-1,0.00055,20,14.9
15785,36,-35.00 ,-164.139,5.10071363,0.2059,0.007501,0.0004167,0.01369,0,-1,0.000548,20,15
15890,36,-35.00 ,-164.176,5.100939023,0.2059,0.007496,0.0004166,0.01364,0,-1,0.000546,20,15.1
15995,36,-35.00 ,-164.214,5.101170455,0.2059,0.007492,0.0004165,0.01359,0,-1,0.000545,20,15.2
16100,36,-35.00 ,-164.252,5.101401834,0.2059,0.007487,0.0004163,0.01355,0,-1,0.000543,20,15.3
16205,36,-35.00 ,-164.291,5.101639246,0.2059,0.007482,0.0004162,0.0135,0,-1,0.000541,20,15.4
16310,36,-35.00 ,-164.33,5.101876601,0.2058,0.007478,0.0004161,0.01346,0,-1,0.000539,20,15.5
16415,36,-35.00 ,-164.37,5.102119984,0.2058,0.007473,0.0004159,0.01341,0,-1,0.000537,20,15.6
16520,36,-35.00 ,-164.41,5.102363308,0.2058,0.007468,0.0004158,0.01337,0,-1,0.000536,20,15.7
16625,36,-35.00 ,-164.451,5.102612653,0.2058,0.007463,0.0004157,0.01333,0,-1,0.000534,20,15.8
16730,36,-35.00 ,-164.492,5.102861937,0.2058,0.007458,0.0004155,0.01328,0,-1,0.000532,20,15.9
16835,36,-35.00 ,-164.534,5.103117236,0.2058,0.007453,0.0004154,0.01324,0,-1,0.00053,20,16
16940,36,-35.00 ,-164.576,5.10337247,0.2058,0.007448,0.0004153,0.01319,0,-1,0.000529,20,16.1
17045,36,-35.00 ,-164.619,5.103633713,0.2057,0.007443,0.0004151,0.01315,0,-1,0.000527,20,16.2
17150,36,-35.00 ,-164.662,5.103894888,0.2057,0.007438,0.000415,0.01311,0,-1,0.000525,20,16.3
17255,36,-35.00 ,-164.705,5.104155995,0.2057,0.007433,0.0004148,0.01307,0,-1,0.000523,20,16.4
17360,36,-35.00 ,-164.749,5.104423104,0.2057,0.007428,0.0004147,0.01302,0,-1,0.000522,20,16.5
17465,36,-35.00 ,-164.794,5.104696209,0.2057,0.007422,0.0004146,0.01298,0,-1,0.00052,20,16.6
17570,36,-35.00 ,-164.839,5.10496924,0.2057,0.007417,0.0004144,0.01293,0,-1,0.000518,20,16.7
17675,36,-35.00 ,-164.885,5.105248261,0.2056,0.007411,0.0004143,0.01289,0,-1,0.000516,20,16.8
17780,36,-35.00 ,-164.931,5.105527205,0.2056,0.007406,0.0004141,0.01285,0,-1,0.000515,20,16.9
17885,36,-35.00 ,-164.978,5.105812132,0.2056,0.0074,0.000414,0.01281,0,-1,0.000513,20,17
17990,36,-35.00 ,-165.025,5.106096978,0.2056,0.007395,0.0004138,0.01276,0,-1,0.000511,20,17.1
18095,36,-35.00 ,-165.072,5.106381742,0.2056,0.007389,0.0004136,0.01272,0,-1,0.00051,20,17.2
18200,36,-35.00 ,-165.12,5.106672482,0.2055,0.007383,0.0004135,0.01268,0,-1,0.000508,20,17.3
18305,36,-35.00 ,-165.168,5.106963138,0.2055,0.007377,0.0004133,0.01264,0,-1,0.000506,20,17.4
18410,36,-35.00 ,-165.216,5.107253709,0.2055,0.007372,0.0004132,0.0126,0,-1,0.000505,20,17.5
18515,36,-35.00 ,-165.265,5.107550246,0.2055,0.007366,0.000413,0.01256,0,-1,0.000503,20,17.6
18620,36,-35.00 ,-165.313,5.107840647,0.2055,0.00736,0.0004129,0.01252,0,-1,0.000502,20,17.7
18725,36,-35.00 ,-165.363,5.108143057,0.2055,0.007354,0.0004127,0.01248,0,-1,0.0005,20,17.8
18830,36,-35.00 ,-165.412,5.108439331,0.2054,0.007348,0.0004125,0.01244,0,-1,0.000499,20,17.9
18935,36,-35.00 ,-165.462,5.108741561,0.2054,0.007342,0.0004124,0.0124,0,-1,0.000497,20,18
19040,36,-35.00 ,-165.512,5.1090437,0.2054,0.007336,0.0004122,0.01237,0,-1,0.000495,20,18.1
19145,36,-35.00 ,-165.562,5.109345747,0.2054,0.00733,0.000412,0.01233,0,-1,0.000494,20,18.2
19250,36,-35.00 ,-165.613,5.109653741,0.2054,0.007324,0.0004119,0.01229,0,-1,0.000492,20,18.3
19355,36,-35.00 ,-165.664,5.109961641,0.2053,0.007318,0.0004117,0.01225,0,-1,0.000491,20,18.4
19460,36,-35.00 ,-165.715,5.110269445,0.2053,0.007312,0.0004115,0.01222,0,-1,0.000489,20,18.5
19565,36,-35.00 ,-165.766,5.110577155,0.2053,0.007306,0.0004114,0.01218,0,-1,0.000488,20,18.6
19670,36,-35.00 ,-165.818,5.110890801,0.2053,0.0073,0.0004112,0.01214,0,-1,0.000486,20,18.7
19775,36,-35.00 ,-165.87,5.111204349,0.2053,0.007293,0.000411,0.0121,0,-1,0.000485,20,18.8
19880,36,-35.00 ,-165.922,5.111517798,0.2052,0.007287,0.0004109,0.01207,0,-1,0.000483,20,18.9
19985,36,-35.00 ,-165.975,5.111837175,0.2052,0.007281,0.0004107,0.01203,0,-1,0.000482,20,19
20090,36,-35.00 ,-166.028,5.112156449,0.2052,0.007275,0.0004105,0.012,0,-1,0.000481,20,19.1
20195,36,-35.00 ,-166.081,5.112475621,0.2052,0.007268,0.0004104,0.01196,0,-1,0.000479,20,19.2
20300,36,-35.00 ,-166.134,5.112794692,0.2052,0.007262,0.0004102,0.01193,0,-1,0.000478,20,19.3
20405,36,-35.00 ,-166.188,5.113119678,0.2051,0.007255,0.00041,0.01189,0,-1,0.000476,20,19.4
20510,36,-35.00 ,-166.242,5.113444558,0.2051,0.007249,0.0004098,0.01186,0,-1,0.000475,20,19.5
20615,36,-35.00 ,-166.296,5.113769333,0.2051,0.007242,0.0004097,0.01182,0,-1,0.000474,20,19.6
20720,36,-35.00 ,-166.351,5.114100014,0.2051,0.007236,0.0004095,0.01178,0,-1,0.000472,20,19.7
20825,36,-35.00 ,-166.406,5.114430585,0.205,0.007229,0.0004093,0.01175,0,-1,0.000471,20,19.8
20930,36,-35.00 ,-166.461,5.114761048,0.205,0.007223,0.0004091,0.01171,0,-1,0.000469,20,19.9
21035,36,-35.00 ,-166.517,5.115097406,0.205,0.007216,0.0004089,0.01168,0,-1,0.000468,20,20
21140,36,-35.00 ,-166.573,5.115433652,0.205,0.007209,0.0004087,0.01164,0,-1,0.000466,20,20.1
21245,36,-35.00 ,-166.63,5.115775786,0.205,0.007202,0.0004086,0.01161,0,-1,0.000465,20,20.2
21350,36,-35.00 ,-166.687,5.116117802,0.2049,0.007196,0.0004084,0.01157,0,-1,0.000464,20,20.3
21455,36,-35.00 ,-166.743,5.116453705,0.2049,0.007189,0.0004082,0.01154,0,-1,0.000462,20,20.4
21560,36,-35.00 ,-166.8,5.11679549,0.2049,0.007182,0.000408,0.01151,0,-1,0.000461,20,20.5
21665,36,-35.00 ,-166.858,5.117143151,0.2049,0.007175,0.0004078,0.01147,0,-1,0.00046,20,20.6
21770,36,-35.00 ,-166.915,5.117484701,0.2049,0.007168,0.0004076,0.01144,0,-1,0.000458,20,20.7
21875,36,-35.00 ,-166.973,5.117832123,0.2048,0.007161,0.0004074,0.01141,0,-1,0.000457,20,20.8
21980,36,-35.00 ,-167.031,5.118179424,0.2048,0.007154,0.0004073,0.01137,0,-1,0.000456,20,20.9
22085,36,-35.00 ,-167.089,5.118526605,0.2048,0.007148,0.0004071,0.01134,0,-1,0.000454,20,21
22190,36,-35.00 ,-167.147,5.118873665,0.2048,0.007141,0.0004069,0.01131,0,-1,0.000453,20,21.1
22295,36,-35.00 ,-167.205,5.119220605,0.2047,0.007134,0.0004067,0.01128,0,-1,0.000452,20,21.2
