,node,z,head,psi,theta,K,C,flux,sink,kappa,v/KsTop,temp,time
22400,36,-35.00 ,-167.263,5.119567424,0.2047,0.007127,0.0004065,0.01125,0,-1,0.000451,20,21.3
22505,36,-35.00 ,-167.322,5.1199201,0.2047,0.00712,0.0004063,0.01122,0,-1,0.000449,20,21.4
22610,36,-35.00 ,-167.381,5.120272651,0.2047,0.007113,0.0004061,0.01119,0,-1,0.000448,20,21.5
22715,36,-35.00 ,-167.44,5.120625078,0.2047,0.007105,0.0004059,0.01115,0,-1,0.000447,20,21.6
22820,36,-35.00 ,-167.499,5.120977381,0.2046,0.007098,0.0004057,0.01112,0,-1,0.000446,20,21.7
22925,36,-35.00 ,-167.558,5.12132956,0.2046,0.007091,0.0004055,0.01109,0,-1,0.000444,20,21.8
23030,36,-35.00 ,-167.618,5.121687581,0.2046,0.007084,0.0004053,0.01106,0,-1,0.000443,20,21.9
23135,36,-35.00 ,-167.677,5.12203951,0.2046,0.007077,0.0004051,0.01103,0,-1,0.000442,20,22
23240,36,-35.00 ,-167.737,5.122397277,0.2045,0.00707,0.0004049,0.011,0,-1,0.000441,20,22.1
23345,36,-35.00 ,-167.797,5.122754915,0.2045,0.007063,0.0004047,0.01097,0,-1,0.00044,20,22.2
23450,36,-35.00 ,-167.857,5.123112426,0.2045,0.007056,0.0004046,0.01094,0,-1,0.000438,20,22.3
23555,36,-35.00 ,-167.917,5.12346981,0.2045,0.007048,0.0004044,0.01091,0,-1,0.000437,20,22.4
23660,36,-35.00 ,-167.978,5.123833018,0.2044,0.007041,0.0004042,0.01088,0,-1,0.000436,20,22.5
23765,36,-35.00 ,-168.038,5.124190144,0.2044,0.007034,0.000404,0.01085,0,-1,0.000435,20,22.6
23870,36,-35.00 ,-168.099,5.124553092,0.2044,0.007027,0.0004038,0.01082,0,-1,0.000434,20,22.7
23975,36,-35.00 ,-168.161,5.124921854,0.2044,0.007019,0.0004036,0.01079,0,-1,0.000432,20,22.8
24080,36,-35.00 ,-168.222,5.125284536,0.2043,0.007012,0.0004034,0.01076,0,-1,0.000431,20,22.9
24185,36,-35.00 ,-168.284,5.125653028,0.2043,0.007004,0.0004032,0.01073,0,-1,0.00043,20,23
24290,36,-35.00 ,-168.346,5.126021385,0.2043,0.006997,0.000403,0.0107,0,-1,0.000429,20,23.1
24395,36,-35.00 ,-168.408,5.126389607,0.2043,0.00699,0.0004028,0.01068,0,-1,0.000428,20,23.2
24500,36,-35.00 ,-168.47,5.126757692,0.2043,0.006982,0.0004026,0.01065,0,-1,0.000427,20,23.3
24605,36,-35.00 ,-168.532,5.127125643,0.2042,0.006975,0.0004023,0.01062,0,-1,0.000425,20,23.4
24710,36,-35.00 ,-168.594,5.127493458,0.2042,0.006967,0.0004021,0.01059,0,-1,0.000424,20,23.5
24815,36,-35.00 ,-168.656,5.127861138,0.2042,0.00696,0.0004019,0.01056,0,-1,0.000423,20,23.6
24920,36,-35.00 ,-168.719,5.128234609,0.2042,0.006952,0.0004017,0.01054,0,-1,0.000422,20,23.7
25025,36,-35.00 ,-168.781,5.128602017,0.2041,0.006945,0.0004015,0.01051,0,-1,0.000421,20,23.8
25130,36,-35.00 ,-168.844,5.128975212,0.2041,0.006937,0.0004013,0.01048,0,-1,0.00042,20,23.9
25235,36,-35.00 ,-168.907,5.129348268,0.2041,0.00693,0.0004011,0.01045,0,-1,0.000419,20,24
25340,36,-35.00 ,-168.969,5.129715266,0.2041,0.006922,0.0004009,0.01043,0,-1,0.000418,20,24.1
25445,36,-35.00 ,-169.032,5.130088046,0.204,0.006915,0.0004007,0.0104,0,-1,0.000417,20,24.2
25550,36,-35.00 ,-169.095,5.130460687,0.204,0.006907,0.0004005,0.01037,0,-1,0.000416,20,24.3
25655,36,-35.00 ,-169.158,5.130833189,0.204,0.0069,0.0004003,0.01035,0,-1,0.000415,20,24.4
25760,36,-35.00 ,-169.221,5.131205553,0.204,0.006892,0.0004001,0.01032,0,-1,0.000413,20,24.5
25865,36,-35.00 ,-169.285,5.131583685,0.2039,0.006885,0.0003999,0.01029,0,-1,0.000412,20,24.6
25970,36,-35.00 ,-169.348,5.131955769,0.2039,0.006877,0.0003997,0.01027,0,-1,0.000411,20,24.7
26075,36,-35.00 ,-169.411,5.132327715,0.2039,0.006869,0.0003995,0.01024,0,-1,0.00041,20,24.8
26180,36,-35.00 ,-169.475,5.132705423,0.2039,0.006862,0.0003993,0.01022,0,-1,0.000409,20,24.9
26285,36,-35.00 ,-169.539,5.133082989,0.2038,0.006854,0.0003991,0.01019,0,-1,0.000408,20,25
55,56,-55.00 ,-112.899,4.726493614,0.2331,0.02503,0.0007002,0.02942,0,-1,0.00118,20,0
160,56,-55.00 ,-112.819,4.725784765,0.2331,0.02509,0.000701,0.02903,0,-1,0.00116,20,0.1
265,56,-55.00 ,-112.757,4.725235061,0.2332,0.02514,0.0007015,0.02884,0,-1,0.00116,20,0.2
370,56,-55.00 ,-112.705,4.724773786,0.2332,0.02518,0.000702,0.02869,0,-1,0.00115,20,0.3
475,56,-55.00 ,-112.657,4.724347804,0.2333,0.02522,0.0007024,0.02857,0,-1,0.00114,20,0.4
580,56,-55.00 ,-112.613,4.723957162,0.2333,0.02526,0.0007028,0.02846,0,-1,0.00114,20,0.5
685,56,-55.00 ,-112.572,4.723593017,0.2333,0.02529,0.0007032,0.02834,0,-1,0.00114,20,0.6
790,56,-55.00 ,-112.534,4.723255398,0.2333,0.02532,0.0007036,0.02822,0,-1,0.00113,20,0.7
895,56,-55.00 ,-112.498,4.722935444,0.2334,0.02535,0.0007039,0.02809,0,-1,0.00113,20,0.8
1000,56,-55.00 ,-112.464,4.72263317,0.2334,0.02538,0.0007042,0.02796,0,-1,0.00112,20,0.9
1105,56,-55.00 ,-112.434,4.722366383,0.2334,0.0254,0.0007045,0.02781,0,-1,0.00111,20,1
1210,56,-55.00 ,-112.405,4.72210842,0.2334,0.02543,0.0007047,0.02766,0,-1,0.00111,20,1.1
1315,56,-55.00 ,-112.38,4.721885986,0.2335,0.02545,0.000705,0.0275,0,-1,0.0011,20,1.2
1420,56,-55.00 ,-112.358,4.721690202,0.2335,0.02546,0.0007052,0.02733,0,-1,0.00109,20,1.3
1525,56,-55.00 ,-112.341,4.721538889,0.2335,0.02548,0.0007053,0.02714,0,-1,0.00109,20,1.4
1630,56,-55.00 ,-112.327,4.72141426,0.2335,0.02549,0.0007055,0.02694,0,-1,0.00108,20,1.5
1735,56,-55.00 ,-112.318,4.721334134,0.2335,0.0255,0.0007056,0.02673,0,-1,0.00107,20,1.6
1840,56,-55.00 ,-112.312,4.721280713,0.2335,0.0255,0.0007056,0.02651,0,-1,0.00106,20,1.7
1945,56,-55.00 ,-112.311,4.721271809,0.2335,0.0255,0.0007056,0.02628,0,-1,0.00105,20,1.8
2050,56,-55.00 ,-112.314,4.72129852,0.2335,0.0255,0.0007056,0.02604,0,-1,0.00104,20,1.9
2155,56,-55.00 ,-112.32,4.72135194,0.2335,0.0255,0.0007055,0.02579,0,-1,0.00103,20,2
2260,56,-55.00 ,-112.332,4.721458772,0.2335,0.02549,0.0007054,0.02554,0,-1,0.00102,20,2.1
2365,56,-55.00 ,-112.347,4.721592296,0.2335,0.02547,0.0007053,0.02528,0,-1,0.00101,20,2.2
2470,56,-55.00 ,-112.366,4.721761401,0.2335,0.02546,0.0007051,0.02501,0,-1,0.001,20,2.3
2575,56,-55.00 ,-112.39,4.721974966,0.2335,0.02544,0.0007049,0.02474,0,-1,0.000991,20,2.4
2680,56,-55.00 ,-112.417,4.722215172,0.2334,0.02542,0.0007046,0.02447,0,-1,0.00098,20,2.5
2785,56,-55.00 ,-112.448,4.722490893,0.2334,0.02539,0.0007044,0.02419,0,-1,0.000969,20,2.6
2890,56,-55.00 ,-112.483,4.722802099,0.2334,0.02536,0.000704,0.0239,0,-1,0.000958,20,2.7
2995,56,-55.00 ,-112.522,4.723148758,0.2334,0.02533,0.0007037,0.02362,0,-1,0.000946,20,2.8
3100,56,-55.00 ,-112.564,4.723521949,0.2333,0.0253,0.0007033,0.02333,0,-1,0.000935,20,2.9
3205,56,-55.00 ,-112.61,4.723930522,0.2333,0.02526,0.0007029,0.02304,0,-1,0.000923,20,3
3310,56,-55.00 ,-112.659,4.724365557,0.2333,0.02522,0.0007024,0.02275,0,-1,0.000912,20,3.1
3415,56,-55.00 ,-112.711,4.724827021,0.2332,0.02518,0.0007019,0.02246,0,-1,0.0009,20,3.2
3520,56,-55.00 ,-112.767,4.725323743,0.2332,0.02513,0.0007014,0.02218,0,-1,0.000889,20,3.3
3625,56,-55.00 ,-112.825,4.725837946,0.2331,0.02509,0.0007009,0.02189,0,-1,0.000877,20,3.4
3730,56,-55.00 ,-112.886,4.72637846,0.2331,0.02504,0.0007004,0.02161,0,-1,0.000866,20,3.5
3835,56,-55.00 ,-112.949,4.726936389,0.233,0.02498,0.0006998,0.02133,0,-1,0.000854,20,3.6
3940,56,-55.00 ,-113.015,4.727520553,0.233,0.02493,0.0006992,0.02105,0,-1,0.000843,20,3.7
4045,56,-55.00 ,-113.084,4.728130905,0.2329,0.02488,0.0006985,0.02077,0,-1,0.000832,20,3.8
4150,56,-55.00 ,-113.155,4.72875856,0.2329,0.02482,0.0006979,0.02049,0,-1,0.000821,20,3.9
4255,56,-55.00 ,-113.228,4.729403485,0.2328,0.02476,0.0006972,0.02022,0,-1,0.00081,20,4
4360,56,-55.00 ,-113.303,4.730065646,0.2328,0.0247,0.0006965,0.01995,0,-1,0.000799,20,4.1
4465,56,-55.00 ,-113.38,4.730745009,0.2327,0.02464,0.0006958,0.01969,0,-1,0.000789,20,4.2
4570,56,-55.00 ,-113.459,4.731441538,0.2327,0.02457,0.0006951,0.01942,0,-1,0.000778,20,4.3
4675,56,-55.00 ,-113.539,4.73214639,0.2326,0.02451,0.0006944,0.01916,0,-1,0.000768,20,4.4
4780,56,-55.00 ,-113.622,4.73287715,0.2325,0.02444,0.0006936,0.01891,0,-1,0.000757,20,4.5
4885,56,-55.00 ,-113.706,4.73361617,0.2325,0.02437,0.0006928,0.01865,0,-1,0.000747,20,4.6
4990,56,-55.00 ,-113.792,4.73437222,0.2324,0.0243,0.0006921,0.0184,0,-1,0.000737,20,4.7
5095,56,-55.00 ,-113.879,4.735136481,0.2324,0.02423,0.0006913,0.01816,0,-1,0.000727,20,4.8
5200,56,-55.00 ,-113.967,4.735908933,0.2323,0.02416,0.0006905,0.01791,0,-1,0.000718,20,4.9
5305,56,-55.00 ,-114.057,4.736698323,0.2322,0.02409,0.0006896,0.01767,0,-1,0.000708,20,5
5410,56,-55.00 ,-114.148,4.737495852,0.2322,0.02401,0.0006888,0.01744,0,-1,0.000699,20,5.1
5515,56,-55.00 ,-114.24,4.738301499,0.2321,0.02394,0.000688,0.01721,0,-1,0.000689,20,5.2
5620,56,-55.00 ,-114.333,4.739115243,0.232,0.02386,0.0006871,0.01698,0,-1,0.00068,20,5.3
5725,56,-55.00 ,-114.427,4.739937065,0.232,0.02378,0.0006862,0.01675,0,-1,0.000671,20,5.4
5830,56,-55.00 ,-114.522,4.740766944,0.2319,0.02371,0.0006854,0.01653,0,-1,0.000662,20,5.5
5935,56,-55.00 ,-114.619,4.741613585,0.2318,0.02363,0.0006845,0.01631,0,-1,0.000654,20,5.6
6040,56,-55.00 ,-114.716,4.742459509,0.2317,0.02355,0.0006836,0.0161,0,-1,0.000645,20,5.7
6145,56,-55.00 ,-114.814,4.743313428,0.2317,0.02347,0.0006827,0.01589,0,-1,0.000636,20,5.8
6250,56,-55.00 ,-114.913,4.74417532,0.2316,0.02339,0.0006818,0.01568,0,-1,0.000628,20,5.9
6355,56,-55.00 ,-115.012,4.745036471,0.2315,0.02331,0.0006809,0.01547,0,-1,0.00062,20,6
6460,56,-55.00 ,-115.112,4.745905567,0.2315,0.02323,0.00068,0.01527,0,-1,0.000612,20,6.1
6565,56,-55.00 ,-115.215,4.746799948,0.2314,0.02315,0.000679,0.01509,0,-1,0.000605,20,6.2
6670,56,-55.00 ,-115.318,4.74769353,0.2313,0.02306,0.0006781,0.01491,0,-1,0.000597,20,6.3
6775,56,-55.00 ,-115.422,4.748594977,0.2312,0.02298,0.0006771,0.01473,0,-1,0.00059,20,6.4
6880,56,-55.00 ,-115.527,4.749504269,0.2311,0.02289,0.0006762,0.01455,0,-1,0.000583,20,6.5
6985,56,-55.00 ,-115.632,4.750412735,0.2311,0.02281,0.0006752,0.01437,0,-1,0.000576,20,6.6
7090,56,-55.00 ,-115.738,4.751329016,0.231,0.02272,0.0006743,0.01419,0,-1,0.000569,20,6.7
7195,56,-55.00 ,-115.844,4.752244458,0.2309,0.02263,0.0006733,0.01402,0,-1,0.000562,20,6.8
7300,56,-55.00 ,-115.95,4.753159064,0.2308,0.02255,0.0006723,0.01384,0,-1,0.000555,20,6.9
7405,56,-55.00 ,-116.057,4.75408145,0.2308,0.02246,0.0006713,0.01367,0,-1,0.000548,20,7
7510,56,-55.00 ,-116.164,4.755002986,0.2307,0.02237,0.0006704,0.0135,0,-1,0.000541,20,7.1
7615,56,-55.00 ,-116.272,4.755932274,0.2306,0.02229,0.0006694,0.01334,0,-1,0.000534,20,7.2
7720,56,-55.00 ,-116.379,4.756852107,0.2305,0.0222,0.0006684,0.01317,0,-1,0.000528,20,7.3
7825,56,-55.00 ,-116.487,4.757779679,0.2304,0.02211,0.0006674,0.01301,0,-1,0.000521,20,7.4
7930,56,-55.00 ,-116.596,4.758714968,0.2304,0.02202,0.0006664,0.01285,0,-1,0.000515,20,7.5
8035,56,-55.00 ,-116.704,4.759640815,0.2303,0.02194,0.0006654,0.0127,0,-1,0.000509,20,7.6
8140,56,-55.00 ,-116.813,4.760574366,0.2302,0.02185,0.0006644,0.01254,0,-1,0.000502,20,7.7
8245,56,-55.00 ,-116.921,4.761498493,0.2301,0.02176,0.0006634,0.01239,0,-1,0.000496,20,7.8
8350,56,-55.00 ,-117.03,4.762430312,0.23,0.02167,0.0006624,0.01224,0,-1,0.00049,20,7.9
8455,56,-55.00 ,-117.139,4.763361264,0.23,0.02158,0.0006614,0.01209,0,-1,0.000485,20,8
8560,56,-55.00 ,-117.25,4.764308407,0.2299,0.02149,0.0006604,0.01197,0,-1,0.00048,20,8.1
8665,56,-55.00 ,-117.363,4.765271696,0.2298,0.0214,0.0006594,0.01186,0,-1,0.000475,20,8.2
8770,56,-55.00 ,-117.475,4.766225545,0.2297,0.02131,0.0006584,0.01173,0,-1,0.00047,20,8.3
8875,56,-55.00 ,-117.588,4.767186989,0.2296,0.02122,0.0006573,0.01161,0,-1,0.000465,20,8.4
8980,56,-55.00 ,-117.7,4.768139014,0.2295,0.02113,0.0006563,0.01148,0,-1,0.00046,20,8.5
9085,56,-55.00 ,-117.812,4.769090134,0.2295,0.02104,0.0006553,0.01135,0,-1,0.000455,20,8.6
9190,56,-55.00 ,-117.924,4.770040349,0.2294,0.02095,0.0006543,0.01122,0,-1,0.00045,20,8.7
9295,56,-55.00 ,-118.036,4.770989663,0.2293,0.02086,0.0006532,0.0111,0,-1,0.000445,20,8.8
9400,56,-55.00 ,-118.148,4.771938076,0.2292,0.02076,0.0006522,0.01097,0,-1,0.00044,20,8.9
9505,56,-55.00 ,-118.259,4.772877134,0.2291,0.02067,0.0006512,0.01085,0,-1,0.000435,20,9
9610,56,-55.00 ,-118.371,4.77382376,0.2291,0.02058,0.0006502,0.01073,0,-1,0.00043,20,9.1
9715,56,-55.00 ,-118.483,4.77476949,0.229,0.02049,0.0006491,0.01061,0,-1,0.000425,20,9.2
9820,56,-55.00 ,-118.594,4.775705895,0.2289,0.0204,0.0006481,0.01049,0,-1,0.00042,20,9.3
9925,56,-55.00 ,-118.705,4.776641424,0.2288,0.02031,0.0006471,0.01038,0,-1,0.000416,20,9.4
10030,56,-55.00 ,-118.816,4.777576078,0.2287,0.02022,0.0006461,0.01026,0,-1,0.000411,20,9.5
10135,56,-55.00 ,-118.929,4.778526676,0.2286,0.02013,0.0006451,0.01016,0,-1,0.000407,20,9.6
10240,56,-55.00 ,-119.045,4.779501573,0.2286,0.02004,0.000644,0.01011,0,-1,0.000405,20,9.7
10345,56,-55.00 ,-119.16,4.780467128,0.2285,0.01994,0.0006429,0.01002,0,-1,0.000401,20,9.8
10450,56,-55.00 ,-119.275,4.781431751,0.2284,0.01985,0.0006419,0.009924,0,-1,0.000398,20,9.9
10555,56,-55.00 ,-119.389,4.782387069,0.2283,0.01976,0.0006409,0.009823,0,-1,0.000394,20,10
10660,56,-55.00 ,-119.502,4.783333108,0.2282,0.01967,0.0006398,0.009723,0,-1,0.00039,20,10.1
10765,56,-55.00 ,-119.616,4.784286612,0.2281,0.01957,0.0006388,0.009622,0,-1,0.000386,20,10.2
10870,56,-55.00 ,-119.728,4.785222503,0.2281,0.01948,0.0006378,0.009523,0,-1,0.000382,20,10.3
10975,56,-55.00 ,-119.841,4.786165864,0.228,0.01939,0.0006367,0.009425,0,-1,0.000378,20,10.4
11080,56,-55.00 ,-119.953,4.787099999,0.2279,0.0193,0.0006357,0.009328,0,-1,0.000374,20,10.5
11185,56,-55.00 ,-120.065,4.788033263,0.2278,0.01921,0.0006347,0.009232,0,-1,0.00037,20,10.6
11290,56,-55.00 ,-120.176,4.788957335,0.2277,0.01912,0.0006337,0.009138,0,-1,0.000366,20,10.7
11395,56,-55.00 ,-120.288,4.789888867,0.2276,0.01903,0.0006326,0.009044,0,-1,0.000362,20,10.8
11500,56,-55.00 ,-120.399,4.790811227,0.2276,0.01894,0.0006316,0.008952,0,-1,0.000359,20,10.9
11605,56,-55.00 ,-120.516,4.791782524,0.2275,0.01888,0.0006308,0.008867,0,-1,0.000355,20,11
11710,56,-55.00 ,-120.633,4.792752879,0.2274,0.01884,0.0006301,0.008786,0,-1,0.000352,20,11.1
11815,56,-55.00 ,-120.748,4.793705729,0.2274,0.0188,0.0006295,0.008702,0,-1,0.000349,20,11.2
11920,56,-55.00 ,-120.862,4.794649399,0.2273,0.01877,0.0006289,0.008617,0,-1,0.000345,20,11.3
12025,56,-55.00 ,-120.975,4.795583913,0.2272,0.01873,0.0006282,0.008534,0,-1,0.000342,20,11.4
12130,56,-55.00 ,-121.087,4.796509295,0.2272,0.01869,0.0006276,0.008451,0,-1,0.000339,20,11.5
12235,56,-55.00 ,-121.199,4.797433823,0.2271,0.01866,0.000627,0.008369,0,-1,0.000335,20,11.6
12340,56,-55.00 ,-121.31,4.798349253,0.2271,0.01862,0.0006264,0.008287,0,-1,0.000332,20,11.7
12445,56,-55.00 ,-121.421,4.799263846,0.227,0.01859,0.0006258,0.008207,0,-1,0.000329,20,11.8
12550,56,-55.00 ,-121.531,4.800169374,0.2269,0.01855,0.0006252,0.008128,0,-1,0.000326,20,11.9
12655,56,-55.00 ,-121.642,4.801082305,0.2269,0.01852,0.0006245,0.00805,0,-1,0.000323,20,12
12760,56,-55.00 ,-121.751,4.801977975,0.2268,0.01849,0.0006239,0.007973,0,-1,0.000319,20,12.1
12865,56,-55.00 ,-121.861,4.802881051,0.2268,0.01845,0.0006233,0.007895,0,-1,0.000316,20,12.2
12970,56,-55.00 ,-121.976,4.803824304,0.2267,0.01842,0.0006227,0.007761,0,-1,0.000311,20,12.3
13075,56,-55.00 ,-122.089,4.804750287,0.2266,0.01838,0.0006221,0.007679,0,-1,0.000308,20,12.4
13180,56,-55.00 ,-122.201,4.80566723,0.2266,0.01834,0.0006214,0.0076,0,-1,0.000304,20,12.5
13285,56,-55.00 ,-122.312,4.806575157,0.2265,0.01831,0.0006208,0.007528,0,-1,0.000302,20,12.6
13390,56,-55.00 ,-122.422,4.807474092,0.2265,0.01827,0.0006202,0.007456,0,-1,0.000299,20,12.7
13495,56,-55.00 ,-122.532,4.80837222,0.2264,0.01824,0.0006196,0.007387,0,-1,0.000296,20,12.8
13600,56,-55.00 ,-122.641,4.809261388,0.2263,0.01821,0.000619,0.007318,0,-1,0.000293,20,12.9
13705,56,-55.00 ,-122.75,4.810149767,0.2263,0.01817,0.0006184,0.00725,0,-1,0.00029,20,13
13810,56,-55.00 ,-122.858,4.811029217,0.2262,0.01814,0.0006178,0.007184,0,-1,0.000288,20,13.1
13915,56,-55.00 ,-122.966,4.811907894,0.2262,0.0181,0.0006172,0.007118,0,-1,0.000285,20,13.2
14020,56,-55.00 ,-123.074,4.8127858,0.2261,0.01807,0.0006166,0.007053,0,-1,0.000283,20,13.3
14125,56,-55.00 ,-123.182,4.813662937,0.2261,0.01803,0.000616,0.006977,0,-1,0.00028,20,13.4
14230,56,-55.00 ,-123.292,4.814555526,0.226,0.018,0.0006154,0.006886,0,-1,0.000276,20,13.5
14335,56,-55.00 ,-123.402,4.815447319,0.2259,0.01797,0.0006148,0.006811,0,-1,0.000273,20,13.6
14440,56,-55.00 ,-123.511,4.816330221,0.2259,0.01793,0.0006142,0.006742,0,-1,0.00027,20,13.7
14545,56,-55.00 ,-123.62,4.817212344,0.2258,0.0179,0.0006136,0.006678,0,-1,0.000268,20,13.8
14650,56,-55.00 ,-123.728,4.818085608,0.2258,0.01786,0.000613,0.006617,0,-1,0.000265,20,13.9
14755,56,-55.00 ,-123.835,4.818950034,0.2257,0.01783,0.0006124,0.006556,0,-1,0.000263,20,14
14860,56,-55.00 ,-123.942,4.819813714,0.2256,0.0178,0.0006118,0.006498,0,-1,0.00026,20,14.1
14965,56,-55.00 ,-124.048,4.820668587,0.2256,0.01776,0.0006112,0.00644,0,-1,0.000258,20,14.2
15070,56,-55.00 ,-124.154,4.821522731,0.2255,0.01773,0.0006106,0.006383,0,-1,0.000256,20,14.3
15175,56,-55.00 ,-124.26,4.822376145,0.2255,0.0177,0.00061,0.006326,0,-1,0.000253,20,14.4
15280,56,-55.00 ,-124.365,4.82322079,0.2254,0.01766,0.0006095,0.006266,0,-1,0.000251,20,14.5
15385,56,-55.00 ,-124.472,4.824080791,0.2254,0.01763,0.0006089,0.006192,0,-1,0.000248,20,14.6
15490,56,-55.00 ,-124.579,4.824940053,0.2253,0.01759,0.0006083,0.006126,0,-1,0.000245,20,14.7
15595,56,-55.00 ,-124.686,4.825798577,0.2252,0.01756,0.0006077,0.006064,0,-1,0.000243,20,14.8
15700,56,-55.00 ,-124.792,4.826648351,0.2252,0.01753,0.0006071,0.006006,0,-1,0.000241,20,14.9
15805,56,-55.00 ,-124.898,4.827497404,0.2251,0.01749,0.0006065,0.005951,0,-1,0.000238,20,15
15910,56,-55.00 ,-125.003,4.828337737,0.2251,0.01746,0.0006059,0.005897,0,-1,0.000236,20,15.1
16015,56,-55.00 ,-125.107,4.829169371,0.225,0.01743,0.0006053,0.005845,0,-1,0.000234,20,15.2
16120,56,-55.00 ,-125.212,4.830008301,0.225,0.01739,0.0006048,0.005794,0,-1,0.000232,20,15.3
16225,56,-55.00 ,-125.316,4.830838547,0.2249,0.01736,0.0006042,0.005744,0,-1,0.00023,20,15.4
16330,56,-55.00 ,-125.419,4.831660132,0.2249,0.01733,0.0006036,0.005695,0,-1,0.000228,20,15.5
16435,56,-55.00 ,-125.523,4.832489009,0.2248,0.0173,0.000603,0.005638,0,-1,0.000226,20,15.6
16540,56,-55.00 ,-125.627,4.833317199,0.2247,0.01726,0.0006025,0.005579,0,-1,0.000224,20,15.7
16645,56,-55.00 ,-125.732,4.834152658,0.2247,0.01723,0.0006019,0.005522,0,-1,0.000221,20,15.8
16750,56,-55.00 ,-125.836,4.834979472,0.2246,0.0172,0.0006013,0.005468,0,-1,0.000219,20,15.9
16855,56,-55.00 ,-125.939,4.835797663,0.2246,0.01717,0.0006007,0.005417,0,-1,0.000217,20,16
16960,56,-55.00 ,-126.043,4.836623119,0.2245,0.01713,0.0006002,0.005367,0,-1,0.000215,20,16.1
17065,56,-55.00 ,-126.146,4.837439966,0.2245,0.0171,0.0005996,0.005319,0,-1,0.000213,20,16.2
17170,56,-55.00 ,-126.248,4.838248226,0.2244,0.01707,0.000599,0.005273,0,-1,0.000211,20,16.3
17275,56,-55.00 ,-126.35,4.839055834,0.2244,0.01704,0.0005985,0.005227,0,-1,0.000209,20,16.4
17380,56,-55.00 ,-126.452,4.83986279,0.2243,0.017,0.0005979,0.005183,0,-1,0.000208,20,16.5
17485,56,-55.00 ,-126.554,4.840669095,0.2242,0.01697,0.0005973,0.005135,0,-1,0.000206,20,16.6
17590,56,-55.00 ,-126.656,4.84147475,0.2242,0.01694,0.0005968,0.005085,0,-1,0.000204,20,16.7
17695,56,-55.00 ,-126.758,4.842279757,0.2241,0.01691,0.0005962,0.005035,0,-1,0.000202,20,16.8
17800,56,-55.00 ,-126.86,4.843084116,0.2241,0.01688,0.0005956,0.004986,0,-1,0.0002,20,16.9
17905,56,-55.00 ,-126.962,4.843887829,0.224,0.01684,0.0005951,0.004939,0,-1,0.000198,20,17
18010,56,-55.00 ,-127.063,4.844683026,0.224,0.01681,0.0005945,0.004894,0,-1,0.000196,20,17.1
18115,56,-55.00 ,-127.165,4.845485456,0.2239,0.01678,0.0005939,0.004851,0,-1,0.000194,20,17.2
18220,56,-55.00 ,-127.266,4.846279384,0.2239,0.01675,0.0005934,0.004809,0,-1,0.000193,20,17.3
18325,56,-55.00 ,-127.366,4.847064832,0.2238,0.01672,0.0005928,0.004768,0,-1,0.000191,20,17.4
18430,56,-55.00 ,-127.466,4.847849662,0.2238,0.01668,0.0005923,0.004728,0,-1,0.000189,20,17.5
18535,56,-55.00 ,-127.566,4.848633878,0.2237,0.01665,0.0005917,0.004685,0,-1,0.000188,20,17.6
18640,56,-55.00 ,-127.667,4.849425311,0.2237,0.01662,0.0005912,0.004642,0,-1,0.000186,20,17.7
18745,56,-55.00 ,-127.767,4.850208293,0.2236,0.01659,0.0005906,0.004598,0,-1,0.000184,20,17.8
18850,56,-55.00 ,-127.867,4.850990661,0.2235,0.01656,0.00059,0.004555,0,-1,0.000182,20,17.9
18955,56,-55.00 ,-127.967,4.851772418,0.2235,0.01653,0.0005895,0.004514,0,-1,0.000181,20,18
19060,56,-55.00 ,-128.067,4.852553564,0.2234,0.01649,0.0005889,0.004473,0,-1,0.000179,20,18.1
19165,56,-55.00 ,-128.167,4.853334101,0.2234,0.01646,0.0005884,0.004434,0,-1,0.000178,20,18.2
19270,56,-55.00 ,-128.266,4.854106233,0.2233,0.01643,0.0005878,0.004396,0,-1,0.000176,20,18.3
19375,56,-55.00 ,-128.365,4.854877768,0.2233,0.0164,0.0005873,0.004359,0,-1,0.000175,20,18.4
19480,56,-55.00 ,-128.464,4.855648709,0.2232,0.01637,0.0005867,0.004322,0,-1,0.000173,20,18.5
19585,56,-55.00 ,-128.562,4.856411278,0.2232,0.01634,0.0005862,0.004284,0,-1,0.000172,20,18.6
19690,56,-55.00 ,-128.661,4.857181038,0.2231,0.01631,0.0005857,0.004245,0,-1,0.00017,20,18.7
19795,56,-55.00 ,-128.76,4.857950206,0.2231,0.01628,0.0005851,0.004206,0,-1,0.000169,20,18.8
19900,56,-55.00 ,-128.858,4.858711023,0.223,0.01625,0.0005846,0.004168,0,-1,0.000167,20,18.9
20005,56,-55.00 ,-128.956,4.859471261,0.223,0.01621,0.000584,0.004131,0,-1,0.000166,20,19
20110,56,-55.00 ,-129.054,4.860230921,0.2229,0.01618,0.0005835,0.004095,0,-1,0.000164,20,19.1
20215,56,-55.00 ,-129.152,4.860990005,0.2229,0.01615,0.0005829,0.00406,0,-1,0.000163,20,19.2
20320,56,-55.00 ,-129.25,4.861748513,0.2228,0.01612,0.0005824,0.004026,0,-1,0.000161,20,19.3
20425,56,-55.00 ,-129.347,4.862498715,0.2227,0.01609,0.0005819,0.003992,0,-1,0.00016,20,19.4
20530,56,-55.00 ,-129.444,4.863248355,0.2227,0.01606,0.0005813,0.003958,0,-1,0.000159,20,19.5
