node,z,head,psi,theta,K,C,flux,sink,kappa,v/KsTop,temp,time
26,-25,-807.772,6.69427984,0.189,0.0002044,6.13E-05,0.005075,0,-1,0.00047,20,5.2
26,-25,-807.346,6.693752325,0.189,0.0002047,6.13E-05,0.005082,0,-1,0.000471,20,5.3
26,-25,-806.92,6.693224531,0.189,0.0002049,6.14E-05,0.005089,0,-1,0.000471,20,5.4
26,-25,-806.493,6.692695218,0.189,0.0002051,6.14E-05,0.005096,0,-1,0.000472,20,5.5
26,-25,-806.065,6.692164384,0.1891,0.0002054,6.14E-05,0.005103,0,-1,0.000473,20,5.6
26,-25,-805.636,6.691632028,0.1891,0.0002056,6.15E-05,0.00511,0,-1,0.000473,20,5.7
26,-25,-805.206,6.691098145,0.1891,0.0002058,6.15E-05,0.005117,0,-1,0.000474,20,5.8
26,-25,-804.775,6.690562735,0.1891,0.0002061,6.16E-05,0.005125,0,-1,0.000474,20,5.9
26,-25,-804.343,6.690025795,0.1892,0.0002063,6.16E-05,0.005132,0,-1,0.000475,20,6
26,-25,-803.911,6.689488567,0.1892,0.0002066,6.16E-05,0.005139,0,-1,0.000476,20,6.1
26,-25,-803.477,6.68894856,0.1892,0.0002068,6.17E-05,0.005146,0,-1,0.000476,20,6.2
26,-25,-803.043,6.688408262,0.1892,0.000207,6.17E-05,0.005153,0,-1,0.000477,20,6.3
26,-25,-802.608,6.687866425,0.1892,0.0002073,6.17E-05,0.00516,0,-1,0.000478,20,6.4
26,-25,-802.172,6.687323049,0.1893,0.0002075,6.18E-05,0.005168,0,-1,0.000478,20,6.5
26,-25,-801.735,6.686778129,0.1893,0.0002077,6.18E-05,0.005175,0,-1,0.000479,20,6.6
26,-25,-801.297,6.686231665,0.1893,0.000208,6.19E-05,0.005182,0,-1,0.00048,20,6.7
26,-25,-800.859,6.685684902,0.1893,0.0002082,6.19E-05,0.005189,0,-1,0.000481,20,6.8
26,-25,-800.42,6.68513659,0.1894,0.0002085,6.19E-05,0.005197,0,-1,0.000481,20,6.9
26,-25,-799.981,6.684587977,0.1894,0.0002087,6.20E-05,0.005204,0,-1,0.000482,20,7
26,-25,-799.557,6.684057824,0.1894,0.000209,6.20E-05,0.005205,0,-1,0.000482,20,7.1
26,-25,-799.135,6.683529893,0.1894,0.0002092,6.21E-05,0.005209,0,-1,0.000482,20,7.2
26,-25,-798.714,6.683002934,0.1895,0.0002094,6.21E-05,0.005213,0,-1,0.000483,20,7.3
26,-25,-798.291,6.682473193,0.1895,0.0002096,6.21E-05,0.005219,0,-1,0.000483,20,7.4
26,-25,-797.866,6.681940664,0.1895,0.0002099,6.22E-05,0.005226,0,-1,0.000484,20,7.5
26,-25,-797.437,6.681402835,0.1895,0.0002101,6.22E-05,0.005233,0,-1,0.000485,20,7.6
26,-25,-797.007,6.680863462,0.1896,0.0002104,6.22E-05,0.005241,0,-1,0.000485,20,7.7
26,-25,-796.574,6.680320032,0.1896,0.0002106,6.23E-05,0.005248,0,-1,0.000486,20,7.8
26,-25,-796.138,6.679772538,0.1896,0.0002108,6.23E-05,0.005256,0,-1,0.000487,20,7.9
26,-25,-795.701,6.679223487,0.1896,0.0002111,6.23E-05,0.005264,0,-1,0.000487,20,8
26,-25,-795.262,6.67867162,0.1896,0.0002113,6.24E-05,0.005273,0,-1,0.000488,20,8.1
26,-25,-794.821,6.678116932,0.1897,0.0002116,6.24E-05,0.005281,0,-1,0.000489,20,8.2
26,-25,-794.379,6.677560677,0.1897,0.0002118,6.25E-05,0.005289,0,-1,0.00049,20,8.3
26,-25,-793.935,6.677001594,0.1897,0.000212,6.25E-05,0.005297,0,-1,0.00049,20,8.4
26,-25,-793.49,6.676440937,0.1897,0.0002123,6.25E-05,0.005306,0,-1,0.000491,20,8.5
26,-25,-793.043,6.675877445,0.1898,0.0002125,6.26E-05,0.005314,0,-1,0.000492,20,8.6
26,-25,-792.595,6.675312372,0.1898,0.0002128,6.26E-05,0.005323,0,-1,0.000493,20,8.7
26,-25,-792.146,6.674745718,0.1898,0.000213,6.27E-05,0.005331,0,-1,0.000494,20,8.8
26,-25,-791.696,6.67417748,0.1898,0.0002133,6.27E-05,0.00534,0,-1,0.000494,20,8.9
26,-25,-791.244,6.67360639,0.1899,0.0002135,6.27E-05,0.005348,0,-1,0.000495,20,9
26,-25,-790.791,6.67303371,0.1899,0.0002138,6.28E-05,0.005357,0,-1,0.000496,20,9.1
26,-25,-790.338,6.672460702,0.1899,0.000214,6.28E-05,0.005365,0,-1,0.000497,20,9.2
26,-25,-789.882,6.671883567,0.1899,0.0002143,6.29E-05,0.005374,0,-1,0.000498,20,9.3
26,-25,-789.426,6.671306099,0.19,0.0002145,6.29E-05,0.005383,0,-1,0.000498,20,9.4
26,-25,-788.969,6.67072703,0.19,0.0002148,6.29E-05,0.005391,0,-1,0.000499,20,9.5
26,-25,-788.51,6.670145089,0.19,0.000215,6.30E-05,0.0054,0,-1,0.0005,20,9.6
26,-25,-788.051,6.669562809,0.19,0.0002153,6.30E-05,0.005409,0,-1,0.000501,20,9.7
26,-25,-787.591,6.66897892,0.1901,0.0002155,6.31E-05,0.005417,0,-1,0.000502,20,9.8
26,-25,-787.129,6.668392149,0.1901,0.0002158,6.31E-05,0.005426,0,-1,0.000502,20,9.9
26,-25,-786.667,6.667805033,0.1901,0.000216,6.31E-05,0.005435,0,-1,0.000503,20,10
26,-25,-786.203,6.667215029,0.1901,0.0002163,6.32E-05,0.005443,0,-1,0.000504,20,10.1
26,-25,-785.739,6.666624676,0.1902,0.0002166,6.32E-05,0.005452,0,-1,0.000505,20,10.2
26,-25,-785.273,6.666031428,0.1902,0.0002168,6.33E-05,0.005461,0,-1,0.000506,20,10.3
26,-25,-784.807,6.665437828,0.1902,0.0002171,6.33E-05,0.00547,0,-1,0.000506,20,10.4
26,-25,-784.34,6.6648426,0.1902,0.0002173,6.33E-05,0.005479,0,-1,0.000507,20,10.5
26,-25,-783.871,6.664244466,0.1903,0.0002176,6.34E-05,0.005487,0,-1,0.000508,20,10.6
26,-25,-783.402,6.663645974,0.1903,0.0002178,6.34E-05,0.005496,0,-1,0.000509,20,10.7
26,-25,-782.932,6.663045847,0.1903,0.0002181,6.35E-05,0.005505,0,-1,0.00051,20,10.8
26,-25,-782.461,6.662444081,0.1903,0.0002184,6.35E-05,0.005514,0,-1,0.000511,20,10.9
26,-25,-781.99,6.661841953,0.1904,0.0002186,6.35E-05,0.005522,0,-1,0.000511,20,11
26,-25,-781.517,6.661236903,0.1904,0.0002189,6.36E-05,0.005531,0,-1,0.000512,20,11.1
26,-25,-781.044,6.660631486,0.1904,0.0002191,6.36E-05,0.00554,0,-1,0.000513,20,11.2
26,-25,-780.57,6.660024422,0.1905,0.0002194,6.37E-05,0.005549,0,-1,0.000514,20,11.3
26,-25,-780.095,6.659415707,0.1905,0.0002197,6.37E-05,0.005557,0,-1,0.000515,20,11.4
26,-25,-779.62,6.658806621,0.1905,0.0002199,6.37E-05,0.005566,0,-1,0.000515,20,11.5
26,-25,-779.143,6.658194598,0.1905,0.0002202,6.38E-05,0.005575,0,-1,0.000516,20,11.6
26,-25,-778.666,6.657582199,0.1906,0.0002205,6.38E-05,0.005584,0,-1,0.000517,20,11.7
26,-25,-778.189,6.656969425,0.1906,0.0002207,6.39E-05,0.005593,0,-1,0.000518,20,11.8
26,-25,-777.71,6.656353704,0.1906,0.000221,6.39E-05,0.005601,0,-1,0.000519,20,11.9
26,-25,-777.231,6.655737603,0.1906,0.0002212,6.40E-05,0.00561,0,-1,0.000519,20,12
26,-25,-776.75,6.655118548,0.1907,0.0002215,6.40E-05,0.005619,0,-1,0.00052,20,12.1
26,-25,-776.27,6.654500398,0.1907,0.0002218,6.40E-05,0.005628,0,-1,0.000521,20,12.2
26,-25,-775.788,6.653879287,0.1907,0.000222,6.41E-05,0.005637,0,-1,0.000522,20,12.3
26,-25,-775.305,6.6532565,0.1907,0.0002223,6.41E-05,0.005645,0,-1,0.000523,20,12.4
26,-25,-774.822,6.652633326,0.1908,0.0002226,6.42E-05,0.005654,0,-1,0.000524,20,12.5
26,-25,-774.338,6.652008471,0.1908,0.0002228,6.42E-05,0.005663,0,-1,0.000524,20,12.6
26,-25,-773.935,6.651487891,0.1908,0.0002233,6.43E-05,0.005675,0,-1,0.000525,20,12.7
26,-25,-773.511,6.650939891,0.1909,0.0002239,6.43E-05,0.005687,0,-1,0.000527,20,12.8
26,-25,-773.082,6.650385123,0.1909,0.0002245,6.44E-05,0.005699,0,-1,0.000528,20,12.9
26,-25,-772.639,6.649811928,0.1909,0.0002251,6.45E-05,0.00571,0,-1,0.000529,20,13
26,-25,-772.191,6.649231929,0.191,0.0002257,6.45E-05,0.005721,0,-1,0.00053,20,13.1
26,-25,-771.737,6.648643818,0.191,0.0002264,6.46E-05,0.005732,0,-1,0.000531,20,13.2
26,-25,-771.28,6.648051472,0.191,0.000227,6.47E-05,0.005743,0,-1,0.000532,20,13.3
26,-25,-770.819,6.647453586,0.1911,0.0002276,6.47E-05,0.005754,0,-1,0.000533,20,13.4
26,-25,-770.355,6.646851448,0.1911,0.0002283,6.48E-05,0.005764,0,-1,0.000534,20,13.5
26,-25,-769.889,6.646246349,0.1911,0.0002289,6.49E-05,0.005775,0,-1,0.000535,20,13.6
26,-25,-769.422,6.645639584,0.1912,0.0002296,6.49E-05,0.005785,0,-1,0.000536,20,13.7
26,-25,-768.952,6.645028549,0.1912,0.0002302,6.50E-05,0.005795,0,-1,0.000537,20,13.8
26,-25,-768.481,6.644415839,0.1912,0.0002309,6.51E-05,0.005806,0,-1,0.000538,20,13.9
26,-25,-768.008,6.64380015,0.1913,0.0002315,6.51E-05,0.005816,0,-1,0.000538,20,14
26,-25,-767.534,6.643182778,0.1913,0.0002322,6.52E-05,0.005826,0,-1,0.000539,20,14.1
26,-25,-767.059,6.642563721,0.1913,0.0002329,6.53E-05,0.005836,0,-1,0.00054,20,14.2
26,-25,-766.583,6.641942977,0.1914,0.0002335,6.54E-05,0.005846,0,-1,0.000541,20,14.3
26,-25,-766.105,6.641319236,0.1914,0.0002342,6.54E-05,0.005856,0,-1,0.000542,20,14.4
26,-25,-765.627,6.640695106,0.1914,0.0002348,6.55E-05,0.005866,0,-1,0.000543,20,14.5
26,-25,-765.147,6.640067972,0.1915,0.0002355,6.56E-05,0.005876,0,-1,0.000544,20,14.6
26,-25,-764.667,6.639440445,0.1915,0.0002362,6.56E-05,0.005886,0,-1,0.000545,20,14.7
26,-25,-764.186,6.638811215,0.1916,0.0002368,6.57E-05,0.005896,0,-1,0.000546,20,14.8
26,-25,-763.704,6.63818028,0.1916,0.0002375,6.58E-05,0.005906,0,-1,0.000547,20,14.9
26,-25,-763.221,6.637547635,0.1916,0.0002382,6.59E-05,0.005916,0,-1,0.000548,20,15
26,-25,-762.738,6.636914591,0.1917,0.0002388,6.59E-05,0.005925,0,-1,0.000549,20,15.1
26,-25,-762.255,6.636281145,0.1917,0.0002395,6.60E-05,0.005935,0,-1,0.00055,20,15.2
26,-25,-761.771,6.635645986,0.1917,0.0002402,6.61E-05,0.005945,0,-1,0.00055,20,15.3
26,-25,-761.287,6.635010422,0.1918,0.0002408,6.62E-05,0.005955,0,-1,0.000551,20,15.4
26,-25,-760.802,6.63437314,0.1918,0.0002415,6.62E-05,0.005964,0,-1,0.000552,20,15.5
26,-25,-760.318,6.633736767,0.1918,0.0002422,6.63E-05,0.005974,0,-1,0.000553,20,15.6
26,-25,-759.832,6.633097356,0.1919,0.0002429,6.64E-05,0.005984,0,-1,0.000554,20,15.7
26,-25,-759.347,6.632458853,0.1919,0.0002435,6.64E-05,0.005993,0,-1,0.000555,20,15.8
26,-25,-758.861,6.631818625,0.192,0.0002442,6.65E-05,0.006003,0,-1,0.000556,20,15.9
26,-25,-758.375,6.631177986,0.192,0.0002449,6.66E-05,0.006012,0,-1,0.000557,20,16
26,-25,-757.889,6.630536937,0.192,0.0002455,6.67E-05,0.006022,0,-1,0.000558,20,16.1
26,-25,-757.402,6.629894156,0.1921,0.0002462,6.67E-05,0.006032,0,-1,0.000558,20,16.2
26,-25,-756.915,6.629250962,0.1921,0.0002469,6.68E-05,0.006041,0,-1,0.000559,20,16.3
26,-25,-756.428,6.628607354,0.1921,0.0002476,6.69E-05,0.006051,0,-1,0.00056,20,16.4
26,-25,-755.941,6.627963331,0.1922,0.0002482,6.69E-05,0.00606,0,-1,0.000561,20,16.5
26,-25,-755.453,6.627317569,0.1922,0.0002489,6.70E-05,0.00607,0,-1,0.000562,20,16.6
26,-25,-754.965,6.626671391,0.1922,0.0002496,6.71E-05,0.006079,0,-1,0.000563,20,16.7
26,-25,-754.477,6.626024794,0.1923,0.0002503,6.72E-05,0.006089,0,-1,0.000564,20,16.8
26,-25,-753.989,6.625377779,0.1923,0.0002509,6.72E-05,0.006098,0,-1,0.000565,20,16.9
26,-25,-753.5,6.624729018,0.1924,0.0002516,6.73E-05,0.006108,0,-1,0.000566,20,17
26,-25,-753.012,6.624081164,0.1924,0.0002523,6.74E-05,0.006117,0,-1,0.000566,20,17.1
26,-25,-752.523,6.623431561,0.1924,0.000253,6.75E-05,0.006127,0,-1,0.000567,20,17.2
26,-25,-752.034,6.622781536,0.1925,0.0002537,6.75E-05,0.006136,0,-1,0.000568,20,17.3
26,-25,-751.544,6.622129757,0.1925,0.0002543,6.76E-05,0.006145,0,-1,0.000569,20,17.4
26,-25,-751.055,6.621478885,0.1925,0.000255,6.77E-05,0.006155,0,-1,0.00057,20,17.5
26,-25,-750.565,6.620826256,0.1926,0.0002557,6.78E-05,0.006164,0,-1,0.000571,20,17.6
26,-25,-750.076,6.620174535,0.1926,0.0002564,6.78E-05,0.006173,0,-1,0.000572,20,17.7
26,-25,-749.586,6.619521054,0.1927,0.000257,6.79E-05,0.006183,0,-1,0.000572,20,17.8
26,-25,-749.096,6.618867146,0.1927,0.0002577,6.80E-05,0.006192,0,-1,0.000573,20,17.9
26,-25,-748.606,6.61821281,0.1927,0.0002584,6.80E-05,0.006201,0,-1,0.000574,20,18
26,-25,-748.123,6.617567403,0.1928,0.0002591,6.81E-05,0.006214,0,-1,0.000575,20,18.1
26,-25,-747.659,6.616946992,0.1928,0.0002597,6.82E-05,0.006235,0,-1,0.000577,20,18.2
26,-25,-747.199,6.616331549,0.1928,0.0002603,6.83E-05,0.006251,0,-1,0.000579,20,18.3
26,-25,-746.744,6.615722422,0.1929,0.000261,6.83E-05,0.006267,0,-1,0.00058,20,18.4
26,-25,-746.29,6.615114265,0.1929,0.0002616,6.84E-05,0.006281,0,-1,0.000582,20,18.5
26,-25,-745.837,6.614507078,0.1929,0.0002622,6.85E-05,0.006295,0,-1,0.000583,20,18.6
26,-25,-745.384,6.613899522,0.193,0.0002629,6.85E-05,0.006307,0,-1,0.000584,20,18.7
26,-25,-744.93,6.613290254,0.193,0.0002635,6.86E-05,0.006319,0,-1,0.000585,20,18.8
26,-25,-744.476,6.612680615,0.193,0.0002641,6.87E-05,0.006331,0,-1,0.000586,20,18.9
26,-25,-744.021,6.61206926,0.1931,0.0002647,6.87E-05,0.006342,0,-1,0.000587,20,19
26,-25,-743.565,6.611456186,0.1931,0.0002654,6.88E-05,0.006353,0,-1,0.000588,20,19.1
26,-25,-743.11,6.610844082,0.1931,0.000266,6.89E-05,0.006364,0,-1,0.000589,20,19.2
26,-25,-742.654,6.610230257,0.1932,0.0002666,6.89E-05,0.006375,0,-1,0.00059,20,19.3
26,-25,-742.197,6.609614707,0.1932,0.0002673,6.90E-05,0.006385,0,-1,0.000591,20,19.4
26,-25,-741.741,6.609000126,0.1932,0.0002679,6.91E-05,0.006395,0,-1,0.000592,20,19.5
26,-25,-741.285,6.608385167,0.1933,0.0002685,6.91E-05,0.006405,0,-1,0.000593,20,19.6
26,-25,-740.829,6.607769829,0.1933,0.0002692,6.92E-05,0.006415,0,-1,0.000594,20,19.7
26,-25,-740.373,6.607154113,0.1933,0.0002698,6.93E-05,0.006425,0,-1,0.000595,20,19.8
26,-25,-739.917,6.606538018,0.1934,0.0002704,6.93E-05,0.006434,0,-1,0.000596,20,19.9
26,-25,-739.461,6.605921542,0.1934,0.0002711,6.94E-05,0.006444,0,-1,0.000597,20,20
26,-25,-739.006,6.60530604,0.1934,0.0002717,6.95E-05,0.006453,0,-1,0.000598,20,20.1
26,-25,-738.55,6.604688804,0.1935,0.0002723,6.95E-05,0.006462,0,-1,0.000598,20,20.2
26,-25,-738.095,6.604072543,0.1935,0.0002729,6.96E-05,0.006471,0,-1,0.000599,20,20.3
26,-25,-737.64,6.603455901,0.1935,0.0002736,6.97E-05,0.00648,0,-1,0.0006,20,20.4
26,-25,-737.185,6.602838878,0.1936,0.0002742,6.98E-05,0.006489,0,-1,0.000601,20,20.5
26,-25,-736.73,6.602221475,0.1936,0.0002748,6.98E-05,0.006498,0,-1,0.000602,20,20.6
26,-25,-736.275,6.60160369,0.1937,0.0002755,6.99E-05,0.006507,0,-1,0.000603,20,20.7
26,-25,-735.821,6.600986883,0.1937,0.0002761,7.00E-05,0.006516,0,-1,0.000603,20,20.8
26,-25,-735.366,6.600368334,0.1937,0.0002767,7.00E-05,0.006525,0,-1,0.000604,20,20.9
26,-25,-734.912,6.599750764,0.1938,0.0002774,7.01E-05,0.006533,0,-1,0.000605,20,21
26,-25,-734.458,6.599132812,0.1938,0.000278,7.02E-05,0.006542,0,-1,0.000606,20,21.1
26,-25,-734.004,6.598514478,0.1938,0.0002786,7.02E-05,0.006551,0,-1,0.000607,20,21.2
26,-25,-733.55,6.597895762,0.1939,0.0002792,7.03E-05,0.006559,0,-1,0.000607,20,21.3
26,-25,-733.097,6.597278026,0.1939,0.0002799,7.04E-05,0.006567,0,-1,0.000608,20,21.4
26,-25,-732.643,6.596658544,0.1939,0.0002805,7.04E-05,0.006576,0,-1,0.000609,20,21.5
26,-25,-732.19,6.596040043,0.194,0.0002811,7.05E-05,0.006584,0,-1,0.00061,20,21.6
26,-25,-731.737,6.59542116,0.194,0.0002818,7.06E-05,0.006592,0,-1,0.00061,20,21.7
26,-25,-731.285,6.594803261,0.194,0.0002824,7.06E-05,0.006601,0,-1,0.000611,20,21.8
26,-25,-730.832,6.594183611,0.1941,0.000283,7.07E-05,0.006609,0,-1,0.000612,20,21.9
26,-25,-730.38,6.593564947,0.1941,0.0002836,7.08E-05,0.006617,0,-1,0.000613,20,22
26,-25,-729.928,6.592945899,0.1941,0.0002843,7.08E-05,0.006625,0,-1,0.000613,20,22.1
26,-25,-729.477,6.592327839,0.1942,0.0002849,7.09E-05,0.006633,0,-1,0.000614,20,22.2
26,-25,-729.025,6.591708025,0.1942,0.0002855,7.10E-05,0.006641,0,-1,0.000615,20,22.3
26,-25,-728.575,6.591090572,0.1942,0.0002861,7.10E-05,0.006649,0,-1,0.000616,20,22.4
26,-25,-728.124,6.590471363,0.1943,0.0002868,7.11E-05,0.006656,0,-1,0.000616,20,22.5
26,-25,-727.674,6.589853146,0.1943,0.0002874,7.12E-05,0.006664,0,-1,0.000617,20,22.6
26,-25,-727.225,6.589235921,0.1943,0.000288,7.12E-05,0.006672,0,-1,0.000618,20,22.7
26,-25,-726.775,6.588616939,0.1944,0.0002886,7.13E-05,0.00668,0,-1,0.000618,20,22.8
26,-25,-726.327,6.588000327,0.1944,0.0002892,7.14E-05,0.006687,0,-1,0.000619,20,22.9
26,-25,-725.879,6.587383334,0.1944,0.0002899,7.14E-05,0.006695,0,-1,0.00062,20,23
26,-25,-725.431,6.586765961,0.1945,0.0002905,7.15E-05,0.006702,0,-1,0.000621,20,23.1
26,-25,-724.984,6.586149586,0.1945,0.0002911,7.16E-05,0.00671,0,-1,0.000621,20,23.2
26,-25,-724.538,6.58553421,0.1945,0.0002917,7.16E-05,0.006717,0,-1,0.000622,20,23.3
26,-25,-724.092,6.584918456,0.1946,0.0002923,7.17E-05,0.006724,0,-1,0.000623,20,23.4
26,-25,-723.646,6.584302323,0.1946,0.000293,7.18E-05,0.006731,0,-1,0.000623,20,23.5
26,-25,-723.202,6.583688575,0.1946,0.0002936,7.18E-05,0.006739,0,-1,0.000624,20,23.6
26,-25,-722.758,6.58307445,0.1947,0.0002942,7.19E-05,0.006746,0,-1,0.000625,20,23.7
26,-25,-722.32,6.582468254,0.1947,0.0002948,7.20E-05,0.006756,0,-1,0.000626,20,23.8
26,-25,-721.886,6.581867232,0.1947,0.0002954,7.20E-05,0.006766,0,-1,0.000626,20,23.9
26,-25,-721.456,6.581271392,0.1948,0.000296,7.21E-05,0.006777,0,-1,0.000627,20,24
26,-25,-721.031,6.580682132,0.1948,0.0002966,7.22E-05,0.006787,0,-1,0.000628,20,24.1
26,-25,-720.608,6.5800953,0.1948,0.0002972,7.22E-05,0.006797,0,-1,0.000629,20,24.2
26,-25,-720.187,6.579510901,0.1949,0.0002977,7.23E-05,0.006807,0,-1,0.00063,20,24.3
26,-25,-719.769,6.578930327,0.1949,0.0002983,7.24E-05,0.006817,0,-1,0.000631,20,24.4
26,-25,-719.352,6.578350807,0.1949,0.0002989,7.24E-05,0.006826,0,-1,0.000632,20,24.5
26,-25,-718.937,6.577773732,0.195,0.0002995,7.25E-05,0.006835,0,-1,0.000633,20,24.6
26,-25,-718.523,6.577197716,0.195,0.0003,7.25E-05,0.006844,0,-1,0.000634,20,24.7
26,-25,-718.111,6.576624153,0.195,0.0003006,7.26E-05,0.006852,0,-1,0.000634,20,24.8
26,-25,-717.7,6.576051654,0.195,0.0003012,7.27E-05,0.00686,0,-1,0.000635,20,24.9
26,-25,-717.29,6.575480222,0.1951,0.0003017,7.27E-05,0.006868,0,-1,0.000636,20,25
46,-45,-473.949,6.161099721,0.2177,0.0009915,0.0001261,0.01089,0,-1,0.00101,20,0
46,-45,-473.491,6.160132905,0.2178,0.0009955,0.0001263,0.01098,0,-1,0.00102,20,0.1
46,-45,-473.089,6.159283531,0.2178,0.0009989,0.0001264,0.01104,0,-1,0.00102,20,0.2
46,-45,-472.712,6.158486324,0.2179,0.001002,0.0001266,0.01108,0,-1,0.00103,20,0.3
46,-45,-472.349,6.157718119,0.2179,0.001005,0.0001268,0.01112,0,-1,0.00103,20,0.4
46,-45,-471.995,6.156968392,0.218,0.001008,0.0001269,0.01116,0,-1,0.00103,20,0.5
46,-45,-471.646,6.156228704,0.218,0.001011,0.0001271,0.01118,0,-1,0.00104,20,0.6
46,-45,-471.301,6.155496956,0.2181,0.001014,0.0001272,0.01121,0,-1,0.00104,20,0.7
46,-45,-470.958,6.154768918,0.2181,0.001017,0.0001274,0.01124,0,-1,0.00104,20,0.8
46,-45,-470.617,6.1540446,0.2182,0.00102,0.0001275,0.01126,0,-1,0.00104,20,0.9
46,-45,-470.276,6.153319756,0.2182,0.001023,0.0001277,0.01129,0,-1,0.00104,20,1
46,-45,-469.936,6.152596515,0.2183,0.001026,0.0001278,0.01131,0,-1,0.00105,20,1.1
46,-45,-469.596,6.151872751,0.2183,0.001029,0.0001279,0.01133,0,-1,0.00105,20,1.2
46,-45,-469.255,6.151146331,0.2184,0.001032,0.0001281,0.01135,0,-1,0.00105,20,1.3
46,-45,-468.915,6.150421515,0.2184,0.001035,0.0001282,0.01138,0,-1,0.00105,20,1.4
46,-45,-468.574,6.14969404,0.2185,0.001038,0.0001284,0.0114,0,-1,0.00106,20,1.5
46,-45,-468.232,6.1489639,0.2185,0.001041,0.0001285,0.01142,0,-1,0.00106,20,1.6
46,-45,-467.89,6.148233226,0.2186,0.001044,0.0001287,0.01144,0,-1,0.00106,20,1.7
46,-45,-467.547,6.147499878,0.2186,0.001046,0.0001288,0.01146,0,-1,0.00106,20,1.8
46,-45,-467.203,6.146763853,0.2187,0.001049,0.000129,0.01149,0,-1,0.00106,20,1.9
46,-45,-466.859,6.146027285,0.2187,0.001052,0.0001291,0.01151,0,-1,0.00107,20,2
46,-45,-466.514,6.145288031,0.2188,0.001055,0.0001293,0.01153,0,-1,0.00107,20,2.1
46,-45,-466.169,6.144548229,0.2188,0.001058,0.0001294,0.01155,0,-1,0.00107,20,2.2
46,-45,-465.823,6.143805734,0.2189,0.001061,0.0001296,0.01157,0,-1,0.00107,20,2.3
46,-45,-465.476,6.143060538,0.2189,0.001064,0.0001297,0.01159,0,-1,0.00107,20,2.4
46,-45,-465.129,6.142314786,0.219,0.001067,0.0001299,0.01161,0,-1,0.00108,20,2.5
46,-45,-464.78,6.141564175,0.219,0.00107,0.00013,0.01164,0,-1,0.00108,20,2.6
46,-45,-464.431,6.140813,0.2191,0.001073,0.0001302,0.01166,0,-1,0.00108,20,2.7
46,-45,-464.081,6.140059106,0.2191,0.001076,0.0001303,0.01168,0,-1,0.00108,20,2.8
46,-45,-463.731,6.139304643,0.2192,0.001079,0.0001305,0.0117,0,-1,0.00108,20,2.9
46,-45,-463.379,6.138545294,0.2192,0.001082,0.0001306,0.01172,0,-1,0.00109,20,3
46,-45,-463.027,6.137785368,0.2193,0.001085,0.0001308,0.01175,0,-1,0.00109,20,3.1
46,-45,-462.674,6.137022702,0.2193,0.001088,0.0001309,0.01177,0,-1,0.00109,20,3.2
46,-45,-462.32,6.136257292,0.2194,0.001091,0.0001311,0.01179,0,-1,0.00109,20,3.3
46,-45,-461.965,6.135489131,0.2194,0.001094,0.0001312,0.01181,0,-1,0.00109,20,3.4
46,-45,-461.609,6.134718212,0.2195,0.001097,0.0001314,0.01183,0,-1,0.0011,20,3.5
46,-45,-461.256,6.133953203,0.2195,0.0011,0.0001316,0.01186,0,-1,0.0011,20,3.6
46,-45,-460.908,6.133198457,0.2196,0.001103,0.0001317,0.01189,0,-1,0.0011,20,3.7
46,-45,-460.561,6.132445312,0.2196,0.001106,0.0001319,0.01192,0,-1,0.0011,20,3.8
46,-45,-460.216,6.131695944,0.2197,0.001109,0.000132,0.01195,0,-1,0.00111,20,3.9
46,-45,-459.872,6.13094819,0.2197,0.001112,0.0001322,0.01198,0,-1,0.00111,20,4
46,-45,-459.527,6.1301977,0.2197,0.001115,0.0001323,0.01201,0,-1,0.00111,20,4.1
46,-45,-459.182,6.129446646,0.2198,0.001118,0.0001324,0.01204,0,-1,0.00111,20,4.2
46,-45,-458.837,6.128695027,0.2198,0.001121,0.0001326,0.01206,0,-1,0.00112,20,4.3
46,-45,-458.491,6.127940662,0.2199,0.001124,0.0001327,0.01209,0,-1,0.00112,20,4.4
46,-45,-458.145,6.127185728,0.2199,0.001127,0.0001329,0.01211,0,-1,0.00112,20,4.5
46,-45,-457.798,6.126428039,0.22,0.00113,0.000133,0.01214,0,-1,0.00112,20,4.6
46,-45,-457.451,6.125669775,0.22,0.001133,0.0001332,0.01216,0,-1,0.00113,20,4.7
46,-45,-457.104,6.124910936,0.2201,0.001136,0.0001333,0.01219,0,-1,0.00113,20,4.8
46,-45,-456.757,6.124151521,0.2201,0.001139,0.0001335,0.01221,0,-1,0.00113,20,4.9
46,-45,-456.409,6.123389337,0.2202,0.001142,0.0001336,0.01223,0,-1,0.00113,20,5
46,-45,-456.061,6.122626572,0.2202,0.001145,0.0001338,0.01226,0,-1,0.00113,20,5.1
46,-45,-455.713,6.121863225,0.2203,0.001148,0.000134,0.01228,0,-1,0.00114,20,5.2
46,-45,-455.364,6.121097099,0.2203,0.001151,0.0001341,0.0123,0,-1,0.00114,20,5.3
46,-45,-455.015,6.120330385,0.2204,0.001154,0.0001343,0.01232,0,-1,0.00114,20,5.4
46,-45,-454.666,6.119563083,0.2204,0.001157,0.0001344,0.01234,0,-1,0.00114,20,5.5
46,-45,-454.317,6.118795192,0.2205,0.00116,0.0001346,0.01237,0,-1,0.00114,20,5.6
46,-45,-453.967,6.118024508,0.2205,0.001163,0.0001347,0.01239,0,-1,0.00115,20,5.7
