 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26.11.2022    Time:  10:20:35
 Units: L = cm   , T = days , M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  55   -54.0000     -37.578 0.1940   0.2368E+00  0.2678E-02 -0.1845E+00  0.0000E+00      -1  -0.174E-02   20.00
  56   -55.0000     -37.356 0.1947   0.2460E+00  0.2709E-02 -0.1912E+00  0.0000E+00      -1  -0.180E-02   20.00
  57   -56.0000     -37.133 0.1954   0.2552E+00  0.2740E-02 -0.1981E+00  0.0000E+00      -1  -0.187E-02   20.00
  58   -57.0000     -36.909 0.1961   0.2645E+00  0.2771E-02 -0.2051E+00  0.0000E+00      -1  -0.193E-02   20.00
  59   -58.0000     -36.684 0.1968   0.2738E+00  0.2803E-02 -0.2123E+00  0.0000E+00      -1  -0.200E-02   20.00
  60   -59.0000     -36.459 0.1975   0.2831E+00  0.2834E-02 -0.2197E+00  0.0000E+00      -1  -0.207E-02   20.00
  61   -60.0000     -36.236 0.1982   0.2924E+00  0.2865E-02 -0.2271E+00  0.0000E+00      -1  -0.214E-02   20.00
  62   -61.0000     -36.013 0.1989   0.3016E+00  0.2896E-02 -0.2347E+00  0.0000E+00      -1  -0.221E-02   20.00
  63   -62.0000     -35.792 0.1996   0.3108E+00  0.2927E-02 -0.2423E+00  0.0000E+00      -1  -0.228E-02   20.00
  64   -63.0000     -35.572 0.2003   0.3199E+00  0.2958E-02 -0.2501E+00  0.0000E+00      -1  -0.236E-02   20.00
  65   -64.0000     -35.355 0.2010   0.3289E+00  0.2988E-02 -0.2579E+00  0.0000E+00      -1  -0.243E-02   20.00
  66   -65.0000     -35.141 0.2017   0.3378E+00  0.3018E-02 -0.2657E+00  0.0000E+00      -1  -0.250E-02   20.00
  67   -66.0000     -34.929 0.2024   0.3465E+00  0.3048E-02 -0.2736E+00  0.0000E+00      -1  -0.258E-02   20.00
  68   -67.0000     -34.720 0.2030   0.3552E+00  0.3077E-02 -0.2815E+00  0.0000E+00      -1  -0.265E-02   20.00
  69   -68.0000     -34.514 0.2037   0.3637E+00  0.3106E-02 -0.2894E+00  0.0000E+00      -1  -0.273E-02   20.00
  70   -69.0000     -34.311 0.2043   0.3721E+00  0.3134E-02 -0.2974E+00  0.0000E+00      -1  -0.280E-02   20.00
  71   -70.0000     -34.112 0.2049   0.3804E+00  0.3162E-02 -0.3054E+00  0.0000E+00      -1  -0.288E-02   20.00
  72   -71.0000     -33.917 0.2056   0.3885E+00  0.3189E-02 -0.3133E+00  0.0000E+00      -1  -0.295E-02   20.00
  73   -72.0000     -33.726 0.2062   0.3964E+00  0.3216E-02 -0.3213E+00  0.0000E+00      -1  -0.303E-02   20.00
  74   -73.0000     -33.538 0.2068   0.4042E+00  0.3242E-02 -0.3292E+00  0.0000E+00      -1  -0.310E-02   20.00
  75   -74.0000     -33.355 0.2074   0.4118E+00  0.3268E-02 -0.3371E+00  0.0000E+00      -1  -0.318E-02   20.00
  76   -75.0000     -33.175 0.2079   0.4192E+00  0.3293E-02 -0.3450E+00  0.0000E+00      -1  -0.325E-02   20.00
  77   -76.0000     -33.001 0.2085   0.4264E+00  0.3317E-02 -0.3528E+00  0.0000E+00      -1  -0.333E-02   20.00
  78   -77.0000     -32.830 0.2090   0.4335E+00  0.3341E-02 -0.3606E+00  0.0000E+00      -1  -0.340E-02   20.00
  79   -78.0000     -32.664 0.2095   0.4404E+00  0.3364E-02 -0.3684E+00  0.0000E+00      -1  -0.347E-02   20.00
  80   -79.0000     -32.503 0.2100   0.4470E+00  0.3386E-02 -0.3761E+00  0.0000E+00      -1  -0.354E-02   20.00
  81   -80.0000     -32.347 0.2105   0.4535E+00  0.3408E-02 -0.3837E+00  0.0000E+00      -1  -0.362E-02   20.00
  82   -81.0000     -32.196 0.2110   0.4598E+00  0.3429E-02 -0.3914E+00  0.0000E+00      -1  -0.369E-02   20.00
  83   -82.0000     -32.050 0.2115   0.4658E+00  0.3450E-02 -0.3989E+00  0.0000E+00      -1  -0.376E-02   20.00
  84   -83.0000     -31.909 0.2119   0.4717E+00  0.3469E-02 -0.4064E+00  0.0000E+00      -1  -0.383E-02   20.00
  85   -84.0000     -31.773 0.2124   0.4773E+00  0.3488E-02 -0.4139E+00  0.0000E+00      -1  -0.390E-02   20.00
  86   -85.0000     -31.643 0.2128   0.4827E+00  0.3507E-02 -0.4213E+00  0.0000E+00      -1  -0.397E-02   20.00
  87   -86.0000     -31.519 0.2132   0.4878E+00  0.3524E-02 -0.4286E+00  0.0000E+00      -1  -0.404E-02   20.00
  88   -87.0000     -31.401 0.2135   0.4927E+00  0.3540E-02 -0.4359E+00  0.0000E+00      -1  -0.411E-02   20.00
  89   -88.0000     -31.289 0.2139   0.4974E+00  0.3556E-02 -0.4432E+00  0.0000E+00      -1  -0.418E-02   20.00
  90   -89.0000     -31.183 0.2142   0.5017E+00  0.3571E-02 -0.4504E+00  0.0000E+00      -1  -0.424E-02   20.00
  91   -90.0000     -31.084 0.2145   0.5058E+00  0.3585E-02 -0.4575E+00  0.0000E+00      -1  -0.431E-02   20.00
  92   -91.0000     -30.992 0.2148   0.5096E+00  0.3597E-02 -0.4646E+00  0.0000E+00      -1  -0.438E-02   20.00
  93   -92.0000     -30.908 0.2151   0.5131E+00  0.3609E-02 -0.4717E+00  0.0000E+00      -1  -0.445E-02   20.00
  94   -93.0000     -30.831 0.2154   0.5163E+00  0.3620E-02 -0.4787E+00  0.0000E+00      -1  -0.451E-02   20.00
  95   -94.0000     -30.763 0.2156   0.5191E+00  0.3629E-02 -0.4858E+00  0.0000E+00      -1  -0.458E-02   20.00
  96   -95.0000     -30.703 0.2158   0.5216E+00  0.3638E-02 -0.4928E+00  0.0000E+00      -1  -0.464E-02   20.00
  97   -96.0000     -30.652 0.2159   0.5237E+00  0.3645E-02 -0.4997E+00  0.0000E+00      -1  -0.471E-02   20.00
  98   -97.0000     -30.612 0.2160   0.5254E+00  0.3651E-02 -0.5067E+00  0.0000E+00      -1  -0.478E-02   20.00
  99   -98.0000     -30.582 0.2161   0.5267E+00  0.3655E-02 -0.5137E+00  0.0000E+00      -1  -0.484E-02   20.00
 100   -99.0000     -30.563 0.2162   0.5274E+00  0.3657E-02 -0.5206E+00  0.0000E+00      -1  -0.491E-02   20.00
 101  -100.0000     -30.556 0.2162   0.5277E+00  0.3658E-02 -0.5241E+00  0.0000E+00      -1  -0.494E-02   20.00
end


 Time:        3.1000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000 -100000.000 0.0651   0.9987E-15  0.1092E-08  0.7879E-01  0.0000E+00      -1   0.743E-03   20.00
   2    -1.0000    -698.547 0.0753   0.1587E-05  0.1389E-04  0.7874E-01  0.0000E+00      -1   0.742E-03   20.00
   3    -2.0000    -192.587 0.0969   0.3101E-03  0.1497E-03  0.7724E-01  0.0000E+00      -1   0.728E-03   20.00
   4    -3.0000    -124.425 0.1121   0.1947E-02  0.3373E-03  0.7399E-01  0.0000E+00      -1   0.697E-03   20.00
   5    -4.0000    -101.654 0.1215   0.4685E-02  0.4929E-03  0.7005E-01  0.0000E+00      -1   0.660E-03   20.00
   6    -5.0000     -89.954 0.1278   0.8008E-02  0.6173E-03  0.6531E-01  0.0000E+00      -1   0.616E-03   20.00
   7    -6.0000     -82.478 0.1328   0.1136E-01  0.7232E-03  0.6039E-01  0.0000E+00      -1   0.569E-03   20.00
   8    -7.0000     -76.876 0.1365   0.1387E-01  0.8027E-03  0.5583E-01  0.0000E+00      -1   0.526E-03   20.00
   9    -8.0000     -72.601 0.1404   0.1886E-01  0.9010E-03  0.5067E-01  0.0000E+00      -1   0.478E-03   20.00
  10    -9.0000     -69.351 0.1437   0.2358E-01  0.9871E-03  0.4511E-01  0.0000E+00      -1   0.425E-03   20.00
  11   -10.0000     -66.687 0.1464   0.2746E-01  0.1058E-02  0.4002E-01  0.0000E+00      -1   0.377E-03   20.00
  12   -11.0000     -64.397 0.1487   0.3079E-01  0.1118E-02  0.3517E-01  0.0000E+00      -1   0.332E-03   20.00
  13   -12.0000     -62.380 0.1507   0.3372E-01  0.1172E-02  0.3048E-01  0.0000E+00      -1   0.287E-03   20.00
  14   -13.0000     -60.577 0.1525   0.3635E-01  0.1220E-02  0.2587E-01  0.0000E+00      -1   0.244E-03   20.00
  15   -14.0000     -58.973 0.1546   0.4175E-01  0.1284E-02  0.2047E-01  0.0000E+00      -1   0.193E-03   20.00
  16   -15.0000     -57.586 0.1567   0.4813E-01  0.1350E-02  0.1448E-01  0.0000E+00      -1   0.136E-03   20.00
  17   -16.0000     -56.359 0.1586   0.5379E-01  0.1409E-02  0.8889E-02  0.0000E+00      -1   0.838E-04   20.00
  18   -17.0000     -55.249 0.1602   0.5889E-01  0.1463E-02  0.3581E-02  0.0000E+00      -1   0.337E-04   20.00
  19   -18.0000     -54.233 0.1618   0.6357E-01  0.1512E-02 -0.1509E-02  0.0000E+00      -1  -0.142E-04   20.00
  20   -19.0000     -53.294 0.1632   0.6790E-01  0.1557E-02 -0.6419E-02  0.0000E+00      -1  -0.605E-04   20.00
  21   -20.0000     -52.420 0.1645   0.7192E-01  0.1599E-02 -0.1117E-01  0.0000E+00      -1  -0.105E-03   20.00
  22   -21.0000     -51.603 0.1657   0.7568E-01  0.1639E-02 -0.1579E-01  0.0000E+00      -1  -0.149E-03   20.00
  23   -22.0000     -50.837 0.1669   0.7921E-01  0.1676E-02 -0.2028E-01  0.0000E+00      -1  -0.191E-03   20.00
  24   -23.0000     -50.115 0.1680   0.8253E-01  0.1710E-02 -0.2466E-01  0.0000E+00      -1  -0.232E-03   20.00
  25   -24.0000     -49.434 0.1690   0.8567E-01  0.1743E-02 -0.2892E-01  0.0000E+00      -1  -0.273E-03   20.00
  26   -25.0000     -48.790 0.1700   0.8864E-01  0.1774E-02 -0.3308E-01  0.0000E+00      -1  -0.312E-03   20.00
  27   -26.0000     -48.180 0.1709   0.9144E-01  0.1804E-02 -0.3713E-01  0.0000E+00      -1  -0.350E-03   20.00
  28   -27.0000     -47.602 0.1718   0.9411E-01  0.1832E-02 -0.4169E-01  0.0000E+00      -1  -0.393E-03   20.00
  29   -28.0000     -47.056 0.1729   0.1009E+00  0.1874E-02 -0.4710E-01  0.0000E+00      -1  -0.444E-03   20.00
  30   -29.0000     -46.533 0.1741   0.1083E+00  0.1918E-02 -0.5276E-01  0.0000E+00      -1  -0.497E-03   20.00
  31   -30.0000     -46.030 0.1752   0.1154E+00  0.1961E-02 -0.5837E-01  0.0000E+00      -1  -0.550E-03   20.00
  32   -31.0000     -45.544 0.1762   0.1223E+00  0.2002E-02 -0.6393E-01  0.0000E+00      -1  -0.603E-03   20.00
  33   -32.0000     -45.075 0.1773   0.1289E+00  0.2041E-02 -0.6945E-01  0.0000E+00      -1  -0.655E-03   20.00
  34   -33.0000     -44.622 0.1783   0.1353E+00  0.2080E-02 -0.7492E-01  0.0000E+00      -1  -0.706E-03   20.00
  35   -34.0000     -44.183 0.1793   0.1415E+00  0.2117E-02 -0.8036E-01  0.0000E+00      -1  -0.757E-03   20.00
  36   -35.0000     -43.757 0.1802   0.1475E+00  0.2153E-02 -0.8576E-01  0.0000E+00      -1  -0.808E-03   20.00
  37   -36.0000     -43.345 0.1811   0.1533E+00  0.2187E-02 -0.9112E-01  0.0000E+00      -1  -0.859E-03   20.00
  38   -37.0000     -42.946 0.1820   0.1590E+00  0.2221E-02 -0.9644E-01  0.0000E+00      -1  -0.909E-03   20.00
  39   -38.0000     -42.559 0.1829   0.1645E+00  0.2254E-02 -0.1017E+00  0.0000E+00      -1  -0.959E-03   20.00
  40   -39.0000     -42.183 0.1837   0.1698E+00  0.2285E-02 -0.1070E+00  0.0000E+00      -1  -0.101E-02   20.00
  41   -40.0000     -41.819 0.1845   0.1749E+00  0.2316E-02 -0.1122E+00  0.0000E+00      -1  -0.106E-02   20.00
  42   -41.0000     -41.466 0.1853   0.1799E+00  0.2346E-02 -0.1173E+00  0.0000E+00      -1  -0.111E-02   20.00
  43   -42.0000     -41.123 0.1860   0.1847E+00  0.2375E-02 -0.1224E+00  0.0000E+00      -1  -0.115E-02   20.00
  44   -43.0000     -40.791 0.1868   0.1894E+00  0.2403E-02 -0.1275E+00  0.0000E+00      -1  -0.120E-02   20.00
  45   -44.0000     -40.470 0.1875   0.1940E+00  0.2430E-02 -0.1326E+00  0.0000E+00      -1  -0.125E-02   20.00
  46   -45.0000     -40.158 0.1882   0.1984E+00  0.2456E-02 -0.1375E+00  0.0000E+00      -1  -0.130E-02   20.00
  47   -46.0000     -39.856 0.1888   0.2026E+00  0.2482E-02 -0.1425E+00  0.0000E+00      -1  -0.134E-02   20.00
  48   -47.0000     -39.564 0.1895   0.2068E+00  0.2506E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00
  49   -48.0000     -39.282 0.1901   0.2108E+00  0.2530E-02 -0.1522E+00  0.0000E+00      -1  -0.143E-02   20.00
  50   -49.0000     -39.009 0.1907   0.2146E+00  0.2553E-02 -0.1570E+00  0.0000E+00      -1  -0.148E-02   20.00
  51   -50.0000     -38.745 0.1913   0.2183E+00  0.2576E-02 -0.1617E+00  0.0000E+00      -1  -0.152E-02   20.00
  52   -51.0000     -38.491 0.1919   0.2219E+00  0.2597E-02 -0.1664E+00  0.0000E+00      -1  -0.157E-02   20.00
  53   -52.0000     -38.245 0.1924   0.2254E+00  0.2618E-02 -0.1710E+00  0.0000E+00      -1  -0.161E-02   20.00
  54   -53.0000     -38.008 0.1929   0.2288E+00  0.2638E-02 -0.1756E+00  0.0000E+00      -1  -0.165E-02   20.00
  55   -54.0000     -37.780 0.1934   0.2320E+00  0.2657E-02 -0.1804E+00  0.0000E+00      -1  -0.170E-02   20.00
  56   -55.0000     -37.560 0.1940   0.2375E+00  0.2681E-02 -0.1862E+00  0.0000E+00      -1  -0.176E-02   20.00
  57   -56.0000     -37.342 0.1947   0.2465E+00  0.2711E-02 -0.1928E+00  0.0000E+00      -1  -0.182E-02   20.00
  58   -57.0000     -37.124 0.1954   0.2556E+00  0.2741E-02 -0.1996E+00  0.0000E+00      -1  -0.188E-02   20.00
  59   -58.0000     -36.904 0.1961   0.2647E+00  0.2772E-02 -0.2065E+00  0.0000E+00      -1  -0.195E-02   20.00
  60   -59.0000     -36.684 0.1968   0.2738E+00  0.2803E-02 -0.2136E+00  0.0000E+00      -1  -0.201E-02   20.00
  61   -60.0000     -36.464 0.1975   0.2829E+00  0.2833E-02 -0.2208E+00  0.0000E+00      -1  -0.208E-02   20.00
  62   -61.0000     -36.245 0.1982   0.2920E+00  0.2864E-02 -0.2281E+00  0.0000E+00      -1  -0.215E-02   20.00
  63   -62.0000     -36.027 0.1989   0.3010E+00  0.2894E-02 -0.2356E+00  0.0000E+00      -1  -0.222E-02   20.00
  64   -63.0000     -35.810 0.1996   0.3100E+00  0.2925E-02 -0.2431E+00  0.0000E+00      -1  -0.229E-02   20.00
  65   -64.0000     -35.595 0.2002   0.3189E+00  0.2955E-02 -0.2507E+00  0.0000E+00      -1  -0.236E-02   20.00
  66   -65.0000     -35.383 0.2009   0.3277E+00  0.2984E-02 -0.2583E+00  0.0000E+00      -1  -0.243E-02   20.00
  67   -66.0000     -35.172 0.2016   0.3364E+00  0.3014E-02 -0.2660E+00  0.0000E+00      -1  -0.251E-02   20.00
  68   -67.0000     -34.964 0.2022   0.3450E+00  0.3043E-02 -0.2738E+00  0.0000E+00      -1  -0.258E-02   20.00
  69   -68.0000     -34.759 0.2029   0.3535E+00  0.3071E-02 -0.2816E+00  0.0000E+00      -1  -0.265E-02   20.00
  70   -69.0000     -34.557 0.2035   0.3619E+00  0.3100E-02 -0.2894E+00  0.0000E+00      -1  -0.273E-02   20.00
  71   -70.0000     -34.359 0.2042   0.3701E+00  0.3127E-02 -0.2972E+00  0.0000E+00      -1  -0.280E-02   20.00
  72   -71.0000     -34.164 0.2048   0.3782E+00  0.3155E-02 -0.3050E+00  0.0000E+00      -1  -0.288E-02   20.00
  73   -72.0000     -33.972 0.2054   0.3861E+00  0.3181E-02 -0.3129E+00  0.0000E+00      -1  -0.295E-02   20.00
  74   -73.0000     -33.784 0.2060   0.3939E+00  0.3208E-02 -0.3207E+00  0.0000E+00      -1  -0.302E-02   20.00
  75   -74.0000     -33.600 0.2066   0.4016E+00  0.3233E-02 -0.3285E+00  0.0000E+00      -1  -0.310E-02   20.00
  76   -75.0000     -33.420 0.2071   0.4090E+00  0.3258E-02 -0.3363E+00  0.0000E+00      -1  -0.317E-02   20.00
  77   -76.0000     -33.245 0.2077   0.4163E+00  0.3283E-02 -0.3440E+00  0.0000E+00      -1  -0.324E-02   20.00
  78   -77.0000     -33.073 0.2082   0.4234E+00  0.3307E-02 -0.3518E+00  0.0000E+00      -1  -0.332E-02   20.00
  79   -78.0000     -32.907 0.2088   0.4303E+00  0.3330E-02 -0.3595E+00  0.0000E+00      -1  -0.339E-02   20.00
  80   -79.0000     -32.744 0.2093   0.4370E+00  0.3353E-02 -0.3671E+00  0.0000E+00      -1  -0.346E-02   20.00
  81   -80.0000     -32.587 0.2098   0.4436E+00  0.3375E-02 -0.3747E+00  0.0000E+00      -1  -0.353E-02   20.00
  82   -81.0000     -32.434 0.2103   0.4499E+00  0.3396E-02 -0.3823E+00  0.0000E+00      -1  -0.360E-02   20.00
  83   -82.0000     -32.287 0.2107   0.4560E+00  0.3417E-02 -0.3899E+00  0.0000E+00      -1  -0.367E-02   20.00
  84   -83.0000     -32.144 0.2112   0.4619E+00  0.3437E-02 -0.3973E+00  0.0000E+00      -1  -0.374E-02   20.00
  85   -84.0000     -32.007 0.2116   0.4676E+00  0.3456E-02 -0.4048E+00  0.0000E+00      -1  -0.382E-02   20.00
  86   -85.0000     -31.876 0.2120   0.4730E+00  0.3474E-02 -0.4122E+00  0.0000E+00      -1  -0.388E-02   20.00
  87   -86.0000     -31.750 0.2124   0.4782E+00  0.3492E-02 -0.4195E+00  0.0000E+00      -1  -0.395E-02   20.00
  88   -87.0000     -31.630 0.2128   0.4832E+00  0.3508E-02 -0.4268E+00  0.0000E+00      -1  -0.402E-02   20.00
  89   -88.0000     -31.517 0.2132   0.4879E+00  0.3524E-02 -0.4341E+00  0.0000E+00      -1  -0.409E-02   20.00
  90   -89.0000     -31.410 0.2135   0.4923E+00  0.3539E-02 -0.4413E+00  0.0000E+00      -1  -0.416E-02   20.00
  91   -90.0000     -31.310 0.2138   0.4965E+00  0.3553E-02 -0.4485E+00  0.0000E+00      -1  -0.423E-02   20.00
  92   -91.0000     -31.217 0.2141   0.5003E+00  0.3566E-02 -0.4556E+00  0.0000E+00      -1  -0.429E-02   20.00
  93   -92.0000     -31.131 0.2144   0.5039E+00  0.3578E-02 -0.4627E+00  0.0000E+00      -1  -0.436E-02   20.00
  94   -93.0000     -31.053 0.2146   0.5071E+00  0.3589E-02 -0.4697E+00  0.0000E+00      -1  -0.443E-02   20.00
  95   -94.0000     -30.984 0.2149   0.5100E+00  0.3599E-02 -0.4768E+00  0.0000E+00      -1  -0.449E-02   20.00
  96   -95.0000     -30.923 0.2151   0.5125E+00  0.3607E-02 -0.4838E+00  0.0000E+00      -1  -0.456E-02   20.00
  97   -96.0000     -30.872 0.2152   0.5146E+00  0.3614E-02 -0.4907E+00  0.0000E+00      -1  -0.463E-02   20.00
  98   -97.0000     -30.831 0.2154   0.5163E+00  0.3620E-02 -0.4977E+00  0.0000E+00      -1  -0.469E-02   20.00
  99   -98.0000     -30.800 0.2154   0.5176E+00  0.3624E-02 -0.5046E+00  0.0000E+00      -1  -0.476E-02   20.00
 100   -99.0000     -30.781 0.2155   0.5184E+00  0.3627E-02 -0.5116E+00  0.0000E+00      -1  -0.482E-02   20.00
 101  -100.0000     -30.775 0.2155   0.5187E+00  0.3628E-02 -0.5151E+00  0.0000E+00      -1  -0.485E-02   20.00
end


 Time:        3.2000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000 -100000.000 0.0651   0.9987E-15  0.1092E-08  0.7189E-01  0.0000E+00      -1   0.678E-03   20.00
   2    -1.0000    -693.308 0.0754   0.1448E-05  0.1330E-04  0.7246E-01  0.0000E+00      -1   0.683E-03   20.00
   3    -2.0000    -193.141 0.0969   0.2912E-03  0.1458E-03  0.7287E-01  0.0000E+00      -1   0.687E-03   20.00
   4    -3.0000    -125.409 0.1119   0.1888E-02  0.3317E-03  0.7146E-01  0.0000E+00      -1   0.674E-03   20.00
   5    -4.0000    -102.570 0.1211   0.4543E-02  0.4851E-03  0.6827E-01  0.0000E+00      -1   0.643E-03   20.00
   6    -5.0000     -90.696 0.1273   0.7655E-02  0.6061E-03  0.6385E-01  0.0000E+00      -1   0.602E-03   20.00
   7    -6.0000     -83.136 0.1324   0.1106E-01  0.7136E-03  0.5920E-01  0.0000E+00      -1   0.558E-03   20.00
   8    -7.0000     -77.507 0.1361   0.1359E-01  0.7936E-03  0.5493E-01  0.0000E+00      -1   0.518E-03   20.00
   9    -8.0000     -73.165 0.1398   0.1803E-01  0.8859E-03  0.4999E-01  0.0000E+00      -1   0.471E-03   20.00
  10    -9.0000     -69.858 0.1432   0.2284E-01  0.9736E-03  0.4459E-01  0.0000E+00      -1   0.420E-03   20.00
  11   -10.0000     -67.163 0.1459   0.2676E-01  0.1045E-02  0.3963E-01  0.0000E+00      -1   0.374E-03   20.00
  12   -11.0000     -64.854 0.1482   0.3012E-01  0.1106E-02  0.3492E-01  0.0000E+00      -1   0.329E-03   20.00
  13   -12.0000     -62.821 0.1502   0.3307E-01  0.1160E-02  0.3039E-01  0.0000E+00      -1   0.286E-03   20.00
  14   -13.0000     -61.003 0.1521   0.3572E-01  0.1208E-02  0.2601E-01  0.0000E+00      -1   0.245E-03   20.00
  15   -14.0000     -59.372 0.1540   0.3990E-01  0.1264E-02  0.2082E-01  0.0000E+00      -1   0.196E-03   20.00
  16   -15.0000     -57.960 0.1561   0.4641E-01  0.1332E-02  0.1497E-01  0.0000E+00      -1   0.141E-03   20.00
  17   -16.0000     -56.713 0.1580   0.5215E-01  0.1392E-02  0.9479E-02  0.0000E+00      -1   0.893E-04   20.00
  18   -17.0000     -55.589 0.1597   0.5733E-01  0.1447E-02  0.4246E-02  0.0000E+00      -1   0.400E-04   20.00
  19   -18.0000     -54.560 0.1613   0.6206E-01  0.1496E-02 -0.7819E-03  0.0000E+00      -1  -0.737E-05   20.00
  20   -19.0000     -53.611 0.1627   0.6644E-01  0.1542E-02 -0.5639E-02  0.0000E+00      -1  -0.531E-04   20.00
  21   -20.0000     -52.728 0.1640   0.7050E-01  0.1585E-02 -0.1035E-01  0.0000E+00      -1  -0.975E-04   20.00
  22   -21.0000     -51.903 0.1653   0.7430E-01  0.1624E-02 -0.1493E-01  0.0000E+00      -1  -0.141E-03   20.00
  23   -22.0000     -51.129 0.1664   0.7787E-01  0.1662E-02 -0.1939E-01  0.0000E+00      -1  -0.183E-03   20.00
  24   -23.0000     -50.400 0.1675   0.8122E-01  0.1697E-02 -0.2374E-01  0.0000E+00      -1  -0.224E-03   20.00
  25   -24.0000     -49.713 0.1686   0.8439E-01  0.1730E-02 -0.2800E-01  0.0000E+00      -1  -0.264E-03   20.00
  26   -25.0000     -49.064 0.1696   0.8738E-01  0.1761E-02 -0.3217E-01  0.0000E+00      -1  -0.303E-03   20.00
  27   -26.0000     -48.449 0.1705   0.9021E-01  0.1791E-02 -0.3625E-01  0.0000E+00      -1  -0.342E-03   20.00
  28   -27.0000     -47.867 0.1714   0.9289E-01  0.1819E-02 -0.4027E-01  0.0000E+00      -1  -0.380E-03   20.00
  29   -28.0000     -47.312 0.1723   0.9732E-01  0.1853E-02 -0.4510E-01  0.0000E+00      -1  -0.425E-03   20.00
  30   -29.0000     -46.786 0.1735   0.1047E+00  0.1897E-02 -0.5074E-01  0.0000E+00      -1  -0.478E-03   20.00
  31   -30.0000     -46.280 0.1746   0.1119E+00  0.1940E-02 -0.5632E-01  0.0000E+00      -1  -0.531E-03   20.00
  32   -31.0000     -45.793 0.1757   0.1188E+00  0.1981E-02 -0.6185E-01  0.0000E+00      -1  -0.583E-03   20.00
  33   -32.0000     -45.322 0.1767   0.1254E+00  0.2021E-02 -0.6733E-01  0.0000E+00      -1  -0.635E-03   20.00
  34   -33.0000     -44.866 0.1777   0.1319E+00  0.2059E-02 -0.7277E-01  0.0000E+00      -1  -0.686E-03   20.00
  35   -34.0000     -44.426 0.1787   0.1381E+00  0.2096E-02 -0.7817E-01  0.0000E+00      -1  -0.737E-03   20.00
  36   -35.0000     -43.999 0.1797   0.1441E+00  0.2132E-02 -0.8353E-01  0.0000E+00      -1  -0.787E-03   20.00
  37   -36.0000     -43.585 0.1806   0.1500E+00  0.2167E-02 -0.8885E-01  0.0000E+00      -1  -0.837E-03   20.00
  38   -37.0000     -43.184 0.1815   0.1556E+00  0.2201E-02 -0.9413E-01  0.0000E+00      -1  -0.887E-03   20.00
  39   -38.0000     -42.795 0.1823   0.1611E+00  0.2234E-02 -0.9937E-01  0.0000E+00      -1  -0.937E-03   20.00
  40   -39.0000     -42.417 0.1832   0.1665E+00  0.2266E-02 -0.1046E+00  0.0000E+00      -1  -0.986E-03   20.00
  41   -40.0000     -42.051 0.1840   0.1716E+00  0.2297E-02 -0.1097E+00  0.0000E+00      -1  -0.103E-02   20.00
  42   -41.0000     -41.696 0.1848   0.1766E+00  0.2327E-02 -0.1149E+00  0.0000E+00      -1  -0.108E-02   20.00
  43   -42.0000     -41.352 0.1855   0.1815E+00  0.2356E-02 -0.1200E+00  0.0000E+00      -1  -0.113E-02   20.00
  44   -43.0000     -41.018 0.1863   0.1862E+00  0.2384E-02 -0.1250E+00  0.0000E+00      -1  -0.118E-02   20.00
  45   -44.0000     -40.694 0.1870   0.1908E+00  0.2411E-02 -0.1300E+00  0.0000E+00      -1  -0.123E-02   20.00
  46   -45.0000     -40.381 0.1877   0.1952E+00  0.2438E-02 -0.1349E+00  0.0000E+00      -1  -0.127E-02   20.00
  47   -46.0000     -40.077 0.1884   0.1995E+00  0.2463E-02 -0.1399E+00  0.0000E+00      -1  -0.132E-02   20.00
  48   -47.0000     -39.783 0.1890   0.2037E+00  0.2488E-02 -0.1447E+00  0.0000E+00      -1  -0.136E-02   20.00
  49   -48.0000     -39.498 0.1896   0.2077E+00  0.2512E-02 -0.1495E+00  0.0000E+00      -1  -0.141E-02   20.00
  50   -49.0000     -39.223 0.1902   0.2116E+00  0.2535E-02 -0.1543E+00  0.0000E+00      -1  -0.145E-02   20.00
  51   -50.0000     -38.956 0.1908   0.2154E+00  0.2558E-02 -0.1590E+00  0.0000E+00      -1  -0.150E-02   20.00
  52   -51.0000     -38.699 0.1914   0.2190E+00  0.2579E-02 -0.1636E+00  0.0000E+00      -1  -0.154E-02   20.00
  53   -52.0000     -38.451 0.1920   0.2225E+00  0.2600E-02 -0.1682E+00  0.0000E+00      -1  -0.159E-02   20.00
  54   -53.0000     -38.211 0.1925   0.2259E+00  0.2621E-02 -0.1728E+00  0.0000E+00      -1  -0.163E-02   20.00
  55   -54.0000     -37.981 0.1930   0.2292E+00  0.2640E-02 -0.1772E+00  0.0000E+00      -1  -0.167E-02   20.00
  56   -55.0000     -37.758 0.1935   0.2323E+00  0.2659E-02 -0.1821E+00  0.0000E+00      -1  -0.172E-02   20.00
