 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   2. 1.2023    Time:  10:36:27
 Units: L = cm   , T = days , M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  26   -25.0000    -211.446 0.1899   0.3311E-02  0.2893E-03  0.1423E-01  0.0000E+00      -1   0.570E-03   20.00
  27   -26.0000    -206.226 0.1913   0.3544E-02  0.2991E-03  0.1470E-01  0.0000E+00      -1   0.589E-03   20.00
  28   -27.0000    -201.144 0.1927   0.3772E-02  0.3087E-03  0.1516E-01  0.0000E+00      -1   0.607E-03   20.00
  29   -28.0000    -196.183 0.1941   0.3994E-02  0.3181E-03  0.1560E-01  0.0000E+00      -1   0.625E-03   20.00
  30   -29.0000    -191.341 0.1954   0.4244E-02  0.3278E-03  0.1612E-01  0.0000E+00      -1   0.646E-03   20.00
  31   -30.0000    -186.711 0.1972   0.4798E-02  0.3430E-03  0.1669E-01  0.0000E+00      -1   0.669E-03   20.00
  32   -31.0000    -182.358 0.1989   0.5320E-02  0.3572E-03  0.1723E-01  0.0000E+00      -1   0.690E-03   20.00
  33   -32.0000    -178.217 0.2005   0.5815E-02  0.3707E-03  0.1774E-01  0.0000E+00      -1   0.711E-03   20.00
  34   -33.0000    -174.244 0.2020   0.6291E-02  0.3837E-03  0.1824E-01  0.0000E+00      -1   0.731E-03   20.00
  35   -34.0000    -170.410 0.2035   0.6750E-02  0.3962E-03  0.1870E-01  0.0000E+00      -1   0.749E-03   20.00
  36   -35.0000    -166.695 0.2049   0.7195E-02  0.4084E-03  0.1915E-01  0.0000E+00      -1   0.767E-03   20.00
  37   -36.0000    -163.081 0.2063   0.7627E-02  0.4202E-03  0.1957E-01  0.0000E+00      -1   0.784E-03   20.00
  38   -37.0000    -159.558 0.2077   0.8049E-02  0.4317E-03  0.1997E-01  0.0000E+00      -1   0.800E-03   20.00
  39   -38.0000    -156.116 0.2090   0.8461E-02  0.4429E-03  0.2034E-01  0.0000E+00      -1   0.815E-03   20.00
  40   -39.0000    -152.748 0.2103   0.8864E-02  0.4539E-03  0.2068E-01  0.0000E+00      -1   0.829E-03   20.00
  41   -40.0000    -149.506 0.2119   0.9738E-02  0.4702E-03  0.2106E-01  0.0000E+00      -1   0.844E-03   20.00
  42   -41.0000    -146.426 0.2136   0.1071E-01  0.4872E-03  0.2145E-01  0.0000E+00      -1   0.859E-03   20.00
  43   -42.0000    -143.490 0.2152   0.1163E-01  0.5035E-03  0.2178E-01  0.0000E+00      -1   0.873E-03   20.00
  44   -43.0000    -140.673 0.2167   0.1252E-01  0.5191E-03  0.2207E-01  0.0000E+00      -1   0.884E-03   20.00
  45   -44.0000    -137.959 0.2181   0.1338E-01  0.5341E-03  0.2231E-01  0.0000E+00      -1   0.894E-03   20.00
  46   -45.0000    -135.333 0.2195   0.1421E-01  0.5487E-03  0.2250E-01  0.0000E+00      -1   0.902E-03   20.00
  47   -46.0000    -132.786 0.2209   0.1501E-01  0.5628E-03  0.2265E-01  0.0000E+00      -1   0.907E-03   20.00
  48   -47.0000    -130.312 0.2222   0.1579E-01  0.5765E-03  0.2274E-01  0.0000E+00      -1   0.911E-03   20.00
  49   -48.0000    -127.903 0.2235   0.1655E-01  0.5899E-03  0.2279E-01  0.0000E+00      -1   0.913E-03   20.00
  50   -49.0000    -125.555 0.2248   0.1729E-01  0.6029E-03  0.2279E-01  0.0000E+00      -1   0.913E-03   20.00
  51   -50.0000    -123.265 0.2260   0.1801E-01  0.6156E-03  0.2273E-01  0.0000E+00      -1   0.911E-03   20.00
  52   -51.0000    -121.029 0.2272   0.1871E-01  0.6279E-03  0.2262E-01  0.0000E+00      -1   0.906E-03   20.00
  53   -52.0000    -118.869 0.2287   0.2018E-01  0.6456E-03  0.2242E-01  0.0000E+00      -1   0.898E-03   20.00
  54   -53.0000    -116.809 0.2302   0.2185E-01  0.6645E-03  0.2212E-01  0.0000E+00      -1   0.886E-03   20.00
  55   -54.0000    -114.839 0.2317   0.2345E-01  0.6825E-03  0.2176E-01  0.0000E+00      -1   0.872E-03   20.00
  56   -55.0000    -112.949 0.2330   0.2498E-01  0.6998E-03  0.2133E-01  0.0000E+00      -1   0.854E-03   20.00
  57   -56.0000    -111.129 0.2344   0.2646E-01  0.7164E-03  0.2082E-01  0.0000E+00      -1   0.834E-03   20.00
  58   -57.0000    -109.373 0.2357   0.2789E-01  0.7325E-03  0.2025E-01  0.0000E+00      -1   0.811E-03   20.00
  59   -58.0000    -107.675 0.2369   0.2927E-01  0.7480E-03  0.1961E-01  0.0000E+00      -1   0.785E-03   20.00
  60   -59.0000    -106.031 0.2381   0.3060E-01  0.7631E-03  0.1889E-01  0.0000E+00      -1   0.757E-03   20.00
  61   -60.0000    -104.439 0.2393   0.3189E-01  0.7776E-03  0.1810E-01  0.0000E+00      -1   0.725E-03   20.00
  62   -61.0000    -102.895 0.2404   0.3315E-01  0.7917E-03  0.1723E-01  0.0000E+00      -1   0.690E-03   20.00
  63   -62.0000    -101.398 0.2415   0.3436E-01  0.8054E-03  0.1629E-01  0.0000E+00      -1   0.653E-03   20.00
  64   -63.0000     -99.946 0.2426   0.3554E-01  0.8187E-03  0.1528E-01  0.0000E+00      -1   0.612E-03   20.00
  65   -64.0000     -98.537 0.2437   0.3668E-01  0.8316E-03  0.1418E-01  0.0000E+00      -1   0.568E-03   20.00
  66   -65.0000     -97.172 0.2447   0.3779E-01  0.8441E-03  0.1302E-01  0.0000E+00      -1   0.522E-03   20.00
  67   -66.0000     -95.848 0.2456   0.3887E-01  0.8562E-03  0.1178E-01  0.0000E+00      -1   0.472E-03   20.00
  68   -67.0000     -94.569 0.2468   0.4098E-01  0.8727E-03  0.1024E-01  0.0000E+00      -1   0.410E-03   20.00
  69   -68.0000     -93.347 0.2480   0.4346E-01  0.8905E-03  0.8414E-02  0.0000E+00      -1   0.337E-03   20.00
  70   -69.0000     -92.180 0.2492   0.4583E-01  0.9075E-03  0.6523E-02  0.0000E+00      -1   0.261E-03   20.00
  71   -70.0000     -91.061 0.2503   0.4810E-01  0.9238E-03  0.4566E-02  0.0000E+00      -1   0.183E-03   20.00
  72   -71.0000     -89.989 0.2514   0.5028E-01  0.9394E-03  0.2543E-02  0.0000E+00      -1   0.102E-03   20.00
  73   -72.0000     -88.959 0.2524   0.5237E-01  0.9544E-03  0.4533E-03  0.0000E+00      -1   0.182E-04   20.00
  74   -73.0000     -87.971 0.2534   0.5438E-01  0.9688E-03 -0.1703E-02  0.0000E+00      -1  -0.682E-04   20.00
  75   -74.0000     -87.021 0.2543   0.5631E-01  0.9826E-03 -0.3926E-02  0.0000E+00      -1  -0.157E-03   20.00
  76   -75.0000     -86.109 0.2552   0.5816E-01  0.9959E-03 -0.6214E-02  0.0000E+00      -1  -0.249E-03   20.00
  77   -76.0000     -85.234 0.2561   0.5993E-01  0.1009E-02 -0.8566E-02  0.0000E+00      -1  -0.343E-03   20.00
  78   -77.0000     -84.395 0.2569   0.6164E-01  0.1021E-02 -0.1098E-01  0.0000E+00      -1  -0.440E-03   20.00
  79   -78.0000     -83.590 0.2577   0.6327E-01  0.1033E-02 -0.1346E-01  0.0000E+00      -1  -0.539E-03   20.00
  80   -79.0000     -82.820 0.2585   0.6483E-01  0.1044E-02 -0.1599E-01  0.0000E+00      -1  -0.641E-03   20.00
  81   -80.0000     -82.083 0.2592   0.6633E-01  0.1054E-02 -0.1858E-01  0.0000E+00      -1  -0.745E-03   20.00
  82   -81.0000     -81.380 0.2599   0.6776E-01  0.1065E-02 -0.2123E-01  0.0000E+00      -1  -0.851E-03   20.00
  83   -82.0000     -80.710 0.2606   0.6912E-01  0.1074E-02 -0.2393E-01  0.0000E+00      -1  -0.959E-03   20.00
  84   -83.0000     -80.072 0.2612   0.7041E-01  0.1084E-02 -0.2668E-01  0.0000E+00      -1  -0.107E-02   20.00
  85   -84.0000     -79.467 0.2618   0.7164E-01  0.1093E-02 -0.2947E-01  0.0000E+00      -1  -0.118E-02   20.00
  86   -85.0000     -78.895 0.2624   0.7280E-01  0.1101E-02 -0.3231E-01  0.0000E+00      -1  -0.129E-02   20.00
  87   -86.0000     -78.355 0.2629   0.7390E-01  0.1109E-02 -0.3519E-01  0.0000E+00      -1  -0.141E-02   20.00
  88   -87.0000     -77.847 0.2634   0.7493E-01  0.1116E-02 -0.3811E-01  0.0000E+00      -1  -0.153E-02   20.00
  89   -88.0000     -77.372 0.2639   0.7589E-01  0.1123E-02 -0.4107E-01  0.0000E+00      -1  -0.165E-02   20.00
  90   -89.0000     -76.930 0.2643   0.7679E-01  0.1129E-02 -0.4406E-01  0.0000E+00      -1  -0.177E-02   20.00
  91   -90.0000     -76.520 0.2647   0.7763E-01  0.1135E-02 -0.4708E-01  0.0000E+00      -1  -0.189E-02   20.00
  92   -91.0000     -76.143 0.2651   0.7839E-01  0.1141E-02 -0.5013E-01  0.0000E+00      -1  -0.201E-02   20.00
  93   -92.0000     -75.799 0.2654   0.7909E-01  0.1146E-02 -0.5344E-01  0.0000E+00      -1  -0.214E-02   20.00
  94   -93.0000     -75.492 0.2658   0.8015E-01  0.1152E-02 -0.5721E-01  0.0000E+00      -1  -0.229E-02   20.00
  95   -94.0000     -75.225 0.2662   0.8146E-01  0.1157E-02 -0.6122E-01  0.0000E+00      -1  -0.245E-02   20.00
  96   -95.0000     -74.996 0.2665   0.8258E-01  0.1163E-02 -0.6521E-01  0.0000E+00      -1  -0.261E-02   20.00
  97   -96.0000     -74.805 0.2667   0.8351E-01  0.1167E-02 -0.6921E-01  0.0000E+00      -1  -0.277E-02   20.00
  98   -97.0000     -74.654 0.2669   0.8425E-01  0.1170E-02 -0.7320E-01  0.0000E+00      -1  -0.293E-02   20.00
  99   -98.0000     -74.544 0.2670   0.8478E-01  0.1173E-02 -0.7719E-01  0.0000E+00      -1  -0.309E-02   20.00
 100   -99.0000     -74.476 0.2671   0.8512E-01  0.1174E-02 -0.8118E-01  0.0000E+00      -1  -0.325E-02   20.00
 101  -100.0000     -74.453 0.2672   0.8523E-01  0.1175E-02 -0.8318E-01  0.0000E+00      -1  -0.333E-02   20.00
end


 Time:        3.7000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000 -100000.000 0.0816   0.2606E-11  0.2010E-07  0.1782E-01  0.0000E+00      -1   0.714E-03   20.00
   2    -1.0000   -3083.591 0.1032   0.3678E-06  0.4602E-05  0.1765E-01  0.0000E+00      -1   0.707E-03   20.00
   3    -2.0000   -1008.671 0.1251   0.1649E-04  0.2631E-04  0.1696E-01  0.0000E+00      -1   0.679E-03   20.00
   4    -3.0000    -649.172 0.1384   0.7515E-04  0.5240E-04  0.1572E-01  0.0000E+00      -1   0.630E-03   20.00
   5    -4.0000    -520.506 0.1463   0.1600E-03  0.7383E-04  0.1429E-01  0.0000E+00      -1   0.573E-03   20.00
   6    -5.0000    -454.523 0.1516   0.2575E-03  0.9115E-04  0.1286E-01  0.0000E+00      -1   0.515E-03   20.00
   7    -6.0000    -413.426 0.1555   0.3483E-03  0.1051E-03  0.1164E-01  0.0000E+00      -1   0.466E-03   20.00
   8    -7.0000    -383.495 0.1585   0.4215E-03  0.1158E-03  0.1066E-01  0.0000E+00      -1   0.427E-03   20.00
   9    -8.0000    -361.622 0.1615   0.5541E-03  0.1291E-03  0.9891E-02  0.0000E+00      -1   0.396E-03   20.00
  10    -9.0000    -344.758 0.1638   0.6563E-03  0.1394E-03  0.9428E-02  0.0000E+00      -1   0.378E-03   20.00
  11   -10.0000    -330.524 0.1657   0.7425E-03  0.1480E-03  0.9171E-02  0.0000E+00      -1   0.367E-03   20.00
  12   -11.0000    -317.887 0.1675   0.8191E-03  0.1557E-03  0.9071E-02  0.0000E+00      -1   0.363E-03   20.00
  13   -12.0000    -306.287 0.1690   0.8894E-03  0.1628E-03  0.9094E-02  0.0000E+00      -1   0.364E-03   20.00
  14   -13.0000    -295.879 0.1710   0.1052E-02  0.1735E-03  0.9240E-02  0.0000E+00      -1   0.370E-03   20.00
  15   -14.0000    -286.598 0.1728   0.1206E-02  0.1835E-03  0.9487E-02  0.0000E+00      -1   0.380E-03   20.00
  16   -15.0000    -278.054 0.1745   0.1347E-02  0.1927E-03  0.9788E-02  0.0000E+00      -1   0.392E-03   20.00
  17   -16.0000    -270.014 0.1760   0.1480E-02  0.2014E-03  0.1012E-01  0.0000E+00      -1   0.406E-03   20.00
  18   -17.0000    -262.341 0.1775   0.1607E-02  0.2096E-03  0.1048E-01  0.0000E+00      -1   0.420E-03   20.00
  19   -18.0000    -254.944 0.1790   0.1729E-02  0.2176E-03  0.1086E-01  0.0000E+00      -1   0.435E-03   20.00
  20   -19.0000    -247.764 0.1804   0.1848E-02  0.2253E-03  0.1125E-01  0.0000E+00      -1   0.451E-03   20.00
  21   -20.0000    -240.809 0.1818   0.1997E-02  0.2338E-03  0.1172E-01  0.0000E+00      -1   0.470E-03   20.00
  22   -21.0000    -234.216 0.1836   0.2292E-02  0.2462E-03  0.1226E-01  0.0000E+00      -1   0.491E-03   20.00
  23   -22.0000    -228.063 0.1853   0.2567E-02  0.2579E-03  0.1277E-01  0.0000E+00      -1   0.512E-03   20.00
  24   -23.0000    -222.234 0.1869   0.2828E-02  0.2689E-03  0.1328E-01  0.0000E+00      -1   0.532E-03   20.00
  25   -24.0000    -216.654 0.1884   0.3078E-02  0.2794E-03  0.1377E-01  0.0000E+00      -1   0.552E-03   20.00
  26   -25.0000    -211.273 0.1899   0.3318E-02  0.2896E-03  0.1425E-01  0.0000E+00      -1   0.571E-03   20.00
  27   -26.0000    -206.057 0.1913   0.3552E-02  0.2994E-03  0.1471E-01  0.0000E+00      -1   0.590E-03   20.00
  28   -27.0000    -200.980 0.1927   0.3779E-02  0.3090E-03  0.1517E-01  0.0000E+00      -1   0.608E-03   20.00
  29   -28.0000    -196.021 0.1941   0.4001E-02  0.3184E-03  0.1562E-01  0.0000E+00      -1   0.626E-03   20.00
  30   -29.0000    -191.188 0.1955   0.4262E-02  0.3283E-03  0.1613E-01  0.0000E+00      -1   0.646E-03   20.00
  31   -30.0000    -186.568 0.1973   0.4816E-02  0.3434E-03  0.1671E-01  0.0000E+00      -1   0.669E-03   20.00
  32   -31.0000    -182.222 0.1990   0.5336E-02  0.3576E-03  0.1724E-01  0.0000E+00      -1   0.691E-03   20.00
  33   -32.0000    -178.087 0.2005   0.5831E-02  0.3711E-03  0.1775E-01  0.0000E+00      -1   0.711E-03   20.00
  34   -33.0000    -174.121 0.2021   0.6306E-02  0.3841E-03  0.1824E-01  0.0000E+00      -1   0.731E-03   20.00
  35   -34.0000    -170.293 0.2036   0.6764E-02  0.3966E-03  0.1870E-01  0.0000E+00      -1   0.749E-03   20.00
  36   -35.0000    -166.584 0.2050   0.7208E-02  0.4087E-03  0.1914E-01  0.0000E+00      -1   0.767E-03   20.00
  37   -36.0000    -162.977 0.2064   0.7640E-02  0.4205E-03  0.1955E-01  0.0000E+00      -1   0.783E-03   20.00
  38   -37.0000    -159.461 0.2077   0.8061E-02  0.4320E-03  0.1994E-01  0.0000E+00      -1   0.799E-03   20.00
  39   -38.0000    -156.025 0.2091   0.8472E-02  0.4432E-03  0.2031E-01  0.0000E+00      -1   0.814E-03   20.00
  40   -39.0000    -152.664 0.2103   0.8874E-02  0.4542E-03  0.2064E-01  0.0000E+00      -1   0.827E-03   20.00
  41   -40.0000    -149.431 0.2120   0.9762E-02  0.4706E-03  0.2101E-01  0.0000E+00      -1   0.842E-03   20.00
  42   -41.0000    -146.361 0.2136   0.1073E-01  0.4876E-03  0.2139E-01  0.0000E+00      -1   0.857E-03   20.00
  43   -42.0000    -143.434 0.2152   0.1165E-01  0.5038E-03  0.2171E-01  0.0000E+00      -1   0.870E-03   20.00
  44   -43.0000    -140.627 0.2167   0.1254E-01  0.5194E-03  0.2199E-01  0.0000E+00      -1   0.881E-03   20.00
  45   -44.0000    -137.921 0.2182   0.1339E-01  0.5343E-03  0.2221E-01  0.0000E+00      -1   0.890E-03   20.00
  46   -45.0000    -135.304 0.2196   0.1421E-01  0.5488E-03  0.2239E-01  0.0000E+00      -1   0.897E-03   20.00
  47   -46.0000    -132.767 0.2209   0.1501E-01  0.5629E-03  0.2252E-01  0.0000E+00      -1   0.902E-03   20.00
  48   -47.0000    -130.301 0.2222   0.1579E-01  0.5766E-03  0.2260E-01  0.0000E+00      -1   0.906E-03   20.00
  49   -48.0000    -127.902 0.2235   0.1655E-01  0.5899E-03  0.2263E-01  0.0000E+00      -1   0.907E-03   20.00
  50   -49.0000    -125.563 0.2248   0.1728E-01  0.6028E-03  0.2261E-01  0.0000E+00      -1   0.906E-03   20.00
  51   -50.0000    -123.283 0.2260   0.1800E-01  0.6155E-03  0.2254E-01  0.0000E+00      -1   0.903E-03   20.00
  52   -51.0000    -121.058 0.2272   0.1870E-01  0.6278E-03  0.2242E-01  0.0000E+00      -1   0.898E-03   20.00
  53   -52.0000    -118.908 0.2287   0.2015E-01  0.6453E-03  0.2220E-01  0.0000E+00      -1   0.889E-03   20.00
  54   -53.0000    -116.856 0.2302   0.2181E-01  0.6640E-03  0.2188E-01  0.0000E+00      -1   0.877E-03   20.00
  55   -54.0000    -114.896 0.2316   0.2340E-01  0.6820E-03  0.2150E-01  0.0000E+00      -1   0.861E-03   20.00
  56   -55.0000    -113.015 0.2330   0.2493E-01  0.6992E-03  0.2105E-01  0.0000E+00      -1   0.843E-03   20.00
  57   -56.0000    -111.205 0.2343   0.2640E-01  0.7157E-03  0.2053E-01  0.0000E+00      -1   0.822E-03   20.00
  58   -57.0000    -109.458 0.2356   0.2782E-01  0.7317E-03  0.1993E-01  0.0000E+00      -1   0.799E-03   20.00
  59   -58.0000    -107.769 0.2369   0.2919E-01  0.7472E-03  0.1927E-01  0.0000E+00      -1   0.772E-03   20.00
  60   -59.0000    -106.136 0.2381   0.3052E-01  0.7621E-03  0.1854E-01  0.0000E+00      -1   0.743E-03   20.00
  61   -60.0000    -104.553 0.2392   0.3180E-01  0.7766E-03  0.1773E-01  0.0000E+00      -1   0.710E-03   20.00
  62   -61.0000    -103.019 0.2404   0.3305E-01  0.7906E-03  0.1685E-01  0.0000E+00      -1   0.675E-03   20.00
  63   -62.0000    -101.532 0.2414   0.3425E-01  0.8042E-03  0.1590E-01  0.0000E+00      -1   0.637E-03   20.00
  64   -63.0000    -100.090 0.2425   0.3542E-01  0.8174E-03  0.1488E-01  0.0000E+00      -1   0.596E-03   20.00
  65   -64.0000     -98.691 0.2435   0.3656E-01  0.8302E-03  0.1379E-01  0.0000E+00      -1   0.552E-03   20.00
  66   -65.0000     -97.334 0.2445   0.3766E-01  0.8426E-03  0.1262E-01  0.0000E+00      -1   0.506E-03   20.00
  67   -66.0000     -96.020 0.2455   0.3873E-01  0.8546E-03  0.1139E-01  0.0000E+00      -1   0.456E-03   20.00
  68   -67.0000     -94.748 0.2466   0.4062E-01  0.8701E-03  0.9869E-02  0.0000E+00      -1   0.395E-03   20.00
  69   -68.0000     -93.534 0.2478   0.4309E-01  0.8878E-03  0.8051E-02  0.0000E+00      -1   0.323E-03   20.00
  70   -69.0000     -92.373 0.2490   0.4544E-01  0.9047E-03  0.6165E-02  0.0000E+00      -1   0.247E-03   20.00
  71   -70.0000     -91.261 0.2501   0.4770E-01  0.9209E-03  0.4213E-02  0.0000E+00      -1   0.169E-03   20.00
  72   -71.0000     -90.195 0.2511   0.4986E-01  0.9364E-03  0.2195E-02  0.0000E+00      -1   0.879E-04   20.00
  73   -72.0000     -89.172 0.2522   0.5194E-01  0.9513E-03  0.1119E-03  0.0000E+00      -1   0.448E-05   20.00
  74   -73.0000     -88.190 0.2531   0.5393E-01  0.9656E-03 -0.2036E-02  0.0000E+00      -1  -0.816E-04   20.00
  75   -74.0000     -87.247 0.2541   0.5585E-01  0.9793E-03 -0.4247E-02  0.0000E+00      -1  -0.170E-03   20.00
  76   -75.0000     -86.342 0.2550   0.5769E-01  0.9925E-03 -0.6521E-02  0.0000E+00      -1  -0.261E-03   20.00
  77   -76.0000     -85.473 0.2558   0.5945E-01  0.1005E-02 -0.8857E-02  0.0000E+00      -1  -0.355E-03   20.00
  78   -77.0000     -84.639 0.2567   0.6114E-01  0.1017E-02 -0.1125E-01  0.0000E+00      -1  -0.451E-03   20.00
  79   -78.0000     -83.840 0.2575   0.6276E-01  0.1029E-02 -0.1371E-01  0.0000E+00      -1  -0.549E-03   20.00
  80   -79.0000     -83.075 0.2582   0.6432E-01  0.1040E-02 -0.1622E-01  0.0000E+00      -1  -0.650E-03   20.00
  81   -80.0000     -82.344 0.2589   0.6580E-01  0.1051E-02 -0.1878E-01  0.0000E+00      -1  -0.752E-03   20.00
  82   -81.0000     -81.646 0.2596   0.6722E-01  0.1061E-02 -0.2140E-01  0.0000E+00      -1  -0.857E-03   20.00
  83   -82.0000     -80.981 0.2603   0.6857E-01  0.1071E-02 -0.2407E-01  0.0000E+00      -1  -0.964E-03   20.00
  84   -83.0000     -80.348 0.2609   0.6985E-01  0.1080E-02 -0.2678E-01  0.0000E+00      -1  -0.107E-02   20.00
  85   -84.0000     -79.748 0.2615   0.7107E-01  0.1088E-02 -0.2955E-01  0.0000E+00      -1  -0.118E-02   20.00
  86   -85.0000     -79.179 0.2621   0.7223E-01  0.1097E-02 -0.3235E-01  0.0000E+00      -1  -0.130E-02   20.00
  87   -86.0000     -78.643 0.2626   0.7331E-01  0.1105E-02 -0.3519E-01  0.0000E+00      -1  -0.141E-02   20.00
  88   -87.0000     -78.139 0.2631   0.7434E-01  0.1112E-02 -0.3808E-01  0.0000E+00      -1  -0.153E-02   20.00
  89   -88.0000     -77.668 0.2636   0.7529E-01  0.1119E-02 -0.4100E-01  0.0000E+00      -1  -0.164E-02   20.00
  90   -89.0000     -77.228 0.2640   0.7619E-01  0.1125E-02 -0.4395E-01  0.0000E+00      -1  -0.176E-02   20.00
  91   -90.0000     -76.822 0.2644   0.7701E-01  0.1131E-02 -0.4693E-01  0.0000E+00      -1  -0.188E-02   20.00
  92   -91.0000     -76.447 0.2648   0.7777E-01  0.1137E-02 -0.4995E-01  0.0000E+00      -1  -0.200E-02   20.00
  93   -92.0000     -76.106 0.2651   0.7847E-01  0.1141E-02 -0.5299E-01  0.0000E+00      -1  -0.212E-02   20.00
  94   -93.0000     -75.798 0.2654   0.7909E-01  0.1146E-02 -0.5628E-01  0.0000E+00      -1  -0.225E-02   20.00
  95   -94.0000     -75.528 0.2658   0.7998E-01  0.1151E-02 -0.6003E-01  0.0000E+00      -1  -0.240E-02   20.00
  96   -95.0000     -75.298 0.2661   0.8110E-01  0.1156E-02 -0.6399E-01  0.0000E+00      -1  -0.256E-02   20.00
  97   -96.0000     -75.107 0.2663   0.8203E-01  0.1160E-02 -0.6794E-01  0.0000E+00      -1  -0.272E-02   20.00
  98   -97.0000     -74.955 0.2665   0.8278E-01  0.1163E-02 -0.7189E-01  0.0000E+00      -1  -0.288E-02   20.00
  99   -98.0000     -74.845 0.2667   0.8332E-01  0.1166E-02 -0.7583E-01  0.0000E+00      -1  -0.304E-02   20.00
 100   -99.0000     -74.777 0.2667   0.8365E-01  0.1167E-02 -0.7977E-01  0.0000E+00      -1  -0.320E-02   20.00
 101  -100.0000     -74.753 0.2668   0.8376E-01  0.1168E-02 -0.8174E-01  0.0000E+00      -1  -0.327E-02   20.00
end


 Time:        3.8000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000 -100000.000 0.0816   0.2606E-11  0.2010E-07  0.1764E-01  0.0000E+00      -1   0.707E-03   20.00
   2    -1.0000   -3089.508 0.1032   0.3640E-06  0.4584E-05  0.1748E-01  0.0000E+00      -1   0.700E-03   20.00
   3    -2.0000   -1013.087 0.1250   0.1633E-04  0.2616E-04  0.1682E-01  0.0000E+00      -1   0.674E-03   20.00
   4    -3.0000    -652.089 0.1382   0.7431E-04  0.5209E-04  0.1563E-01  0.0000E+00      -1   0.626E-03   20.00
   5    -4.0000    -522.599 0.1461   0.1584E-03  0.7344E-04  0.1425E-01  0.0000E+00      -1   0.571E-03   20.00
   6    -5.0000    -455.966 0.1515   0.2543E-03  0.9066E-04  0.1285E-01  0.0000E+00      -1   0.515E-03   20.00
   7    -6.0000    -414.454 0.1554   0.3460E-03  0.1048E-03  0.1167E-01  0.0000E+00      -1   0.467E-03   20.00
   8    -7.0000    -384.178 0.1584   0.4174E-03  0.1154E-03  0.1071E-01  0.0000E+00      -1   0.429E-03   20.00
   9    -8.0000    -362.040 0.1614   0.5515E-03  0.1289E-03  0.9955E-02  0.0000E+00      -1   0.399E-03   20.00
  10    -9.0000    -345.008 0.1638   0.6547E-03  0.1392E-03  0.9499E-02  0.0000E+00      -1   0.381E-03   20.00
  11   -10.0000    -330.649 0.1657   0.7418E-03  0.1479E-03  0.9243E-02  0.0000E+00      -1   0.370E-03   20.00
  12   -11.0000    -317.913 0.1675   0.8189E-03  0.1557E-03  0.9141E-02  0.0000E+00      -1   0.366E-03   20.00
  13   -12.0000    -306.234 0.1691   0.8897E-03  0.1628E-03  0.9159E-02  0.0000E+00      -1   0.367E-03   20.00
  14   -13.0000    -295.772 0.1710   0.1054E-02  0.1736E-03  0.9299E-02  0.0000E+00      -1   0.373E-03   20.00
  15   -14.0000    -286.458 0.1728   0.1208E-02  0.1837E-03  0.9539E-02  0.0000E+00      -1   0.382E-03   20.00
  16   -15.0000    -277.892 0.1745   0.1349E-02  0.1929E-03  0.9833E-02  0.0000E+00      -1   0.394E-03   20.00
  17   -16.0000    -269.837 0.1761   0.1483E-02  0.2016E-03  0.1016E-01  0.0000E+00      -1   0.407E-03   20.00
  18   -17.0000    -262.152 0.1776   0.1610E-02  0.2098E-03  0.1052E-01  0.0000E+00      -1   0.421E-03   20.00
  19   -18.0000    -254.748 0.1790   0.1732E-02  0.2178E-03  0.1089E-01  0.0000E+00      -1   0.436E-03   20.00
  20   -19.0000    -247.561 0.1804   0.1851E-02  0.2256E-03  0.1128E-01  0.0000E+00      -1   0.452E-03   20.00
  21   -20.0000    -240.610 0.1819   0.2006E-02  0.2342E-03  0.1175E-01  0.0000E+00      -1   0.471E-03   20.00
  22   -21.0000    -234.025 0.1837   0.2300E-02  0.2466E-03  0.1229E-01  0.0000E+00      -1   0.492E-03   20.00
  23   -22.0000    -227.878 0.1854   0.2575E-02  0.2582E-03  0.1280E-01  0.0000E+00      -1   0.513E-03   20.00
  24   -23.0000    -222.054 0.1870   0.2836E-02  0.2692E-03  0.1330E-01  0.0000E+00      -1   0.533E-03   20.00
  25   -24.0000    -216.478 0.1885   0.3085E-02  0.2797E-03  0.1379E-01  0.0000E+00      -1   0.552E-03   20.00
  26   -25.0000    -211.101 0.1900   0.3326E-02  0.2899E-03  0.1427E-01  0.0000E+00      -1   0.572E-03   20.00
  27   -26.0000    -205.889 0.1914   0.3559E-02  0.2997E-03  0.1473E-01  0.0000E+00      -1   0.590E-03   20.00
  28   -27.0000    -200.815 0.1928   0.3786E-02  0.3093E-03  0.1519E-01  0.0000E+00      -1   0.608E-03   20.00
  29   -28.0000    -195.861 0.1941   0.4008E-02  0.3187E-03  0.1563E-01  0.0000E+00      -1   0.626E-03   20.00
  30   -29.0000    -191.035 0.1956   0.4281E-02  0.3288E-03  0.1615E-01  0.0000E+00      -1   0.647E-03   20.00
