 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   2. 1.2023    Time:  10:36:27
 Units: L = cm   , T = days , M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  57   -56.0000    -121.035 0.2272   0.1871E-01  0.6279E-03  0.6857E-02  0.0000E+00      -1   0.275E-03   20.00
  58   -57.0000    -119.692 0.2281   0.1951E-01  0.6381E-03  0.6128E-02  0.0000E+00      -1   0.246E-03   20.00
  59   -58.0000    -118.407 0.2290   0.2055E-01  0.6498E-03  0.5272E-02  0.0000E+00      -1   0.211E-03   20.00
  60   -59.0000    -117.177 0.2299   0.2155E-01  0.6611E-03  0.4403E-02  0.0000E+00      -1   0.176E-03   20.00
  61   -60.0000    -115.997 0.2308   0.2251E-01  0.6719E-03  0.3523E-02  0.0000E+00      -1   0.141E-03   20.00
  62   -61.0000    -114.863 0.2316   0.2343E-01  0.6823E-03  0.2631E-02  0.0000E+00      -1   0.105E-03   20.00
  63   -62.0000    -113.772 0.2324   0.2432E-01  0.6922E-03  0.1728E-02  0.0000E+00      -1   0.692E-04   20.00
  64   -63.0000    -112.720 0.2332   0.2517E-01  0.7019E-03  0.8135E-03  0.0000E+00      -1   0.326E-04   20.00
  65   -64.0000    -111.707 0.2340   0.2599E-01  0.7111E-03 -0.1124E-03  0.0000E+00      -1  -0.450E-05   20.00
  66   -65.0000    -110.728 0.2347   0.2679E-01  0.7201E-03 -0.1050E-02  0.0000E+00      -1  -0.421E-04   20.00
  67   -66.0000    -109.784 0.2354   0.2755E-01  0.7287E-03 -0.1999E-02  0.0000E+00      -1  -0.801E-04   20.00
  68   -67.0000    -108.873 0.2360   0.2829E-01  0.7371E-03 -0.2959E-02  0.0000E+00      -1  -0.119E-03   20.00
  69   -68.0000    -107.993 0.2367   0.2901E-01  0.7451E-03 -0.3931E-02  0.0000E+00      -1  -0.157E-03   20.00
  70   -69.0000    -107.144 0.2373   0.2970E-01  0.7529E-03 -0.4913E-02  0.0000E+00      -1  -0.197E-03   20.00
  71   -70.0000    -106.324 0.2379   0.3036E-01  0.7604E-03 -0.5906E-02  0.0000E+00      -1  -0.237E-03   20.00
  72   -71.0000    -105.533 0.2385   0.3100E-01  0.7676E-03 -0.6910E-02  0.0000E+00      -1  -0.277E-03   20.00
  73   -72.0000    -104.769 0.2391   0.3162E-01  0.7746E-03 -0.7923E-02  0.0000E+00      -1  -0.317E-03   20.00
  74   -73.0000    -104.034 0.2396   0.3222E-01  0.7813E-03 -0.8947E-02  0.0000E+00      -1  -0.358E-03   20.00
  75   -74.0000    -103.325 0.2401   0.3280E-01  0.7878E-03 -0.9979E-02  0.0000E+00      -1  -0.400E-03   20.00
  76   -75.0000    -102.642 0.2406   0.3335E-01  0.7941E-03 -0.1102E-01  0.0000E+00      -1  -0.442E-03   20.00
  77   -76.0000    -101.985 0.2411   0.3388E-01  0.8001E-03 -0.1207E-01  0.0000E+00      -1  -0.484E-03   20.00
  78   -77.0000    -101.354 0.2416   0.3440E-01  0.8058E-03 -0.1313E-01  0.0000E+00      -1  -0.526E-03   20.00
  79   -78.0000    -100.749 0.2420   0.3489E-01  0.8114E-03 -0.1419E-01  0.0000E+00      -1  -0.569E-03   20.00
  80   -79.0000    -100.168 0.2425   0.3536E-01  0.8167E-03 -0.1527E-01  0.0000E+00      -1  -0.612E-03   20.00
  81   -80.0000     -99.612 0.2429   0.3581E-01  0.8218E-03 -0.1635E-01  0.0000E+00      -1  -0.655E-03   20.00
  82   -81.0000     -99.081 0.2433   0.3624E-01  0.8266E-03 -0.1743E-01  0.0000E+00      -1  -0.698E-03   20.00
  83   -82.0000     -98.574 0.2436   0.3665E-01  0.8313E-03 -0.1853E-01  0.0000E+00      -1  -0.742E-03   20.00
  84   -83.0000     -98.092 0.2440   0.3704E-01  0.8357E-03 -0.1962E-01  0.0000E+00      -1  -0.786E-03   20.00
  85   -84.0000     -97.634 0.2443   0.3742E-01  0.8399E-03 -0.2073E-01  0.0000E+00      -1  -0.830E-03   20.00
  86   -85.0000     -97.200 0.2446   0.3777E-01  0.8438E-03 -0.2184E-01  0.0000E+00      -1  -0.875E-03   20.00
  87   -86.0000     -96.790 0.2449   0.3810E-01  0.8476E-03 -0.2295E-01  0.0000E+00      -1  -0.919E-03   20.00
  88   -87.0000     -96.405 0.2452   0.3841E-01  0.8511E-03 -0.2407E-01  0.0000E+00      -1  -0.964E-03   20.00
  89   -88.0000     -96.043 0.2455   0.3871E-01  0.8544E-03 -0.2519E-01  0.0000E+00      -1  -0.101E-02   20.00
  90   -89.0000     -95.706 0.2457   0.3898E-01  0.8575E-03 -0.2631E-01  0.0000E+00      -1  -0.105E-02   20.00
  91   -90.0000     -95.393 0.2460   0.3931E-01  0.8607E-03 -0.2763E-01  0.0000E+00      -1  -0.111E-02   20.00
  92   -91.0000     -95.110 0.2463   0.3989E-01  0.8648E-03 -0.2913E-01  0.0000E+00      -1  -0.117E-02   20.00
  93   -92.0000     -94.854 0.2465   0.4041E-01  0.8686E-03 -0.3062E-01  0.0000E+00      -1  -0.123E-02   20.00
  94   -93.0000     -94.626 0.2467   0.4087E-01  0.8719E-03 -0.3211E-01  0.0000E+00      -1  -0.129E-02   20.00
  95   -94.0000     -94.425 0.2469   0.4128E-01  0.8748E-03 -0.3359E-01  0.0000E+00      -1  -0.135E-02   20.00
  96   -95.0000     -94.254 0.2471   0.4162E-01  0.8773E-03 -0.3507E-01  0.0000E+00      -1  -0.141E-02   20.00
  97   -96.0000     -94.111 0.2473   0.4191E-01  0.8794E-03 -0.3655E-01  0.0000E+00      -1  -0.146E-02   20.00
  98   -97.0000     -93.998 0.2474   0.4214E-01  0.8810E-03 -0.3802E-01  0.0000E+00      -1  -0.152E-02   20.00
  99   -98.0000     -93.916 0.2475   0.4231E-01  0.8822E-03 -0.3949E-01  0.0000E+00      -1  -0.158E-02   20.00
 100   -99.0000     -93.866 0.2475   0.4241E-01  0.8829E-03 -0.4096E-01  0.0000E+00      -1  -0.164E-02   20.00
 101  -100.0000     -93.848 0.2475   0.4245E-01  0.8832E-03 -0.4170E-01  0.0000E+00      -1  -0.167E-02   20.00
end


 Time:       12.8000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000 -100000.000 0.0816   0.2606E-11  0.2010E-07  0.1235E-01  0.0000E+00      -1   0.495E-03   20.00
   2    -1.0000   -3499.355 0.1016   0.2559E-06  0.3853E-05  0.1233E-01  0.0000E+00      -1   0.494E-03   20.00
   3    -2.0000   -1172.154 0.1214   0.1033E-04  0.2101E-04  0.1227E-01  0.0000E+00      -1   0.492E-03   20.00
   4    -3.0000    -745.670 0.1338   0.4719E-04  0.4222E-04  0.1220E-01  0.0000E+00      -1   0.489E-03   20.00
   5    -4.0000    -586.781 0.1418   0.1069E-03  0.6125E-04  0.1214E-01  0.0000E+00      -1   0.486E-03   20.00
   6    -5.0000    -500.222 0.1476   0.1763E-03  0.7769E-04  0.1210E-01  0.0000E+00      -1   0.485E-03   20.00
   7    -6.0000    -445.853 0.1524   0.2767E-03  0.9410E-04  0.1208E-01  0.0000E+00      -1   0.484E-03   20.00
   8    -7.0000    -407.078 0.1562   0.3623E-03  0.1073E-03  0.1207E-01  0.0000E+00      -1   0.484E-03   20.00
   9    -8.0000    -376.790 0.1594   0.4622E-03  0.1199E-03  0.1209E-01  0.0000E+00      -1   0.484E-03   20.00
  10    -9.0000    -353.119 0.1626   0.6056E-03  0.1343E-03  0.1213E-01  0.0000E+00      -1   0.486E-03   20.00
  11   -10.0000    -333.814 0.1653   0.7226E-03  0.1460E-03  0.1219E-01  0.0000E+00      -1   0.488E-03   20.00
  12   -11.0000    -317.008 0.1676   0.8244E-03  0.1562E-03  0.1227E-01  0.0000E+00      -1   0.492E-03   20.00
  13   -12.0000    -302.118 0.1698   0.9489E-03  0.1668E-03  0.1238E-01  0.0000E+00      -1   0.496E-03   20.00
  14   -13.0000    -289.312 0.1723   0.1161E-02  0.1806E-03  0.1252E-01  0.0000E+00      -1   0.502E-03   20.00
  15   -14.0000    -278.254 0.1744   0.1343E-02  0.1925E-03  0.1267E-01  0.0000E+00      -1   0.508E-03   20.00
  16   -15.0000    -268.317 0.1764   0.1508E-02  0.2032E-03  0.1282E-01  0.0000E+00      -1   0.513E-03   20.00
  17   -16.0000    -259.175 0.1781   0.1659E-02  0.2130E-03  0.1297E-01  0.0000E+00      -1   0.520E-03   20.00
  18   -17.0000    -250.631 0.1798   0.1800E-02  0.2222E-03  0.1313E-01  0.0000E+00      -1   0.526E-03   20.00
  19   -18.0000    -242.558 0.1814   0.1934E-02  0.2309E-03  0.1328E-01  0.0000E+00      -1   0.532E-03   20.00
  20   -19.0000    -235.168 0.1834   0.2249E-02  0.2445E-03  0.1347E-01  0.0000E+00      -1   0.540E-03   20.00
  21   -20.0000    -228.506 0.1852   0.2547E-02  0.2570E-03  0.1368E-01  0.0000E+00      -1   0.548E-03   20.00
  22   -21.0000    -222.376 0.1869   0.2822E-02  0.2686E-03  0.1386E-01  0.0000E+00      -1   0.555E-03   20.00
  23   -22.0000    -216.645 0.1884   0.3078E-02  0.2794E-03  0.1404E-01  0.0000E+00      -1   0.562E-03   20.00
  24   -23.0000    -211.231 0.1899   0.3320E-02  0.2897E-03  0.1420E-01  0.0000E+00      -1   0.569E-03   20.00
  25   -24.0000    -206.077 0.1913   0.3551E-02  0.2994E-03  0.1434E-01  0.0000E+00      -1   0.574E-03   20.00
  26   -25.0000    -201.142 0.1927   0.3772E-02  0.3087E-03  0.1447E-01  0.0000E+00      -1   0.580E-03   20.00
  27   -26.0000    -196.397 0.1940   0.3984E-02  0.3177E-03  0.1458E-01  0.0000E+00      -1   0.584E-03   20.00
  28   -27.0000    -191.817 0.1953   0.4189E-02  0.3263E-03  0.1467E-01  0.0000E+00      -1   0.588E-03   20.00
  29   -28.0000    -187.508 0.1969   0.4703E-02  0.3404E-03  0.1476E-01  0.0000E+00      -1   0.591E-03   20.00
  30   -29.0000    -183.512 0.1985   0.5181E-02  0.3534E-03  0.1484E-01  0.0000E+00      -1   0.595E-03   20.00
  31   -30.0000    -179.761 0.1999   0.5630E-02  0.3657E-03  0.1489E-01  0.0000E+00      -1   0.597E-03   20.00
  32   -31.0000    -176.209 0.2013   0.6056E-02  0.3773E-03  0.1492E-01  0.0000E+00      -1   0.598E-03   20.00
  33   -32.0000    -172.825 0.2026   0.6461E-02  0.3883E-03  0.1491E-01  0.0000E+00      -1   0.598E-03   20.00
  34   -33.0000    -169.585 0.2038   0.6849E-02  0.3989E-03  0.1489E-01  0.0000E+00      -1   0.597E-03   20.00
  35   -34.0000    -166.471 0.2050   0.7221E-02  0.4091E-03  0.1484E-01  0.0000E+00      -1   0.595E-03   20.00
  36   -35.0000    -163.470 0.2062   0.7581E-02  0.4189E-03  0.1476E-01  0.0000E+00      -1   0.592E-03   20.00
  37   -36.0000    -160.572 0.2073   0.7928E-02  0.4284E-03  0.1467E-01  0.0000E+00      -1   0.588E-03   20.00
  38   -37.0000    -157.767 0.2084   0.8263E-02  0.4375E-03  0.1454E-01  0.0000E+00      -1   0.583E-03   20.00
  39   -38.0000    -155.049 0.2094   0.8589E-02  0.4464E-03  0.1440E-01  0.0000E+00      -1   0.577E-03   20.00
  40   -39.0000    -152.412 0.2104   0.8904E-02  0.4550E-03  0.1423E-01  0.0000E+00      -1   0.570E-03   20.00
  41   -40.0000    -149.886 0.2117   0.9618E-02  0.4680E-03  0.1400E-01  0.0000E+00      -1   0.561E-03   20.00
  42   -41.0000    -147.500 0.2130   0.1037E-01  0.4813E-03  0.1371E-01  0.0000E+00      -1   0.549E-03   20.00
  43   -42.0000    -145.236 0.2142   0.1108E-01  0.4938E-03  0.1339E-01  0.0000E+00      -1   0.537E-03   20.00
  44   -43.0000    -143.078 0.2154   0.1176E-01  0.5058E-03  0.1306E-01  0.0000E+00      -1   0.523E-03   20.00
  45   -44.0000    -141.012 0.2165   0.1242E-01  0.5172E-03  0.1270E-01  0.0000E+00      -1   0.509E-03   20.00
  46   -45.0000    -139.029 0.2176   0.1304E-01  0.5282E-03  0.1232E-01  0.0000E+00      -1   0.494E-03   20.00
  47   -46.0000    -137.120 0.2186   0.1364E-01  0.5388E-03  0.1192E-01  0.0000E+00      -1   0.478E-03   20.00
  48   -47.0000    -135.279 0.2196   0.1422E-01  0.5490E-03  0.1150E-01  0.0000E+00      -1   0.461E-03   20.00
  49   -48.0000    -133.501 0.2205   0.1478E-01  0.5588E-03  0.1105E-01  0.0000E+00      -1   0.443E-03   20.00
  50   -49.0000    -131.782 0.2214   0.1532E-01  0.5684E-03  0.1059E-01  0.0000E+00      -1   0.424E-03   20.00
  51   -50.0000    -130.118 0.2223   0.1585E-01  0.5776E-03  0.1010E-01  0.0000E+00      -1   0.405E-03   20.00
  52   -51.0000    -128.506 0.2232   0.1636E-01  0.5865E-03  0.9598E-02  0.0000E+00      -1   0.385E-03   20.00
  53   -52.0000    -126.943 0.2240   0.1685E-01  0.5952E-03  0.9073E-02  0.0000E+00      -1   0.363E-03   20.00
  54   -53.0000    -125.428 0.2249   0.1733E-01  0.6036E-03  0.8529E-02  0.0000E+00      -1   0.342E-03   20.00
  55   -54.0000    -123.958 0.2256   0.1779E-01  0.6117E-03  0.7966E-02  0.0000E+00      -1   0.319E-03   20.00
  56   -55.0000    -122.532 0.2264   0.1824E-01  0.6196E-03  0.7387E-02  0.0000E+00      -1   0.296E-03   20.00
  57   -56.0000    -121.147 0.2271   0.1868E-01  0.6273E-03  0.6790E-02  0.0000E+00      -1   0.272E-03   20.00
  58   -57.0000    -119.807 0.2280   0.1942E-01  0.6370E-03  0.6065E-02  0.0000E+00      -1   0.243E-03   20.00
  59   -58.0000    -118.524 0.2289   0.2046E-01  0.6488E-03  0.5213E-02  0.0000E+00      -1   0.209E-03   20.00
  60   -59.0000    -117.296 0.2298   0.2146E-01  0.6600E-03  0.4348E-02  0.0000E+00      -1   0.174E-03   20.00
  61   -60.0000    -116.117 0.2307   0.2241E-01  0.6708E-03  0.3472E-02  0.0000E+00      -1   0.139E-03   20.00
  62   -61.0000    -114.985 0.2315   0.2333E-01  0.6811E-03  0.2583E-02  0.0000E+00      -1   0.103E-03   20.00
  63   -62.0000    -113.895 0.2323   0.2422E-01  0.6911E-03  0.1683E-02  0.0000E+00      -1   0.674E-04   20.00
  64   -63.0000    -112.845 0.2331   0.2507E-01  0.7007E-03  0.7711E-03  0.0000E+00      -1   0.309E-04   20.00
  65   -64.0000    -111.833 0.2339   0.2589E-01  0.7100E-03 -0.1523E-03  0.0000E+00      -1  -0.610E-05   20.00
  66   -65.0000    -110.856 0.2346   0.2668E-01  0.7189E-03 -0.1087E-02  0.0000E+00      -1  -0.436E-04   20.00
  67   -66.0000    -109.914 0.2353   0.2745E-01  0.7275E-03 -0.2033E-02  0.0000E+00      -1  -0.815E-04   20.00
  68   -67.0000    -109.004 0.2359   0.2819E-01  0.7359E-03 -0.2990E-02  0.0000E+00      -1  -0.120E-03   20.00
  69   -68.0000    -108.126 0.2366   0.2890E-01  0.7439E-03 -0.3959E-02  0.0000E+00      -1  -0.159E-03   20.00
  70   -69.0000    -107.278 0.2372   0.2959E-01  0.7517E-03 -0.4937E-02  0.0000E+00      -1  -0.198E-03   20.00
  71   -70.0000    -106.459 0.2378   0.3025E-01  0.7591E-03 -0.5927E-02  0.0000E+00      -1  -0.237E-03   20.00
  72   -71.0000    -105.669 0.2384   0.3089E-01  0.7664E-03 -0.6927E-02  0.0000E+00      -1  -0.278E-03   20.00
  73   -72.0000    -104.907 0.2390   0.3151E-01  0.7733E-03 -0.7936E-02  0.0000E+00      -1  -0.318E-03   20.00
  74   -73.0000    -104.173 0.2395   0.3211E-01  0.7801E-03 -0.8955E-02  0.0000E+00      -1  -0.359E-03   20.00
  75   -74.0000    -103.465 0.2400   0.3268E-01  0.7865E-03 -0.9984E-02  0.0000E+00      -1  -0.400E-03   20.00
  76   -75.0000    -102.783 0.2405   0.3324E-01  0.7928E-03 -0.1102E-01  0.0000E+00      -1  -0.442E-03   20.00
  77   -76.0000    -102.128 0.2410   0.3377E-01  0.7988E-03 -0.1207E-01  0.0000E+00      -1  -0.483E-03   20.00
  78   -77.0000    -101.498 0.2415   0.3428E-01  0.8045E-03 -0.1312E-01  0.0000E+00      -1  -0.526E-03   20.00
  79   -78.0000    -100.893 0.2419   0.3477E-01  0.8101E-03 -0.1418E-01  0.0000E+00      -1  -0.568E-03   20.00
  80   -79.0000    -100.314 0.2423   0.3524E-01  0.8154E-03 -0.1525E-01  0.0000E+00      -1  -0.611E-03   20.00
  81   -80.0000     -99.759 0.2428   0.3569E-01  0.8204E-03 -0.1632E-01  0.0000E+00      -1  -0.654E-03   20.00
  82   -81.0000     -99.228 0.2431   0.3612E-01  0.8253E-03 -0.1741E-01  0.0000E+00      -1  -0.697E-03   20.00
  83   -82.0000     -98.722 0.2435   0.3653E-01  0.8299E-03 -0.1849E-01  0.0000E+00      -1  -0.741E-03   20.00
  84   -83.0000     -98.241 0.2439   0.3692E-01  0.8343E-03 -0.1959E-01  0.0000E+00      -1  -0.785E-03   20.00
  85   -84.0000     -97.783 0.2442   0.3730E-01  0.8385E-03 -0.2069E-01  0.0000E+00      -1  -0.829E-03   20.00
  86   -85.0000     -97.350 0.2445   0.3765E-01  0.8425E-03 -0.2179E-01  0.0000E+00      -1  -0.873E-03   20.00
  87   -86.0000     -96.941 0.2448   0.3798E-01  0.8462E-03 -0.2290E-01  0.0000E+00      -1  -0.917E-03   20.00
  88   -87.0000     -96.556 0.2451   0.3829E-01  0.8497E-03 -0.2401E-01  0.0000E+00      -1  -0.962E-03   20.00
  89   -88.0000     -96.195 0.2454   0.3858E-01  0.8530E-03 -0.2513E-01  0.0000E+00      -1  -0.101E-02   20.00
  90   -89.0000     -95.859 0.2456   0.3886E-01  0.8561E-03 -0.2625E-01  0.0000E+00      -1  -0.105E-02   20.00
  91   -90.0000     -95.547 0.2459   0.3911E-01  0.8590E-03 -0.2746E-01  0.0000E+00      -1  -0.110E-02   20.00
  92   -91.0000     -95.261 0.2461   0.3958E-01  0.8626E-03 -0.2885E-01  0.0000E+00      -1  -0.116E-02   20.00
  93   -92.0000     -95.004 0.2464   0.4010E-01  0.8664E-03 -0.3035E-01  0.0000E+00      -1  -0.122E-02   20.00
  94   -93.0000     -94.775 0.2466   0.4057E-01  0.8697E-03 -0.3184E-01  0.0000E+00      -1  -0.128E-02   20.00
  95   -94.0000     -94.574 0.2468   0.4097E-01  0.8726E-03 -0.3332E-01  0.0000E+00      -1  -0.133E-02   20.00
  96   -95.0000     -94.402 0.2470   0.4132E-01  0.8751E-03 -0.3480E-01  0.0000E+00      -1  -0.139E-02   20.00
  97   -96.0000     -94.259 0.2471   0.4161E-01  0.8772E-03 -0.3627E-01  0.0000E+00      -1  -0.145E-02   20.00
  98   -97.0000     -94.146 0.2472   0.4184E-01  0.8789E-03 -0.3774E-01  0.0000E+00      -1  -0.151E-02   20.00
  99   -98.0000     -94.063 0.2473   0.4201E-01  0.8801E-03 -0.3920E-01  0.0000E+00      -1  -0.157E-02   20.00
 100   -99.0000     -94.013 0.2474   0.4211E-01  0.8808E-03 -0.4067E-01  0.0000E+00      -1  -0.163E-02   20.00
 101  -100.0000     -93.995 0.2474   0.4215E-01  0.8811E-03 -0.4140E-01  0.0000E+00      -1  -0.166E-02   20.00
end


 Time:       12.9000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000 -100000.000 0.0816   0.2606E-11  0.2010E-07  0.1234E-01  0.0000E+00      -1   0.494E-03   20.00
   2    -1.0000   -3500.374 0.1016   0.2557E-06  0.3851E-05  0.1232E-01  0.0000E+00      -1   0.493E-03   20.00
   3    -2.0000   -1172.453 0.1214   0.1031E-04  0.2100E-04  0.1226E-01  0.0000E+00      -1   0.491E-03   20.00
   4    -3.0000    -745.807 0.1338   0.4715E-04  0.4220E-04  0.1220E-01  0.0000E+00      -1   0.489E-03   20.00
   5    -4.0000    -586.853 0.1418   0.1069E-03  0.6124E-04  0.1214E-01  0.0000E+00      -1   0.486E-03   20.00
   6    -5.0000    -500.262 0.1476   0.1763E-03  0.7768E-04  0.1210E-01  0.0000E+00      -1   0.485E-03   20.00
   7    -6.0000    -445.869 0.1524   0.2767E-03  0.9410E-04  0.1208E-01  0.0000E+00      -1   0.484E-03   20.00
   8    -7.0000    -407.070 0.1562   0.3623E-03  0.1073E-03  0.1208E-01  0.0000E+00      -1   0.484E-03   20.00
   9    -8.0000    -376.766 0.1594   0.4623E-03  0.1199E-03  0.1210E-01  0.0000E+00      -1   0.485E-03   20.00
  10    -9.0000    -353.079 0.1626   0.6058E-03  0.1343E-03  0.1214E-01  0.0000E+00      -1   0.486E-03   20.00
  11   -10.0000    -333.762 0.1653   0.7229E-03  0.1461E-03  0.1221E-01  0.0000E+00      -1   0.489E-03   20.00
  12   -11.0000    -316.942 0.1676   0.8248E-03  0.1563E-03  0.1229E-01  0.0000E+00      -1   0.492E-03   20.00
  13   -12.0000    -302.047 0.1698   0.9501E-03  0.1669E-03  0.1240E-01  0.0000E+00      -1   0.497E-03   20.00
  14   -13.0000    -289.240 0.1723   0.1162E-02  0.1807E-03  0.1254E-01  0.0000E+00      -1   0.502E-03   20.00
  15   -14.0000    -278.179 0.1745   0.1345E-02  0.1926E-03  0.1268E-01  0.0000E+00      -1   0.508E-03   20.00
  16   -15.0000    -268.240 0.1764   0.1509E-02  0.2033E-03  0.1283E-01  0.0000E+00      -1   0.514E-03   20.00
  17   -16.0000    -259.095 0.1782   0.1660E-02  0.2131E-03  0.1298E-01  0.0000E+00      -1   0.520E-03   20.00
  18   -17.0000    -250.551 0.1798   0.1802E-02  0.2223E-03  0.1314E-01  0.0000E+00      -1   0.526E-03   20.00
  19   -18.0000    -242.477 0.1814   0.1935E-02  0.2310E-03  0.1329E-01  0.0000E+00      -1   0.533E-03   20.00
  20   -19.0000    -235.091 0.1834   0.2253E-02  0.2446E-03  0.1348E-01  0.0000E+00      -1   0.540E-03   20.00
  21   -20.0000    -228.436 0.1852   0.2550E-02  0.2572E-03  0.1368E-01  0.0000E+00      -1   0.548E-03   20.00
  22   -21.0000    -222.311 0.1869   0.2824E-02  0.2687E-03  0.1386E-01  0.0000E+00      -1   0.555E-03   20.00
  23   -22.0000    -216.586 0.1885   0.3081E-02  0.2795E-03  0.1403E-01  0.0000E+00      -1   0.562E-03   20.00
  24   -23.0000    -211.177 0.1899   0.3323E-02  0.2898E-03  0.1419E-01  0.0000E+00      -1   0.568E-03   20.00
  25   -24.0000    -206.029 0.1914   0.3553E-02  0.2995E-03  0.1433E-01  0.0000E+00      -1   0.574E-03   20.00
  26   -25.0000    -201.100 0.1927   0.3774E-02  0.3088E-03  0.1445E-01  0.0000E+00      -1   0.579E-03   20.00
  27   -26.0000    -196.361 0.1940   0.3986E-02  0.3177E-03  0.1456E-01  0.0000E+00      -1   0.583E-03   20.00
  28   -27.0000    -191.788 0.1953   0.4191E-02  0.3264E-03  0.1465E-01  0.0000E+00      -1   0.587E-03   20.00
  29   -28.0000    -187.485 0.1969   0.4706E-02  0.3404E-03  0.1473E-01  0.0000E+00      -1   0.590E-03   20.00
  30   -29.0000    -183.496 0.1985   0.5183E-02  0.3535E-03  0.1481E-01  0.0000E+00      -1   0.593E-03   20.00
  31   -30.0000    -179.752 0.1999   0.5632E-02  0.3657E-03  0.1486E-01  0.0000E+00      -1   0.595E-03   20.00
  32   -31.0000    -176.207 0.2013   0.6056E-02  0.3773E-03  0.1488E-01  0.0000E+00      -1   0.596E-03   20.00
  33   -32.0000    -172.829 0.2026   0.6460E-02  0.3883E-03  0.1487E-01  0.0000E+00      -1   0.596E-03   20.00
  34   -33.0000    -169.595 0.2038   0.6847E-02  0.3989E-03  0.1484E-01  0.0000E+00      -1   0.595E-03   20.00
  35   -34.0000    -166.488 0.2050   0.7219E-02  0.4090E-03  0.1479E-01  0.0000E+00      -1   0.593E-03   20.00
  36   -35.0000    -163.494 0.2062   0.7578E-02  0.4188E-03  0.1471E-01  0.0000E+00      -1   0.589E-03   20.00
  37   -36.0000    -160.601 0.2073   0.7924E-02  0.4283E-03  0.1461E-01  0.0000E+00      -1   0.585E-03   20.00
  38   -37.0000    -157.803 0.2084   0.8259E-02  0.4374E-03  0.1448E-01  0.0000E+00      -1   0.580E-03   20.00
  39   -38.0000    -155.091 0.2094   0.8584E-02  0.4463E-03  0.1434E-01  0.0000E+00      -1   0.574E-03   20.00
  40   -39.0000    -152.460 0.2104   0.8899E-02  0.4548E-03  0.1416E-01  0.0000E+00      -1   0.567E-03   20.00
  41   -40.0000    -149.939 0.2117   0.9602E-02  0.4678E-03  0.1393E-01  0.0000E+00      -1   0.558E-03   20.00
  42   -41.0000    -147.556 0.2130   0.1035E-01  0.4810E-03  0.1364E-01  0.0000E+00      -1   0.546E-03   20.00
  43   -42.0000    -145.297 0.2142   0.1106E-01  0.4935E-03  0.1332E-01  0.0000E+00      -1   0.534E-03   20.00
  44   -43.0000    -143.143 0.2154   0.1174E-01  0.5054E-03  0.1299E-01  0.0000E+00      -1   0.520E-03   20.00
  45   -44.0000    -141.081 0.2165   0.1239E-01  0.5168E-03  0.1263E-01  0.0000E+00      -1   0.506E-03   20.00
  46   -45.0000    -139.102 0.2175   0.1302E-01  0.5278E-03  0.1225E-01  0.0000E+00      -1   0.491E-03   20.00
  47   -46.0000    -137.197 0.2185   0.1362E-01  0.5384E-03  0.1184E-01  0.0000E+00      -1   0.475E-03   20.00
  48   -47.0000    -135.360 0.2195   0.1420E-01  0.5485E-03  0.1142E-01  0.0000E+00      -1   0.458E-03   20.00
  49   -48.0000    -133.586 0.2205   0.1476E-01  0.5584E-03  0.1098E-01  0.0000E+00      -1   0.440E-03   20.00
  50   -49.0000    -131.871 0.2214   0.1530E-01  0.5679E-03  0.1051E-01  0.0000E+00      -1   0.421E-03   20.00
  51   -50.0000    -130.210 0.2223   0.1582E-01  0.5771E-03  0.1003E-01  0.0000E+00      -1   0.402E-03   20.00
  52   -51.0000    -128.602 0.2231   0.1633E-01  0.5860E-03  0.9522E-02  0.0000E+00      -1   0.381E-03   20.00
  53   -52.0000    -127.043 0.2240   0.1682E-01  0.5946E-03  0.8998E-02  0.0000E+00      -1   0.360E-03   20.00
  54   -53.0000    -125.531 0.2248   0.1729E-01  0.6030E-03  0.8456E-02  0.0000E+00      -1   0.339E-03   20.00
  55   -54.0000    -124.064 0.2256   0.1776E-01  0.6111E-03  0.7895E-02  0.0000E+00      -1   0.316E-03   20.00
  56   -55.0000    -122.641 0.2263   0.1821E-01  0.6190E-03  0.7318E-02  0.0000E+00      -1   0.293E-03   20.00
  57   -56.0000    -121.260 0.2271   0.1864E-01  0.6267E-03  0.6724E-02  0.0000E+00      -1   0.269E-03   20.00
  58   -57.0000    -119.921 0.2279   0.1933E-01  0.6360E-03  0.6003E-02  0.0000E+00      -1   0.240E-03   20.00
  59   -58.0000    -118.640 0.2289   0.2037E-01  0.6477E-03  0.5154E-02  0.0000E+00      -1   0.207E-03   20.00
  60   -59.0000    -117.413 0.2298   0.2136E-01  0.6589E-03  0.4294E-02  0.0000E+00      -1   0.172E-03   20.00
